Module	Section	Sample Name	Source
FastQC (raw)	all_sections	TS047_RoL_RNA_170_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/5/TS047_RoL_RNA_170_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_707_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/145/TS047_RoL_RNA_707_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_652_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/132/TS047_RoL_RNA_652_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_355_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/71/TS047_RoL_RNA_355_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_679_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/138/TS047_RoL_RNA_679_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_498_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/95/TS047_RoL_RNA_498_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_500_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/100/TS047_RoL_RNA_500_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_112_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/34/TS047_RoL_RNA_112_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_200_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/43/TS047_RoL_RNA_200_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_317_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/49/TS047_RoL_RNA_317_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_46_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/30/TS047_RoL_RNA_46_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_289_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/47/TS047_RoL_RNA_289_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_528_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/104/TS047_RoL_RNA_528_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_377_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/91/TS047_RoL_RNA_377_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_407_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/75/TS047_RoL_RNA_407_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_710_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/141/TS047_RoL_RNA_710_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_676_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/136/TS047_RoL_RNA_676_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_559_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/117/TS047_RoL_RNA_559_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_16_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/23/TS047_RoL_RNA_16_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_231_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/54/TS047_RoL_RNA_231_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_46_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/29/TS047_RoL_RNA_46_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_469_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/88/TS047_RoL_RNA_469_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_683_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/125/TS047_RoL_RNA_683_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_322_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/66/TS047_RoL_RNA_322_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_20_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/11/TS047_RoL_RNA_20_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_478_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/82/TS047_RoL_RNA_478_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_145_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/16/TS047_RoL_RNA_145_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_288_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/61/TS047_RoL_RNA_288_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_586_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/122/TS047_RoL_RNA_586_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_655_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/128/TS047_RoL_RNA_655_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_442_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/85/TS047_RoL_RNA_442_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_231_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/53/TS047_RoL_RNA_231_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_16_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/24/TS047_RoL_RNA_16_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_561_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/110/TS047_RoL_RNA_561_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_326_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/59/TS047_RoL_RNA_326_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_498_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/96/TS047_RoL_RNA_498_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_328_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/78/TS047_RoL_RNA_328_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_652_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/131/TS047_RoL_RNA_652_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_707_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/146/TS047_RoL_RNA_707_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_355_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/72/TS047_RoL_RNA_355_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_170_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/6/TS047_RoL_RNA_170_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_561_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/109/TS047_RoL_RNA_561_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_528_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/103/TS047_RoL_RNA_528_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_204_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/40/TS047_RoL_RNA_204_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_262_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/37/TS047_RoL_RNA_262_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_116_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/4/TS047_RoL_RNA_116_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_678_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/139/TS047_RoL_RNA_678_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_439_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/94/TS047_RoL_RNA_439_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_651_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/133/TS047_RoL_RNA_651_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_708_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/144/TS047_RoL_RNA_708_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_412_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/70/TS047_RoL_RNA_412_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_289_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/48/TS047_RoL_RNA_289_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_502_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/101/TS047_RoL_RNA_502_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_175_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/42/TS047_RoL_RNA_175_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_177_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/35/TS047_RoL_RNA_177_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_110_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/14/TS047_RoL_RNA_110_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_318_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/63/TS047_RoL_RNA_318_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_618_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/120/TS047_RoL_RNA_618_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_412_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/69/TS047_RoL_RNA_412_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_469_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/87/TS047_RoL_RNA_469_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_229_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/51/TS047_RoL_RNA_229_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_51_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/26/TS047_RoL_RNA_51_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_532_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/112/TS047_RoL_RNA_532_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_559_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/118/TS047_RoL_RNA_559_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_616_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/115/TS047_RoL_RNA_616_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_146_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/21/TS047_RoL_RNA_146_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_258_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/56/TS047_RoL_RNA_258_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_655_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/127/TS047_RoL_RNA_655_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_318_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/64/TS047_RoL_RNA_318_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_110_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/13/TS047_RoL_RNA_110_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_468_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/80/TS047_RoL_RNA_468_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_136_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/19/TS047_RoL_RNA_136_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_262_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/38/TS047_RoL_RNA_262_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_142_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/32/TS047_RoL_RNA_142_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_291_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/45/TS047_RoL_RNA_291_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_562_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/106/TS047_RoL_RNA_562_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_439_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/93/TS047_RoL_RNA_439_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_328_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/77/TS047_RoL_RNA_328_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_708_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/143/TS047_RoL_RNA_708_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_500_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/99/TS047_RoL_RNA_500_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_651_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/134/TS047_RoL_RNA_651_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_85_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/9/TS047_RoL_RNA_85_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_116_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/3/TS047_RoL_RNA_116_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_677_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/130/TS047_RoL_RNA_677_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_381_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/73/TS047_RoL_RNA_381_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_526_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/97/TS047_RoL_RNA_526_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_468_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/79/TS047_RoL_RNA_468_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_114_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/7/TS047_RoL_RNA_114_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_502_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/102/TS047_RoL_RNA_502_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_177_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/36/TS047_RoL_RNA_177_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_175_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/41/TS047_RoL_RNA_175_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_506_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/108/TS047_RoL_RNA_506_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_677_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/129/TS047_RoL_RNA_677_raw_1_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_347_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/84/TS047_RoL_RNA_347_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_326_2	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/60/TS047_RoL_RNA_326_raw_2_fastqc.zip
FastQC (raw)	all_sections	TS047_RoL_RNA_119_1	/nfs3/Sharpton_Lab/prod/prod_restructure/projects/sielerjm/ZF__MajorExp/Transcriptomics/Code/Nextflow/work/8d/22dba793d631bd2366b5f178f41a02/17/TS047_RoL_RNA_119_raw_1_fastqc.zip
