Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
TS047_RoL_RNA_530_2	TS047_RoL_RNA_530_raw_2.gz	Conventional base calls	Sanger / Illumina 1.9	25672766.0	2.5 Gbp	0.0	101.0	45.0	28.143097973690434	101.0	101	pass	pass	warn	pass	fail	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_532_1	TS047_RoL_RNA_532_raw_1.gz	Conventional base calls	Sanger / Illumina 1.9	26300118.0	2.6 Gbp	0.0	101.0	46.0	27.528368189236573	101.0	101	pass	pass	warn	pass	warn	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_532_2	TS047_RoL_RNA_532_raw_2.gz	Conventional base calls	Sanger / Illumina 1.9	26300118.0	2.6 Gbp	0.0	101.0	46.0	27.528151325089894	101.0	101	pass	pass	warn	pass	fail	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_559_1	TS047_RoL_RNA_559_raw_1.gz	Conventional base calls	Sanger / Illumina 1.9	25621784.0	2.5 Gbp	0.0	101.0	47.0	21.432142825700854	101.0	101	pass	pass	warn	pass	warn	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_559_2	TS047_RoL_RNA_559_raw_2.gz	Conventional base calls	Sanger / Illumina 1.9	25621784.0	2.5 Gbp	0.0	101.0	47.0	21.097844206483863	101.0	101	pass	pass	warn	pass	fail	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_561_1	TS047_RoL_RNA_561_raw_1.gz	Conventional base calls	Sanger / Illumina 1.9	30742361.0	3.1 Gbp	0.0	101.0	46.0	24.285287559673733	101.0	101	pass	pass	warn	pass	warn	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_561_2	TS047_RoL_RNA_561_raw_2.gz	Conventional base calls	Sanger / Illumina 1.9	30742361.0	3.1 Gbp	0.0	101.0	46.0	24.691926311221728	101.0	101	pass	pass	warn	pass	fail	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_562_1	TS047_RoL_RNA_562_raw_1.gz	Conventional base calls	Sanger / Illumina 1.9	26377903.0	2.6 Gbp	0.0	101.0	46.0	23.74271897714296	101.0	101	pass	pass	warn	pass	warn	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_562_2	TS047_RoL_RNA_562_raw_2.gz	Conventional base calls	Sanger / Illumina 1.9	26377903.0	2.6 Gbp	0.0	101.0	46.0	23.59097771103571	101.0	101	pass	pass	warn	pass	warn	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_586_1	TS047_RoL_RNA_586_raw_1.gz	Conventional base calls	Sanger / Illumina 1.9	22600398.0	2.2 Gbp	0.0	101.0	46.0	19.582761350752083	101.0	101	pass	pass	warn	pass	warn	fail	pass	pass	fail	pass	pass
TS047_RoL_RNA_586_2	TS047_RoL_RNA_586_raw_2.gz	Conventional base calls	Sanger / Illumina 1.9	22600398.0	2.2 Gbp	0.0	101.0	46.0	19.50448470935294	101.0	101	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	pass
TS047_RoL_RNA_616_1	TS047_RoL_RNA_616_raw_1.gz	Conventional base calls	Sanger / Illumina 1.9	21442189.0	2.1 Gbp	0.0	101.0	46.0	20.275874706991843	101.0	101	pass	pass	warn	pass	warn	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_616_2	TS047_RoL_RNA_616_raw_2.gz	Conventional base calls	Sanger / Illumina 1.9	21442189.0	2.1 Gbp	0.0	101.0	46.0	20.011366422271077	101.0	101	pass	pass	fail	pass	fail	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_618_1	TS047_RoL_RNA_618_raw_1.gz	Conventional base calls	Sanger / Illumina 1.9	28326343.0	2.8 Gbp	0.0	101.0	47.0	19.92675731387945	101.0	101	pass	pass	warn	pass	warn	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_618_2	TS047_RoL_RNA_618_raw_2.gz	Conventional base calls	Sanger / Illumina 1.9	28326343.0	2.8 Gbp	0.0	101.0	47.0	20.015333519290618	101.0	101	pass	pass	warn	pass	fail	warn	pass	pass	fail	warn	pass
TS047_RoL_RNA_646_1	TS047_RoL_RNA_646_raw_1.gz	Conventional base calls	Sanger / Illumina 1.9	22829896.0	2.3 Gbp	0.0	101.0	46.0	27.87514017719794	101.0	101	pass	pass	warn	pass	warn	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_646_2	TS047_RoL_RNA_646_raw_2.gz	Conventional base calls	Sanger / Illumina 1.9	22829896.0	2.3 Gbp	0.0	101.0	46.0	27.905049743863042	101.0	101	pass	pass	warn	pass	fail	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_651_1	TS047_RoL_RNA_651_raw_1.gz	Conventional base calls	Sanger / Illumina 1.9	27411089.0	2.7 Gbp	0.0	101.0	46.0	24.70538375904365	101.0	101	pass	pass	warn	pass	warn	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_651_2	TS047_RoL_RNA_651_raw_2.gz	Conventional base calls	Sanger / Illumina 1.9	27411089.0	2.7 Gbp	0.0	101.0	46.0	24.721646543636638	101.0	101	pass	pass	warn	pass	fail	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_652_1	TS047_RoL_RNA_652_raw_1.gz	Conventional base calls	Sanger / Illumina 1.9	21686501.0	2.1 Gbp	0.0	101.0	46.0	29.761629340360674	101.0	101	pass	pass	warn	pass	warn	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_652_2	TS047_RoL_RNA_652_raw_2.gz	Conventional base calls	Sanger / Illumina 1.9	21686501.0	2.1 Gbp	0.0	101.0	46.0	29.74845808199188	101.0	101	pass	pass	warn	pass	fail	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_655_1	TS047_RoL_RNA_655_raw_1.gz	Conventional base calls	Sanger / Illumina 1.9	27989772.0	2.8 Gbp	0.0	101.0	47.0	22.427199581829925	101.0	101	pass	pass	warn	pass	warn	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_655_2	TS047_RoL_RNA_655_raw_2.gz	Conventional base calls	Sanger / Illumina 1.9	27989772.0	2.8 Gbp	0.0	101.0	47.0	22.82575956509382	101.0	101	pass	pass	warn	pass	fail	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_676_1	TS047_RoL_RNA_676_raw_1.gz	Conventional base calls	Sanger / Illumina 1.9	24748737.0	2.4 Gbp	0.0	101.0	46.0	26.252607571097037	101.0	101	pass	pass	warn	pass	warn	fail	pass	pass	fail	pass	pass
TS047_RoL_RNA_676_2	TS047_RoL_RNA_676_raw_2.gz	Conventional base calls	Sanger / Illumina 1.9	24748737.0	2.4 Gbp	0.0	101.0	47.0	26.53297727324084	101.0	101	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	pass
TS047_RoL_RNA_677_1	TS047_RoL_RNA_677_raw_1.gz	Conventional base calls	Sanger / Illumina 1.9	23962083.0	2.4 Gbp	0.0	101.0	46.0	28.12117666906297	101.0	101	pass	pass	warn	pass	warn	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_677_2	TS047_RoL_RNA_677_raw_2.gz	Conventional base calls	Sanger / Illumina 1.9	23962083.0	2.4 Gbp	0.0	101.0	46.0	28.569193272234372	101.0	101	pass	pass	fail	pass	fail	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_678_1	TS047_RoL_RNA_678_raw_1.gz	Conventional base calls	Sanger / Illumina 1.9	23950079.0	2.4 Gbp	0.0	101.0	46.0	27.26657430482237	101.0	101	pass	pass	warn	pass	warn	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_678_2	TS047_RoL_RNA_678_raw_2.gz	Conventional base calls	Sanger / Illumina 1.9	23950079.0	2.4 Gbp	0.0	101.0	46.0	27.393315728214105	101.0	101	pass	pass	warn	pass	fail	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_679_1	TS047_RoL_RNA_679_raw_1.gz	Conventional base calls	Sanger / Illumina 1.9	26051805.0	2.6 Gbp	0.0	101.0	46.0	26.097587210702212	101.0	101	pass	pass	warn	pass	warn	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_679_2	TS047_RoL_RNA_679_raw_2.gz	Conventional base calls	Sanger / Illumina 1.9	26051805.0	2.6 Gbp	0.0	101.0	46.0	26.022208873493476	101.0	101	pass	pass	fail	pass	fail	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_683_1	TS047_RoL_RNA_683_raw_1.gz	Conventional base calls	Sanger / Illumina 1.9	20191368.0	2 Gbp	0.0	101.0	45.0	27.367787850073345	101.0	101	pass	pass	warn	pass	fail	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_683_2	TS047_RoL_RNA_683_raw_2.gz	Conventional base calls	Sanger / Illumina 1.9	20191368.0	2 Gbp	0.0	101.0	45.0	27.60917867557462	101.0	101	pass	pass	fail	pass	fail	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_707_1	TS047_RoL_RNA_707_raw_1.gz	Conventional base calls	Sanger / Illumina 1.9	26524739.0	2.6 Gbp	0.0	101.0	46.0	29.40020783370497	101.0	101	pass	pass	warn	pass	warn	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_707_2	TS047_RoL_RNA_707_raw_2.gz	Conventional base calls	Sanger / Illumina 1.9	26524739.0	2.6 Gbp	0.0	101.0	46.0	29.283831090481264	101.0	101	pass	pass	warn	pass	fail	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_708_1	TS047_RoL_RNA_708_raw_1.gz	Conventional base calls	Sanger / Illumina 1.9	33732273.0	3.4 Gbp	0.0	101.0	46.0	24.95716832232846	101.0	101	pass	pass	warn	pass	warn	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_708_2	TS047_RoL_RNA_708_raw_2.gz	Conventional base calls	Sanger / Illumina 1.9	33732273.0	3.4 Gbp	0.0	101.0	46.0	25.29151908988253	101.0	101	pass	pass	warn	pass	fail	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_710_1	TS047_RoL_RNA_710_raw_1.gz	Conventional base calls	Sanger / Illumina 1.9	26495110.0	2.6 Gbp	0.0	101.0	46.0	25.3839281119956	101.0	101	pass	pass	warn	pass	warn	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_710_2	TS047_RoL_RNA_710_raw_2.gz	Conventional base calls	Sanger / Illumina 1.9	26495110.0	2.6 Gbp	0.0	101.0	46.0	25.903596531431877	101.0	101	pass	pass	warn	pass	fail	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_79_1	TS047_RoL_RNA_79_raw_1.gz	Conventional base calls	Sanger / Illumina 1.9	24768073.0	2.5 Gbp	0.0	101.0	45.0	23.69707049803561	101.0	101	pass	pass	warn	pass	fail	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_79_2	TS047_RoL_RNA_79_raw_2.gz	Conventional base calls	Sanger / Illumina 1.9	24768073.0	2.5 Gbp	0.0	101.0	45.0	23.58793190346822	101.0	101	pass	pass	warn	pass	fail	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_85_1	TS047_RoL_RNA_85_raw_1.gz	Conventional base calls	Sanger / Illumina 1.9	27154711.0	2.7 Gbp	0.0	101.0	47.0	16.624940980000634	101.0	101	pass	pass	warn	pass	warn	warn	pass	pass	fail	pass	pass
TS047_RoL_RNA_85_2	TS047_RoL_RNA_85_raw_2.gz	Conventional base calls	Sanger / Illumina 1.9	27154711.0	2.7 Gbp	0.0	101.0	47.0	16.66574480577099	101.0	101	pass	pass	warn	pass	fail	warn	pass	pass	fail	pass	pass
