Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28
TS047_RoL_RNA_286_2	(12.0, 1.0)	(13.0, 7.0)	(14.0, 91.0)	(15.0, 519.0)	(16.0, 2250.0)	(17.0, 4322.0)	(18.0, 5627.0)	(19.0, 6038.0)	(20.0, 7270.0)	(21.0, 8570.0)	(22.0, 10399.0)	(23.0, 12320.0)	(24.0, 14976.0)	(25.0, 17551.0)	(26.0, 21337.0)	(27.0, 25007.0)	(28.0, 30935.0)	(29.0, 36099.0)	(30.0, 43605.0)	(31.0, 52554.0)	(32.0, 67284.0)	(33.0, 83065.0)	(34.0, 109969.0)	(35.0, 149009.0)	(36.0, 228413.0)	(37.0, 382352.0)	(38.0, 1211042.0)	(39.0, 15520917.0)	(40.0, 7106922.0)
TS047_RoL_RNA_288_1	(15.0, 2.0)	(16.0, 14.0)	(17.0, 94.0)	(18.0, 252.0)	(19.0, 407.0)	(20.0, 679.0)	(21.0, 1241.0)	(22.0, 2322.0)	(23.0, 4001.0)	(24.0, 6485.0)	(25.0, 9219.0)	(26.0, 12587.0)	(27.0, 15384.0)	(28.0, 19807.0)	(29.0, 24242.0)	(30.0, 31096.0)	(31.0, 39984.0)	(32.0, 53656.0)	(33.0, 69216.0)	(34.0, 92936.0)	(35.0, 128397.0)	(36.0, 195922.0)	(37.0, 331272.0)	(38.0, 1018180.0)	(39.0, 14779674.0)	(40.0, 8851124.0)			
TS047_RoL_RNA_288_2	(12.0, 3.0)	(13.0, 8.0)	(14.0, 69.0)	(15.0, 514.0)	(16.0, 2198.0)	(17.0, 4299.0)	(18.0, 5907.0)	(19.0, 6302.0)	(20.0, 7768.0)	(21.0, 9216.0)	(22.0, 10956.0)	(23.0, 13193.0)	(24.0, 16523.0)	(25.0, 19658.0)	(26.0, 23502.0)	(27.0, 27577.0)	(28.0, 33688.0)	(29.0, 39297.0)	(30.0, 47368.0)	(31.0, 57836.0)	(32.0, 74094.0)	(33.0, 91454.0)	(34.0, 120332.0)	(35.0, 164565.0)	(36.0, 250177.0)	(37.0, 418084.0)	(38.0, 1315399.0)	(39.0, 15974278.0)	(40.0, 6953928.0)
TS047_RoL_RNA_289_1	(16.0, 17.0)	(17.0, 107.0)	(18.0, 373.0)	(19.0, 538.0)	(20.0, 978.0)	(21.0, 1690.0)	(22.0, 3028.0)	(23.0, 5285.0)	(24.0, 7923.0)	(25.0, 11570.0)	(26.0, 15516.0)	(27.0, 19228.0)	(28.0, 24594.0)	(29.0, 30007.0)	(30.0, 38008.0)	(31.0, 48635.0)	(32.0, 64686.0)	(33.0, 82937.0)	(34.0, 110539.0)	(35.0, 151519.0)	(36.0, 229299.0)	(37.0, 379711.0)	(38.0, 1164869.0)	(39.0, 17300336.0)	(40.0, 10640082.0)				
TS047_RoL_RNA_289_2	(13.0, 17.0)	(14.0, 98.0)	(15.0, 588.0)	(16.0, 2722.0)	(17.0, 5661.0)	(18.0, 7406.0)	(19.0, 7827.0)	(20.0, 9541.0)	(21.0, 11338.0)	(22.0, 13607.0)	(23.0, 15994.0)	(24.0, 20364.0)	(25.0, 23885.0)	(26.0, 28549.0)	(27.0, 33210.0)	(28.0, 40411.0)	(29.0, 46824.0)	(30.0, 56225.0)	(31.0, 68105.0)	(32.0, 87179.0)	(33.0, 105807.0)	(34.0, 137818.0)	(35.0, 186307.0)	(36.0, 277732.0)	(37.0, 452315.0)	(38.0, 1376505.0)	(39.0, 18470656.0)	(40.0, 8844784.0)	
TS047_RoL_RNA_291_1	(16.0, 10.0)	(17.0, 106.0)	(18.0, 296.0)	(19.0, 484.0)	(20.0, 817.0)	(21.0, 1448.0)	(22.0, 2522.0)	(23.0, 4606.0)	(24.0, 7181.0)	(25.0, 10087.0)	(26.0, 13647.0)	(27.0, 16694.0)	(28.0, 21431.0)	(29.0, 26043.0)	(30.0, 32956.0)	(31.0, 41806.0)	(32.0, 56082.0)	(33.0, 70931.0)	(34.0, 94728.0)	(35.0, 129027.0)	(36.0, 193516.0)	(37.0, 316906.0)	(38.0, 960508.0)	(39.0, 14171731.0)	(40.0, 8904501.0)				
TS047_RoL_RNA_291_2	(13.0, 9.0)	(14.0, 74.0)	(15.0, 492.0)	(16.0, 2001.0)	(17.0, 4385.0)	(18.0, 6014.0)	(19.0, 6449.0)	(20.0, 8013.0)	(21.0, 9511.0)	(22.0, 11548.0)	(23.0, 13676.0)	(24.0, 17089.0)	(25.0, 20186.0)	(26.0, 23936.0)	(27.0, 27865.0)	(28.0, 33735.0)	(29.0, 39248.0)	(30.0, 47456.0)	(31.0, 56831.0)	(32.0, 72570.0)	(33.0, 88996.0)	(34.0, 115705.0)	(35.0, 156324.0)	(36.0, 234437.0)	(37.0, 384043.0)	(38.0, 1181841.0)	(39.0, 15386157.0)	(40.0, 7129473.0)	
TS047_RoL_RNA_317_1	(15.0, 1.0)	(16.0, 16.0)	(17.0, 111.0)	(18.0, 291.0)	(19.0, 440.0)	(20.0, 754.0)	(21.0, 1377.0)	(22.0, 2645.0)	(23.0, 4598.0)	(24.0, 6898.0)	(25.0, 9781.0)	(26.0, 13191.0)	(27.0, 16261.0)	(28.0, 20800.0)	(29.0, 25320.0)	(30.0, 32199.0)	(31.0, 40924.0)	(32.0, 54340.0)	(33.0, 70413.0)	(34.0, 93833.0)	(35.0, 128412.0)	(36.0, 192265.0)	(37.0, 315147.0)	(38.0, 941406.0)	(39.0, 14192371.0)	(40.0, 9151892.0)			
TS047_RoL_RNA_317_2	(13.0, 3.0)	(14.0, 68.0)	(15.0, 479.0)	(16.0, 2070.0)	(17.0, 4352.0)	(18.0, 5704.0)	(19.0, 5863.0)	(20.0, 7119.0)	(21.0, 8291.0)	(22.0, 9996.0)	(23.0, 11876.0)	(24.0, 14615.0)	(25.0, 17278.0)	(26.0, 21001.0)	(27.0, 24505.0)	(28.0, 29771.0)	(29.0, 34756.0)	(30.0, 42306.0)	(31.0, 51122.0)	(32.0, 66086.0)	(33.0, 82419.0)	(34.0, 107521.0)	(35.0, 145419.0)	(36.0, 218113.0)	(37.0, 356235.0)	(38.0, 1086019.0)	(39.0, 15268641.0)	(40.0, 7694058.0)	
TS047_RoL_RNA_318_1	(16.0, 17.0)	(17.0, 110.0)	(18.0, 278.0)	(19.0, 429.0)	(20.0, 817.0)	(21.0, 1490.0)	(22.0, 2915.0)	(23.0, 4976.0)	(24.0, 7267.0)	(25.0, 10402.0)	(26.0, 13714.0)	(27.0, 17245.0)	(28.0, 21806.0)	(29.0, 26735.0)	(30.0, 33860.0)	(31.0, 43882.0)	(32.0, 57936.0)	(33.0, 73764.0)	(34.0, 98678.0)	(35.0, 134844.0)	(36.0, 203082.0)	(37.0, 337256.0)	(38.0, 1016547.0)	(39.0, 14967552.0)	(40.0, 9679701.0)				
TS047_RoL_RNA_318_2	(13.0, 4.0)	(14.0, 91.0)	(15.0, 476.0)	(16.0, 2196.0)	(17.0, 4421.0)	(18.0, 6195.0)	(19.0, 6547.0)	(20.0, 8120.0)	(21.0, 9351.0)	(22.0, 11581.0)	(23.0, 13480.0)	(24.0, 17008.0)	(25.0, 20210.0)	(26.0, 24070.0)	(27.0, 28267.0)	(28.0, 34429.0)	(29.0, 40139.0)	(30.0, 48866.0)	(31.0, 58693.0)	(32.0, 75351.0)	(33.0, 92403.0)	(34.0, 120877.0)	(35.0, 163246.0)	(36.0, 245037.0)	(37.0, 397776.0)	(38.0, 1200888.0)	(39.0, 16278190.0)	(40.0, 7847391.0)	
TS047_RoL_RNA_319_1	(15.0, 1.0)	(16.0, 21.0)	(17.0, 98.0)	(18.0, 277.0)	(19.0, 404.0)	(20.0, 745.0)	(21.0, 1339.0)	(22.0, 2637.0)	(23.0, 4731.0)	(24.0, 7096.0)	(25.0, 10028.0)	(26.0, 13148.0)	(27.0, 16560.0)	(28.0, 20891.0)	(29.0, 25500.0)	(30.0, 32882.0)	(31.0, 42309.0)	(32.0, 56233.0)	(33.0, 72634.0)	(34.0, 97731.0)	(35.0, 133189.0)	(36.0, 202386.0)	(37.0, 337888.0)	(38.0, 1028303.0)	(39.0, 15511610.0)	(40.0, 9922778.0)			
TS047_RoL_RNA_319_2	(13.0, 9.0)	(14.0, 60.0)	(15.0, 502.0)	(16.0, 2064.0)	(17.0, 4456.0)	(18.0, 6056.0)	(19.0, 6734.0)	(20.0, 8248.0)	(21.0, 9732.0)	(22.0, 11837.0)	(23.0, 13922.0)	(24.0, 17534.0)	(25.0, 20876.0)	(26.0, 25074.0)	(27.0, 28948.0)	(28.0, 35357.0)	(29.0, 41685.0)	(30.0, 49989.0)	(31.0, 61046.0)	(32.0, 78176.0)	(33.0, 96133.0)	(34.0, 126097.0)	(35.0, 170938.0)	(36.0, 257337.0)	(37.0, 423405.0)	(38.0, 1338144.0)	(39.0, 17084273.0)	(40.0, 7622787.0)	
TS047_RoL_RNA_322_1	(15.0, 1.0)	(16.0, 9.0)	(17.0, 142.0)	(18.0, 336.0)	(19.0, 568.0)	(20.0, 1002.0)	(21.0, 1686.0)	(22.0, 2949.0)	(23.0, 5072.0)	(24.0, 8434.0)	(25.0, 11978.0)	(26.0, 15910.0)	(27.0, 19243.0)	(28.0, 24467.0)	(29.0, 30408.0)	(30.0, 38523.0)	(31.0, 48771.0)	(32.0, 64652.0)	(33.0, 82561.0)	(34.0, 111009.0)	(35.0, 149575.0)	(36.0, 224866.0)	(37.0, 370606.0)	(38.0, 1106086.0)	(39.0, 16227479.0)	(40.0, 10362399.0)			
TS047_RoL_RNA_322_2	(12.0, 2.0)	(13.0, 11.0)	(14.0, 82.0)	(15.0, 542.0)	(16.0, 2374.0)	(17.0, 4886.0)	(18.0, 6772.0)	(19.0, 7373.0)	(20.0, 8928.0)	(21.0, 10529.0)	(22.0, 12757.0)	(23.0, 15258.0)	(24.0, 18997.0)	(25.0, 22433.0)	(26.0, 27206.0)	(27.0, 31003.0)	(28.0, 37503.0)	(29.0, 43915.0)	(30.0, 52918.0)	(31.0, 63900.0)	(32.0, 81290.0)	(33.0, 99928.0)	(34.0, 130564.0)	(35.0, 175604.0)	(36.0, 263622.0)	(37.0, 427109.0)	(38.0, 1324780.0)	(39.0, 17712032.0)	(40.0, 8326414.0)
TS047_RoL_RNA_326_1	(15.0, 1.0)	(16.0, 11.0)	(17.0, 75.0)	(18.0, 255.0)	(19.0, 413.0)	(20.0, 760.0)	(21.0, 1378.0)	(22.0, 2624.0)	(23.0, 4477.0)	(24.0, 6800.0)	(25.0, 9830.0)	(26.0, 13120.0)	(27.0, 16264.0)	(28.0, 20672.0)	(29.0, 25570.0)	(30.0, 31972.0)	(31.0, 40943.0)	(32.0, 54522.0)	(33.0, 69630.0)	(34.0, 92499.0)	(35.0, 124760.0)	(36.0, 189415.0)	(37.0, 315902.0)	(38.0, 953520.0)	(39.0, 13687849.0)	(40.0, 8471529.0)			
TS047_RoL_RNA_326_2	(13.0, 6.0)	(14.0, 66.0)	(15.0, 459.0)	(16.0, 1921.0)	(17.0, 4067.0)	(18.0, 5432.0)	(19.0, 5878.0)	(20.0, 7168.0)	(21.0, 8774.0)	(22.0, 10498.0)	(23.0, 12684.0)	(24.0, 15853.0)	(25.0, 18821.0)	(26.0, 22672.0)	(27.0, 26150.0)	(28.0, 32072.0)	(29.0, 36466.0)	(30.0, 44169.0)	(31.0, 53813.0)	(32.0, 68313.0)	(33.0, 83544.0)	(34.0, 109292.0)	(35.0, 147504.0)	(36.0, 219834.0)	(37.0, 358449.0)	(38.0, 1102166.0)	(39.0, 14766146.0)	(40.0, 6972574.0)	
TS047_RoL_RNA_328_1	(13.0, 1.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 15.0)	(17.0, 132.0)	(18.0, 352.0)	(19.0, 504.0)	(20.0, 835.0)	(21.0, 1518.0)	(22.0, 2764.0)	(23.0, 4889.0)	(24.0, 7787.0)	(25.0, 11202.0)	(26.0, 14951.0)	(27.0, 18249.0)	(28.0, 23399.0)	(29.0, 28260.0)	(30.0, 36734.0)	(31.0, 46847.0)	(32.0, 62924.0)	(33.0, 80311.0)	(34.0, 108747.0)	(35.0, 148858.0)	(36.0, 227875.0)	(37.0, 381705.0)	(38.0, 1158790.0)	(39.0, 16784571.0)	(40.0, 10696380.0)	
TS047_RoL_RNA_328_2	(13.0, 11.0)	(14.0, 96.0)	(15.0, 638.0)	(16.0, 2804.0)	(17.0, 5689.0)	(18.0, 7423.0)	(19.0, 8305.0)	(20.0, 10246.0)	(21.0, 12080.0)	(22.0, 14387.0)	(23.0, 17027.0)	(24.0, 21275.0)	(25.0, 25322.0)	(26.0, 29877.0)	(27.0, 34743.0)	(28.0, 42741.0)	(29.0, 48782.0)	(30.0, 59312.0)	(31.0, 71810.0)	(32.0, 90447.0)	(33.0, 110313.0)	(34.0, 142418.0)	(35.0, 191715.0)	(36.0, 283928.0)	(37.0, 458930.0)	(38.0, 1395501.0)	(39.0, 18186926.0)	(40.0, 8575854.0)	
TS047_RoL_RNA_347_1	(16.0, 20.0)	(17.0, 102.0)	(18.0, 295.0)	(19.0, 366.0)	(20.0, 638.0)	(21.0, 1131.0)	(22.0, 2292.0)	(23.0, 4083.0)	(24.0, 5827.0)	(25.0, 8273.0)	(26.0, 11346.0)	(27.0, 13914.0)	(28.0, 17543.0)	(29.0, 21356.0)	(30.0, 27048.0)	(31.0, 34491.0)	(32.0, 46333.0)	(33.0, 60048.0)	(34.0, 80041.0)	(35.0, 108954.0)	(36.0, 163654.0)	(37.0, 268851.0)	(38.0, 824597.0)	(39.0, 13042029.0)	(40.0, 8353775.0)				
TS047_RoL_RNA_347_2	(12.0, 1.0)	(13.0, 10.0)	(14.0, 72.0)	(15.0, 448.0)	(16.0, 2147.0)	(17.0, 4336.0)	(18.0, 5642.0)	(19.0, 6172.0)	(20.0, 7359.0)	(21.0, 8893.0)	(22.0, 10398.0)	(23.0, 12502.0)	(24.0, 15616.0)	(25.0, 18224.0)	(26.0, 21899.0)	(27.0, 25359.0)	(28.0, 31019.0)	(29.0, 35497.0)	(30.0, 42866.0)	(31.0, 51955.0)	(32.0, 65597.0)	(33.0, 80341.0)	(34.0, 104298.0)	(35.0, 141047.0)	(36.0, 210165.0)	(37.0, 343038.0)	(38.0, 1055185.0)	(39.0, 14083260.0)	(40.0, 6713661.0)
TS047_RoL_RNA_355_1	(16.0, 7.0)	(17.0, 79.0)	(18.0, 242.0)	(19.0, 384.0)	(20.0, 725.0)	(21.0, 1252.0)	(22.0, 2631.0)	(23.0, 4734.0)	(24.0, 6375.0)	(25.0, 8830.0)	(26.0, 11729.0)	(27.0, 14942.0)	(28.0, 18564.0)	(29.0, 22389.0)	(30.0, 28129.0)	(31.0, 35193.0)	(32.0, 46918.0)	(33.0, 59822.0)	(34.0, 79739.0)	(35.0, 106956.0)	(36.0, 160285.0)	(37.0, 258623.0)	(38.0, 743132.0)	(39.0, 10889549.0)	(40.0, 7311980.0)				
TS047_RoL_RNA_355_2	(12.0, 2.0)	(13.0, 4.0)	(14.0, 48.0)	(15.0, 356.0)	(16.0, 1626.0)	(17.0, 3521.0)	(18.0, 4932.0)	(19.0, 5443.0)	(20.0, 6376.0)	(21.0, 7689.0)	(22.0, 9389.0)	(23.0, 11042.0)	(24.0, 13900.0)	(25.0, 16534.0)	(26.0, 19375.0)	(27.0, 22709.0)	(28.0, 27658.0)	(29.0, 32512.0)	(30.0, 38735.0)	(31.0, 47243.0)	(32.0, 59559.0)	(33.0, 73692.0)	(34.0, 94766.0)	(35.0, 126025.0)	(36.0, 187299.0)	(37.0, 295452.0)	(38.0, 853746.0)	(39.0, 11656887.0)	(40.0, 6196689.0)
TS047_RoL_RNA_377_1	(16.0, 11.0)	(17.0, 91.0)	(18.0, 254.0)	(19.0, 401.0)	(20.0, 722.0)	(21.0, 1253.0)	(22.0, 2584.0)	(23.0, 4759.0)	(24.0, 6395.0)	(25.0, 8892.0)	(26.0, 11978.0)	(27.0, 15065.0)	(28.0, 19256.0)	(29.0, 22994.0)	(30.0, 29461.0)	(31.0, 37386.0)	(32.0, 50434.0)	(33.0, 65274.0)	(34.0, 87317.0)	(35.0, 119297.0)	(36.0, 179618.0)	(37.0, 298969.0)	(38.0, 920416.0)	(39.0, 13787141.0)	(40.0, 8399853.0)				
TS047_RoL_RNA_377_2	(12.0, 1.0)	(13.0, 3.0)	(14.0, 80.0)	(15.0, 480.0)	(16.0, 2002.0)	(17.0, 4094.0)	(18.0, 5560.0)	(19.0, 5851.0)	(20.0, 7317.0)	(21.0, 8529.0)	(22.0, 10436.0)	(23.0, 12327.0)	(24.0, 15580.0)	(25.0, 18431.0)	(26.0, 22046.0)	(27.0, 25942.0)	(28.0, 31977.0)	(29.0, 37207.0)	(30.0, 45726.0)	(31.0, 55050.0)	(32.0, 70760.0)	(33.0, 86483.0)	(34.0, 112455.0)	(35.0, 150810.0)	(36.0, 225886.0)	(37.0, 367408.0)	(38.0, 1123116.0)	(39.0, 14725037.0)	(40.0, 6899227.0)
TS047_RoL_RNA_381_1	(15.0, 1.0)	(16.0, 16.0)	(17.0, 104.0)	(18.0, 290.0)	(19.0, 422.0)	(20.0, 738.0)	(21.0, 1234.0)	(22.0, 2397.0)	(23.0, 4384.0)	(24.0, 6965.0)	(25.0, 9850.0)	(26.0, 13080.0)	(27.0, 16270.0)	(28.0, 20654.0)	(29.0, 25645.0)	(30.0, 32398.0)	(31.0, 41054.0)	(32.0, 55456.0)	(33.0, 71147.0)	(34.0, 94740.0)	(35.0, 130023.0)	(36.0, 194915.0)	(37.0, 320621.0)	(38.0, 956990.0)	(39.0, 14214531.0)	(40.0, 9048752.0)			
TS047_RoL_RNA_381_2	(13.0, 8.0)	(14.0, 64.0)	(15.0, 456.0)	(16.0, 2015.0)	(17.0, 4173.0)	(18.0, 6020.0)	(19.0, 6331.0)	(20.0, 7616.0)	(21.0, 8981.0)	(22.0, 11046.0)	(23.0, 12827.0)	(24.0, 15861.0)	(25.0, 19294.0)	(26.0, 23203.0)	(27.0, 26567.0)	(28.0, 32498.0)	(29.0, 37488.0)	(30.0, 45835.0)	(31.0, 55211.0)	(32.0, 70747.0)	(33.0, 87364.0)	(34.0, 113875.0)	(35.0, 155304.0)	(36.0, 233292.0)	(37.0, 382629.0)	(38.0, 1188145.0)	(39.0, 15479647.0)	(40.0, 7236180.0)	
TS047_RoL_RNA_407_1	(16.0, 20.0)	(17.0, 125.0)	(18.0, 374.0)	(19.0, 573.0)	(20.0, 1002.0)	(21.0, 1646.0)	(22.0, 2827.0)	(23.0, 4916.0)	(24.0, 7778.0)	(25.0, 10964.0)	(26.0, 14723.0)	(27.0, 18636.0)	(28.0, 23901.0)	(29.0, 29265.0)	(30.0, 37229.0)	(31.0, 47440.0)	(32.0, 63223.0)	(33.0, 81169.0)	(34.0, 109376.0)	(35.0, 151046.0)	(36.0, 230234.0)	(37.0, 379087.0)	(38.0, 1123722.0)	(39.0, 17553980.0)	(40.0, 10730244.0)				
TS047_RoL_RNA_407_2	(13.0, 5.0)	(14.0, 89.0)	(15.0, 632.0)	(16.0, 2552.0)	(17.0, 5122.0)	(18.0, 6780.0)	(19.0, 7254.0)	(20.0, 8628.0)	(21.0, 10232.0)	(22.0, 12304.0)	(23.0, 14414.0)	(24.0, 18035.0)	(25.0, 21590.0)	(26.0, 25805.0)	(27.0, 29606.0)	(28.0, 35905.0)	(29.0, 41766.0)	(30.0, 50429.0)	(31.0, 61023.0)	(32.0, 78085.0)	(33.0, 96001.0)	(34.0, 125694.0)	(35.0, 171068.0)	(36.0, 257618.0)	(37.0, 421338.0)	(38.0, 1318476.0)	(39.0, 18672043.0)	(40.0, 9131006.0)	
TS047_RoL_RNA_412_1	(16.0, 21.0)	(17.0, 95.0)	(18.0, 249.0)	(19.0, 424.0)	(20.0, 693.0)	(21.0, 1217.0)	(22.0, 2217.0)	(23.0, 4138.0)	(24.0, 6787.0)	(25.0, 9611.0)	(26.0, 13074.0)	(27.0, 15728.0)	(28.0, 20540.0)	(29.0, 25388.0)	(30.0, 32385.0)	(31.0, 41783.0)	(32.0, 55250.0)	(33.0, 71276.0)	(34.0, 96043.0)	(35.0, 131560.0)	(36.0, 198211.0)	(37.0, 328176.0)	(38.0, 993944.0)	(39.0, 14852676.0)	(40.0, 9256290.0)				
TS047_RoL_RNA_412_2	(13.0, 8.0)	(14.0, 60.0)	(15.0, 511.0)	(16.0, 2078.0)	(17.0, 4323.0)	(18.0, 5951.0)	(19.0, 6469.0)	(20.0, 7931.0)	(21.0, 9468.0)	(22.0, 11384.0)	(23.0, 13695.0)	(24.0, 16898.0)	(25.0, 20199.0)	(26.0, 24051.0)	(27.0, 28256.0)	(28.0, 34431.0)	(29.0, 40253.0)	(30.0, 48890.0)	(31.0, 58996.0)	(32.0, 74931.0)	(33.0, 92338.0)	(34.0, 120158.0)	(35.0, 162060.0)	(36.0, 242808.0)	(37.0, 394861.0)	(38.0, 1211204.0)	(39.0, 15972566.0)	(40.0, 7552998.0)	
TS047_RoL_RNA_439_1	(15.0, 1.0)	(16.0, 9.0)	(17.0, 101.0)	(18.0, 261.0)	(19.0, 406.0)	(20.0, 578.0)	(21.0, 1076.0)	(22.0, 2068.0)	(23.0, 3870.0)	(24.0, 5975.0)	(25.0, 8658.0)	(26.0, 11459.0)	(27.0, 14398.0)	(28.0, 18451.0)	(29.0, 22269.0)	(30.0, 28622.0)	(31.0, 36537.0)	(32.0, 48571.0)	(33.0, 63281.0)	(34.0, 84164.0)	(35.0, 115779.0)	(36.0, 173688.0)	(37.0, 285968.0)	(38.0, 853927.0)	(39.0, 13459903.0)	(40.0, 9002563.0)			
TS047_RoL_RNA_439_2	(13.0, 10.0)	(14.0, 66.0)	(15.0, 490.0)	(16.0, 2337.0)	(17.0, 4558.0)	(18.0, 5782.0)	(19.0, 6010.0)	(20.0, 7320.0)	(21.0, 8318.0)	(22.0, 10120.0)	(23.0, 11925.0)	(24.0, 14778.0)	(25.0, 17527.0)	(26.0, 20755.0)	(27.0, 24514.0)	(28.0, 29725.0)	(29.0, 34657.0)	(30.0, 42192.0)	(31.0, 51024.0)	(32.0, 65024.0)	(33.0, 80838.0)	(34.0, 105969.0)	(35.0, 143491.0)	(36.0, 214933.0)	(37.0, 349277.0)	(38.0, 1037984.0)	(39.0, 14409351.0)	(40.0, 7543608.0)	
TS047_RoL_RNA_442_1	(15.0, 1.0)	(16.0, 21.0)	(17.0, 138.0)	(18.0, 357.0)	(19.0, 556.0)	(20.0, 875.0)	(21.0, 1516.0)	(22.0, 2804.0)	(23.0, 5020.0)	(24.0, 7916.0)	(25.0, 11326.0)	(26.0, 15097.0)	(27.0, 18378.0)	(28.0, 23637.0)	(29.0, 29441.0)	(30.0, 37256.0)	(31.0, 47115.0)	(32.0, 63363.0)	(33.0, 80439.0)	(34.0, 107680.0)	(35.0, 147008.0)	(36.0, 221977.0)	(37.0, 371660.0)	(38.0, 1138970.0)	(39.0, 16561580.0)	(40.0, 10149127.0)			
TS047_RoL_RNA_442_2	(12.0, 1.0)	(13.0, 12.0)	(14.0, 110.0)	(15.0, 620.0)	(16.0, 2602.0)	(17.0, 5450.0)	(18.0, 7147.0)	(19.0, 7750.0)	(20.0, 9480.0)	(21.0, 11161.0)	(22.0, 13263.0)	(23.0, 15601.0)	(24.0, 19479.0)	(25.0, 22959.0)	(26.0, 27773.0)	(27.0, 31543.0)	(28.0, 38802.0)	(29.0, 44770.0)	(30.0, 54313.0)	(31.0, 65434.0)	(32.0, 83738.0)	(33.0, 103468.0)	(34.0, 135325.0)	(35.0, 182447.0)	(36.0, 275594.0)	(37.0, 454326.0)	(38.0, 1438187.0)	(39.0, 17971608.0)	(40.0, 8020295.0)
TS047_RoL_RNA_468_1	(16.0, 17.0)	(17.0, 97.0)	(18.0, 255.0)	(19.0, 435.0)	(20.0, 738.0)	(21.0, 1230.0)	(22.0, 2335.0)	(23.0, 4528.0)	(24.0, 6829.0)	(25.0, 10028.0)	(26.0, 12928.0)	(27.0, 16340.0)	(28.0, 20739.0)	(29.0, 25326.0)	(30.0, 32437.0)	(31.0, 41623.0)	(32.0, 55962.0)	(33.0, 71802.0)	(34.0, 96686.0)	(35.0, 133205.0)	(36.0, 203128.0)	(37.0, 337822.0)	(38.0, 1039382.0)	(39.0, 15567190.0)	(40.0, 9604696.0)				
TS047_RoL_RNA_468_2	(12.0, 1.0)	(13.0, 16.0)	(14.0, 101.0)	(15.0, 572.0)	(16.0, 2370.0)	(17.0, 4683.0)	(18.0, 6327.0)	(19.0, 6743.0)	(20.0, 8330.0)	(21.0, 9849.0)	(22.0, 12019.0)	(23.0, 14123.0)	(24.0, 17404.0)	(25.0, 20702.0)	(26.0, 24603.0)	(27.0, 28650.0)	(28.0, 35245.0)	(29.0, 40842.0)	(30.0, 49623.0)	(31.0, 59745.0)	(32.0, 76340.0)	(33.0, 94363.0)	(34.0, 124325.0)	(35.0, 167635.0)	(36.0, 254578.0)	(37.0, 417714.0)	(38.0, 1334700.0)	(39.0, 16956055.0)	(40.0, 7518100.0)
TS047_RoL_RNA_469_1	(15.0, 2.0)	(16.0, 15.0)	(17.0, 142.0)	(18.0, 392.0)	(19.0, 625.0)	(20.0, 1044.0)	(21.0, 1833.0)	(22.0, 3149.0)	(23.0, 5425.0)	(24.0, 8631.0)	(25.0, 12223.0)	(26.0, 16344.0)	(27.0, 20206.0)	(28.0, 25667.0)	(29.0, 31199.0)	(30.0, 39906.0)	(31.0, 50591.0)	(32.0, 67336.0)	(33.0, 85521.0)	(34.0, 113879.0)	(35.0, 154635.0)	(36.0, 232302.0)	(37.0, 380554.0)	(38.0, 1139787.0)	(39.0, 17364853.0)	(40.0, 11014285.0)			
TS047_RoL_RNA_469_2	(12.0, 1.0)	(13.0, 9.0)	(14.0, 111.0)	(15.0, 651.0)	(16.0, 2958.0)	(17.0, 6200.0)	(18.0, 8300.0)	(19.0, 8686.0)	(20.0, 10567.0)	(21.0, 12449.0)	(22.0, 15121.0)	(23.0, 17506.0)	(24.0, 21912.0)	(25.0, 25636.0)	(26.0, 30467.0)	(27.0, 35380.0)	(28.0, 43020.0)	(29.0, 49121.0)	(30.0, 59145.0)	(31.0, 70906.0)	(32.0, 89549.0)	(33.0, 108915.0)	(34.0, 140570.0)	(35.0, 188157.0)	(36.0, 279201.0)	(37.0, 450077.0)	(38.0, 1367411.0)	(39.0, 18758371.0)	(40.0, 8970149.0)
TS047_RoL_RNA_46_1	(15.0, 1.0)	(16.0, 13.0)	(17.0, 94.0)	(18.0, 229.0)	(19.0, 345.0)	(20.0, 635.0)	(21.0, 1128.0)	(22.0, 2027.0)	(23.0, 3541.0)	(24.0, 5472.0)	(25.0, 7889.0)	(26.0, 10560.0)	(27.0, 13443.0)	(28.0, 17563.0)	(29.0, 21880.0)	(30.0, 27660.0)	(31.0, 35869.0)	(32.0, 48479.0)	(33.0, 62872.0)	(34.0, 85656.0)	(35.0, 119957.0)	(36.0, 184969.0)	(37.0, 303876.0)	(38.0, 866493.0)	(39.0, 14278114.0)	(40.0, 9619434.0)			
