Sample	salmon-percent_mapped	salmon-num_mapped	salmon-library_types	salmon-compatible_fragment_ratio	salmon-strand_mapping_bias	fastqc_raw-percent_duplicates	fastqc_raw-percent_gc	fastqc_raw-avg_sequence_length	fastqc_raw-median_sequence_length	fastqc_raw-percent_fails	fastqc_raw-total_sequences	cutadapt-percent_trimmed	fastqc_trimmed-percent_duplicates	fastqc_trimmed-percent_gc	fastqc_trimmed-avg_sequence_length	fastqc_trimmed-median_sequence_length	fastqc_trimmed-percent_fails	fastqc_trimmed-total_sequences
TS047_RoL_RNA_651_1						75.29461624095634	46.0	101.0	101	9.090909090909092	27.411089	0.7047756591075853	75.30024229457655	46.0	100.07010926397847	100	18.181818181818183	27.391644
TS047_RoL_RNA_651_2						75.27835345636336	46.0	101.0	101	18.181818181818183	27.411089	0.8254266572319121	75.34665347336602	46.0	100.01423412190958	100	18.181818181818183	27.391644
TS047_RoL_RNA_652	86.04978294151691	18.647949999999998	ISR	100.0	0.0													
TS047_RoL_RNA_652_1						70.23837065963933	46.0	101.0	101	9.090909090909092	21.686501	0.7366980943765912	70.24896248597221	46.0	100.04046376379843	100	18.181818181818183	21.671118
TS047_RoL_RNA_652_2						70.25154191800812	46.0	101.0	101	18.181818181818183	21.686501	0.8576495042553508	70.3063814523801	46.0	99.98411614020098	100	18.181818181818183	21.671118
TS047_RoL_RNA_655	91.81176220558258	25.678290999999998	ISR	100.0	0.0													
TS047_RoL_RNA_655_1						77.57280041817008	47.0	101.0	101	9.090909090909092	27.989772	0.677308903487253	77.58693066359065	47.0	100.09446791596419	100	18.181818181818183	27.968411
TS047_RoL_RNA_655_2						77.17424043490618	47.0	101.0	101	18.181818181818183	27.989772	0.8045062508781231	77.23241997103966	47.0	100.03812392130536	100	18.181818181818183	27.968411
TS047_RoL_RNA_676	88.10743547735036	21.791663999999997	ISR	100.0	0.0													
TS047_RoL_RNA_676_1						73.74739242890297	46.0	101.0	101	18.181818181818183	24.748737	0.7155368240919658	73.76119182888866	47.0	100.05859273209998	100	27.27272727272727	24.733058999999997
TS047_RoL_RNA_676_2						73.46702272675915	47.0	101.0	101	36.36363636363637	24.748737	0.8113653766182769	73.52362129160237	47.0	100.01858457944891	100	36.36363636363637	24.733058999999997
TS047_RoL_RNA_677	87.37329465632533	20.921815	ISR	100.0	0.0													
TS047_RoL_RNA_677_1						71.87882333093702	46.0	101.0	101	9.090909090909092	23.962083	0.7051208509892752	71.88957682815153	46.0	100.07066984279183	100	18.181818181818183	23.94532
TS047_RoL_RNA_677_2						71.43080672776563	46.0	101.0	101	27.27272727272727	23.962083	0.8272425008020603	71.4818977817785	46.0	100.01443413577267	100	27.27272727272727	23.94532
TS047_RoL_RNA_678	88.16615538908354	21.102117	ISR	100.0	0.0													
TS047_RoL_RNA_678_1						72.73342569517763	46.0	101.0	101	9.090909090909092	23.950079	0.6806002891710423	72.73512594906299	46.0	100.094948912003	100	18.181818181818183	23.934486999999997
TS047_RoL_RNA_678_2						72.6066842717859	46.0	101.0	101	18.181818181818183	23.950079	0.7876153354212524	72.68136149622639	46.0	100.0444242443968	100	18.181818181818183	23.934486999999997
TS047_RoL_RNA_679	89.25882063386055	23.239323	ISR	100.0	0.0													
TS047_RoL_RNA_679_1						73.90241278929778	46.0	101.0	101	9.090909090909092	26.051804999999998	0.6806800359651255	73.91191622778608	46.0	100.09413331231619	100	18.181818181818183	26.035884
TS047_RoL_RNA_679_2						73.97779112650653	46.0	101.0	101	27.27272727272727	26.051804999999998	0.7805214294828293	74.00795120200394	46.0	100.05060984293831	100	27.27272727272727	26.035884
TS047_RoL_RNA_683	83.9128169848453	16.931245999999998	ISR	100.0	0.0													
TS047_RoL_RNA_683_1						72.63221214992666	45.0	101.0	101	18.181818181818183	20.191368	0.7301698781811755	72.6435285387462	45.0	100.04637839258763	100	27.27272727272727	20.177187
TS047_RoL_RNA_683_2						72.39082132442539	45.0	101.0	101	27.27272727272727	20.191368	0.8557098986728653	72.44517381473116	45.0	99.9912613933746	100	27.27272727272727	20.177187
TS047_RoL_RNA_707	86.13932567177994	22.832186999999998	ISR	100.0	0.0													
TS047_RoL_RNA_707_1						70.59979216629503	46.0	101.0	101	9.090909090909092	26.524739	0.7116831536397059	70.61778264734683	46.0	100.06543745210774	100	18.181818181818183	26.506113
TS047_RoL_RNA_707_2						70.71616890951873	46.0	101.0	101	18.181818181818183	26.524739	0.8356164379522105	70.78381149668593	46.0	100.00592891534116	100	18.181818181818183	26.506113
TS047_RoL_RNA_708	88.40273987217515	29.796856	ISR	100.0	0.0													
TS047_RoL_RNA_708_1						75.04283167767154	46.0	101.0	101	9.090909090909092	33.732273	0.7165178358281623	75.05711987025698	47.0	100.05700320591652	100	18.181818181818183	33.705805999999995
TS047_RoL_RNA_708_2						74.70848091011747	46.0	101.0	101	18.181818181818183	33.732273	0.8518048535118323	74.77948562641932	47.0	99.99346204627179	100	18.181818181818183	33.705805999999995
TS047_RoL_RNA_710	87.8498818361557	23.259833999999998	ISR	100.0	0.0													
TS047_RoL_RNA_710_1						74.6160718880044	46.0	101.0	101	9.090909090909092	26.49511	0.7297849929049676	74.61839270369326	46.0	100.04588493260287	100	18.181818181818183	26.476796
TS047_RoL_RNA_710_2						74.09640346856813	46.0	101.0	101	18.181818181818183	26.49511	0.847781434998293	74.15173719499586	46.0	99.99408546260658	100	18.181818181818183	26.476796
TS047_RoL_RNA_79	87.20090492991915	21.584329	ISR	100.0	0.0													
TS047_RoL_RNA_79_1						76.30292950196439	45.0	101.0	101	18.181818181818183	24.768072999999998	1.3148539258505085	76.30429745706203	45.0	99.46917739013253	100	18.181818181818183	24.752413999999998
TS047_RoL_RNA_79_2						76.41206809653178	45.0	101.0	101	18.181818181818183	24.768072999999998	1.4065480648621655	76.47204815367287	45.0	99.43245313366204	100	18.181818181818183	24.752413999999998
TS047_RoL_RNA_85	93.93901002159785	25.491750999999997	ISR	100.0	0.0													
TS047_RoL_RNA_85_1						83.37505901999937	47.0	101.0	101	9.090909090909092	27.154711	1.175888116805884	83.39166823290245	47.0	99.60508245152256	100	18.181818181818183	27.136491
TS047_RoL_RNA_85_2						83.334255194229	47.0	101.0	101	18.181818181818183	27.154711	1.277479372485932	83.39584333013633	47.0	99.55988471390792	100	18.181818181818183	27.136491
