Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
TS047_RoL_RNA_322_1	(1.0, 15.697525308913619)	(2.0, 9.526353055497738)	(3.0, 7.108299881344027)	(4.0, 5.3212829539843565)	(5.0, 4.097196540800559)	(6.0, 3.1495091771711836)	(7.0, 2.524729425094764)	(8.0, 2.1130916453176654)	(9.0, 1.7083070295885274)	('>10', 20.229698348411198)	('>50', 6.961201422104725)	('>100', 14.292000555372383)	('>500', 3.9880170546890135)	('>1k', 3.1947594588979333)	('>5k', 0.0880281428124839)	('>10k+', 0.0)
TS047_RoL_RNA_322_2	(1.0, 16.060948633536213)	(2.0, 8.984691474060359)	(3.0, 6.718751595970598)	(4.0, 5.054381571165706)	(5.0, 3.965971538416413)	(6.0, 3.0170860946124494)	(7.0, 2.4721989214359423)	(8.0, 2.0480929604354174)	(9.0, 1.7167033317636804)	('>10', 20.54942939747378)	('>50', 7.157577437052856)	('>100', 14.705539364582245)	('>500', 4.112023174413562)	('>1k', 3.049424323557127)	('>5k', 0.2629729065307574)	('>10k+', 0.12420727499299591)
TS047_RoL_RNA_326_1	(1.0, 17.489336978098972)	(2.0, 10.51077534667424)	(3.0, 7.815805944708303)	(4.0, 5.653722702640709)	(5.0, 4.262809234241678)	(6.0, 3.176498768746035)	(7.0, 2.513064802079176)	(8.0, 2.0976073777335147)	(9.0, 1.7376546239606134)	('>10', 19.346823884823152)	('>50', 6.547199600329813)	('>100', 12.869172905564652)	('>500', 3.2794177575083086)	('>1k', 2.700110072890762)	('>5k', 0.0)	('>10k+', 0.0)
TS047_RoL_RNA_326_2	(1.0, 17.819354080697924)	(2.0, 10.027380865257877)	(3.0, 7.3485099336723065)	(4.0, 5.378406693972925)	(5.0, 4.16718570030268)	(6.0, 3.116236161965457)	(7.0, 2.446714345859571)	(8.0, 2.03123594190516)	(9.0, 1.7213367922786227)	('>10', 19.575097010507992)	('>50', 6.816999720247291)	('>100', 13.082421333574645)	('>500', 3.7367191686852976)	('>1k', 2.3878035159047712)	('>5k', 0.2669090646014815)	('>10k+', 0.0776896705660795)
TS047_RoL_RNA_328_1	(1.0, 16.899601854499174)	(2.0, 10.207077263658675)	(3.0, 7.385892807926213)	(4.0, 5.420654031126392)	(5.0, 3.9749878991546224)	(6.0, 3.0866387746112762)	(7.0, 2.427147375877463)	(8.0, 1.9032670874789444)	(9.0, 1.706621624544787)	('>10', 18.22953559730581)	('>50', 6.077131737936414)	('>100', 12.770982518907935)	('>500', 4.446869282603512)	('>1k', 5.144705400032907)	('>5k', 0.26191140521274026)	('>10k+', 0.056975339123109286)
TS047_RoL_RNA_328_2	(1.0, 17.295485571955183)	(2.0, 9.697219192967754)	(3.0, 6.9880258453823)	(4.0, 5.162139838302772)	(5.0, 3.901131487588855)	(6.0, 3.0187108293347653)	(7.0, 2.419789822190871)	(8.0, 1.9245223872510018)	(9.0, 1.6092321913911922)	('>10', 18.25000517170373)	('>50', 6.163563225525268)	('>100', 12.912129379276967)	('>500', 4.938627246720691)	('>1k', 4.940066102388422)	('>5k', 0.4364499636697723)	('>10k+', 0.3429017443502793)
TS047_RoL_RNA_347_1	(1.0, 17.622392359264598)	(2.0, 10.776149397326208)	(3.0, 7.519201519035197)	(4.0, 5.5198344006201845)	(5.0, 3.9779638747684802)	(6.0, 3.034605282360571)	(7.0, 2.448023132204592)	(8.0, 1.8706302361316305)	(9.0, 1.6601046208507644)	('>10', 18.604655503405365)	('>50', 6.923371502597665)	('>100', 14.00646791672679)	('>500', 3.6501961704009926)	('>1k', 2.386404084307035)	('>5k', 0.0)	('>10k+', 0.0)
TS047_RoL_RNA_347_2	(1.0, 18.044846533409896)	(2.0, 9.980043068536993)	(3.0, 6.95225984062963)	(4.0, 5.25216667580476)	(5.0, 3.8205114288763213)	(6.0, 2.9383551362281515)	(7.0, 2.455725742938196)	(8.0, 1.9095416585236156)	(9.0, 1.5458877501117956)	('>10', 18.78416695086797)	('>50', 7.091078731143474)	('>100', 14.363575038649179)	('>500', 4.038051821251297)	('>1k', 2.4249124518609935)	('>5k', 0.3045755951049081)	('>10k+', 0.09430157606258935)
TS047_RoL_RNA_355_1	(1.0, 16.812904867450836)	(2.0, 9.885314499304837)	(3.0, 7.11201026172113)	(4.0, 4.946711484929518)	(5.0, 3.6575926403311274)	(6.0, 2.7334390771547743)	(7.0, 2.036342078242137)	(8.0, 1.6252066442092212)	(9.0, 1.299926841088277)	('>10', 14.33200468814167)	('>50', 5.555841180947324)	('>100', 13.768084232447828)	('>500', 5.282711841730031)	('>1k', 9.338875931132133)	('>5k', 1.5258186801748106)	('>10k+', 0.08721505099444606)
TS047_RoL_RNA_355_2	(1.0, 16.82780912706971)	(2.0, 9.379519762699875)	(3.0, 6.722416102823292)	(4.0, 4.80616785964412)	(5.0, 3.535513648579399)	(6.0, 2.589857763075668)	(7.0, 2.0180359291838825)	(8.0, 1.6293468934538469)	(9.0, 1.2779959284181774)	('>10', 14.179584055921366)	('>50', 5.651218021970989)	('>100', 14.160952806394342)	('>500', 5.816127058942374)	('>1k', 10.21383882597939)	('>5k', 1.1189047842168212)	('>10k+', 0.07271143162674074)
TS047_RoL_RNA_377_1	(1.0, 13.779808844052258)	(2.0, 8.069713734858253)	(3.0, 5.801878118310358)	(4.0, 4.296933168908709)	(5.0, 3.255225270639197)	(6.0, 2.5064172975807373)	(7.0, 2.0234811050785195)	(8.0, 1.619304021900144)	(9.0, 1.2767528428813928)	('>10', 17.32296607314156)	('>50', 6.94310243418253)	('>100', 17.71662898628052)	('>500', 7.2198728958945075)	('>1k', 7.862686876485989)	('>5k', 0.22484979557478696)	('>10k+', 0.08037853423056132)
TS047_RoL_RNA_377_2	(1.0, 14.039064791806338)	(2.0, 7.359327111246235)	(3.0, 5.391385320837437)	(4.0, 3.9414916233490485)	(5.0, 3.089013021216933)	(6.0, 2.3720041874452518)	(7.0, 1.8993897121586727)	(8.0, 1.585027039059246)	(9.0, 1.3576118666493748)	('>10', 16.753405450274855)	('>50', 6.99793197042837)	('>100', 18.6659181418464)	('>500', 7.693896853385429)	('>1k', 7.616499997223814)	('>5k', 0.5725377682831021)	('>10k+', 0.6654951447895554)
TS047_RoL_RNA_381_1	(1.0, 15.709189192248537)	(2.0, 9.53012823094915)	(3.0, 6.775840814361306)	(4.0, 5.108776337675167)	(5.0, 3.6922535742216995)	(6.0, 2.933348711197826)	(7.0, 2.200077201123467)	(8.0, 1.7744905663556423)	(9.0, 1.5374173039362595)	('>10', 17.608754670903217)	('>50', 6.63381439556108)	('>100', 14.789889935376637)	('>500', 5.295748683339482)	('>1k', 6.072587758032477)	('>5k', 0.3376826247181006)	('>10k+', 0.0)
TS047_RoL_RNA_381_2	(1.0, 16.372064582395883)	(2.0, 8.982798893026247)	(3.0, 6.512596441185728)	(4.0, 4.77110339520972)	(5.0, 3.5485767846034557)	(6.0, 2.778523620162225)	(7.0, 2.130478625439547)	(8.0, 1.7325951289501422)	(9.0, 1.4589008065538671)	('>10', 17.421536947066574)	('>50', 6.646471528821708)	('>100', 15.312449085589245)	('>500', 5.795726264216461)	('>1k', 6.020932776395435)	('>5k', 0.2498484510449843)	('>10k+', 0.2653966693387271)
TS047_RoL_RNA_407_1	(1.0, 9.66369771108533)	(2.0, 5.456641024306231)	(3.0, 3.999214545455588)	(4.0, 2.831600355588719)	(5.0, 2.173394444340143)	(6.0, 1.6443799048153014)	(7.0, 1.3634709554119837)	(8.0, 1.0955917450656487)	(9.0, 0.9850837102838491)	('>10', 12.670607485683671)	('>50', 6.223317829081197)	('>100', 18.751009698767778)	('>500', 9.589842569156103)	('>1k', 17.49458947285547)	('>5k', 4.449881658564788)	('>10k+', 1.6076768895383238)
TS047_RoL_RNA_407_2	(1.0, 9.84540133964978)	(2.0, 4.929131283578564)	(3.0, 3.569651641576852)	(4.0, 2.6030718850084162)	(5.0, 1.9794688487060426)	(6.0, 1.4992287805485)	(7.0, 1.2000280581802403)	(8.0, 1.0242328686513107)	(9.0, 0.8776170103597988)	('>10', 11.73605945531039)	('>50', 5.858908904988341)	('>100', 19.708657483013965)	('>500', 10.982869901667138)	('>1k', 19.611062098636875)	('>5k', 3.201481112310471)	('>10k+', 1.3731293278133372)
TS047_RoL_RNA_412_1	(1.0, 14.28454871318115)	(2.0, 8.396504174957428)	(3.0, 6.16722367870398)	(4.0, 4.563140793542748)	(5.0, 3.4837409305744047)	(6.0, 2.7079607813884774)	(7.0, 2.2030829156319296)	(8.0, 1.8328940051988603)	(9.0, 1.5617362546543245)	('>10', 19.395411740602686)	('>50', 7.417337650101185)	('>100', 16.72602872787026)	('>500', 5.942350823495755)	('>1k', 5.182629915560987)	('>5k', 0.13540889453589597)	('>10k+', 0.0)
TS047_RoL_RNA_412_2	(1.0, 14.740688476291346)	(2.0, 7.814765783385946)	(3.0, 5.798710719383378)	(4.0, 4.324955247950765)	(5.0, 3.3339251618391823)	(6.0, 2.6882807669451507)	(7.0, 2.0594186738310882)	(8.0, 1.8297896690395548)	(9.0, 1.5039834452550642)	('>10', 19.341960707245477)	('>50', 7.503529041070476)	('>100', 17.254037313013004)	('>500', 6.276227165408255)	('>1k', 5.045530351459689)	('>5k', 0.25293848009386166)	('>10k+', 0.2312589977878202)
TS047_RoL_RNA_439_1	(1.0, 15.589502505269232)	(2.0, 9.519101306229597)	(3.0, 7.043523321453073)	(4.0, 5.002436694487116)	(5.0, 3.7164111243820233)	(6.0, 2.9161780492424736)	(7.0, 2.263078401260114)	(8.0, 1.8527372685524581)	(9.0, 1.4669397262346973)	('>10', 17.824369720590685)	('>50', 7.033975406700381)	('>100', 15.604248429620535)	('>500', 4.899809247496505)	('>1k', 5.163016126127974)	('>5k', 0.10467267235311245)	('>10k+', 0.0)
TS047_RoL_RNA_439_2	(1.0, 15.97944976628893)	(2.0, 8.974545472663591)	(3.0, 6.521979636071229)	(4.0, 4.730901266877548)	(5.0, 3.5343345221128275)	(6.0, 2.788045945503655)	(7.0, 2.1306840279529466)	(8.0, 1.741004756962168)	(9.0, 1.4965619767466263)	('>10', 17.997743454224853)	('>50', 7.287458891222512)	('>100', 16.09850456410892)	('>500', 5.535160341163631)	('>1k', 4.764010472420606)	('>5k', 0.2507846669208569)	('>10k+', 0.16883023875906167)
TS047_RoL_RNA_442_1	(1.0, 15.476415385029272)	(2.0, 9.299755743496167)	(3.0, 6.849665450335427)	(4.0, 4.970263852900673)	(5.0, 3.8412305721696396)	(6.0, 3.0216141070804614)	(7.0, 2.3560247667611427)	(8.0, 1.9825370403321159)	(9.0, 1.6204071279111811)	('>10', 20.16006427268842)	('>50', 7.48975037362718)	('>100', 15.10335452655748)	('>500', 4.19473433736693)	('>1k', 3.6341824437440153)	('>5k', 0.0)	('>10k+', 0.0)
TS047_RoL_RNA_442_2	(1.0, 16.204420037850532)	(2.0, 8.700821950267818)	(3.0, 6.371935050363989)	(4.0, 4.85173092943854)	(5.0, 3.6920445565641913)	(6.0, 2.875175955796293)	(7.0, 2.269815975646769)	(8.0, 1.9280108368044553)	(9.0, 1.6070630666441914)	('>10', 20.160365212439626)	('>50', 7.576856075662433)	('>100', 15.339574265068407)	('>500', 4.559797432002162)	('>1k', 3.4998913745576052)	('>5k', 0.22252556494120942)	('>10k+', 0.1399717159518023)
TS047_RoL_RNA_468_1	(1.0, 16.5035530278988)	(2.0, 9.934487865057596)	(3.0, 7.2021956988909075)	(4.0, 5.266656422579888)	(5.0, 3.9830444850715923)	(6.0, 3.0994069845430334)	(7.0, 2.470948945804044)	(8.0, 2.0490539078371457)	(9.0, 1.6183221960502652)	('>10', 19.197989042910006)	('>50', 6.822767756699564)	('>100', 13.44506533078183)	('>500', 4.057646869193833)	('>1k', 4.107269502836721)	('>5k', 0.24159196384479836)	('>10k+', 0.0)
TS047_RoL_RNA_468_2	(1.0, 17.00349056055588)	(2.0, 9.348623250059415)	(3.0, 6.773385255546496)	(4.0, 5.120701582737983)	(5.0, 3.9401788468900087)	(6.0, 3.0182055242757286)	(7.0, 2.441128278114612)	(8.0, 2.012963326401242)	(9.0, 1.5964222219980748)	('>10', 19.16237438436722)	('>50', 6.961888128930846)	('>100', 13.905904526292115)	('>500', 4.353521233602388)	('>1k', 3.8973999521048053)	('>5k', 0.2800764342975498)	('>10k+', 0.18373649382574303)
TS047_RoL_RNA_469_1	(1.0, 13.266672839145041)	(2.0, 8.005298440857915)	(3.0, 5.916260565385078)	(4.0, 4.544938272038788)	(5.0, 3.349788925424956)	(6.0, 2.667036696919134)	(7.0, 2.0978523034289434)	(8.0, 1.6776577424765289)	(9.0, 1.4782855323707906)	('>10', 17.840659231446622)	('>50', 6.925423060376485)	('>100', 17.491342518966142)	('>500', 6.681290083968849)	('>1k', 7.816889670334418)	('>5k', 0.18827447222144925)	('>10k+', 0.052329644638857975)
TS047_RoL_RNA_469_2	(1.0, 13.86350116859226)	(2.0, 7.443151524092985)	(3.0, 5.425472428827371)	(4.0, 4.09290071054464)	(5.0, 3.197287653247529)	(6.0, 2.5706700160951943)	(7.0, 2.0613160582565544)	(8.0, 1.6911865526709635)	(9.0, 1.4168140550938577)	('>10', 17.4982971204965)	('>50', 7.03581452690217)	('>100', 18.24213420220402)	('>500', 7.657647046683122)	('>1k', 6.947210534672579)	('>5k', 0.4823159756527507)	('>10k+', 0.3742804259675415)
TS047_RoL_RNA_46_1	(1.0, 7.189711214351631)	(2.0, 4.226971683560838)	(3.0, 2.9579021873221727)	(4.0, 2.122037558182552)	(5.0, 1.5447027357121335)	(6.0, 1.2361516392882763)	(7.0, 0.9354046387448325)	(8.0, 0.7676316146931295)	(9.0, 0.6498688203207884)	('>10', 9.471468207996644)	('>50', 5.50772667430331)	('>100', 18.777727617700094)	('>500', 10.440346064944208)	('>1k', 23.560069472921214)	('>5k', 7.418700432038124)	('>10k+', 3.193579437920095)
TS047_RoL_RNA_46_2	(1.0, 7.741701518335472)	(2.0, 3.8476511026601425)	(3.0, 2.6643211727364826)	(4.0, 1.9345973861684882)	(5.0, 1.3637100158511608)	(6.0, 1.1055413427586054)	(7.0, 0.841786004265215)	(8.0, 0.6877715622449295)	(9.0, 0.5732410401402172)	('>10', 8.141608090912413)	('>50', 4.77636511537469)	('>100', 18.90016584821628)	('>500', 11.880827936892844)	('>1k', 26.577729948338508)	('>5k', 5.794966515007484)	('>10k+', 3.1680154000969587)
TS047_RoL_RNA_477_1	(1.0, 18.545654933779247)	(2.0, 11.43877860131823)	(3.0, 8.07784872791258)	(4.0, 6.020049613183988)	(5.0, 4.404723049872109)	(6.0, 3.3403730363219553)	(7.0, 2.5955379564440473)	(8.0, 2.1430143162475006)	(9.0, 1.6689069017630045)	('>10', 17.967587949239032)	('>50', 6.021584467068453)	('>100', 11.779831364826887)	('>500', 3.1812096348731917)	('>1k', 2.8148994471497475)	('>5k', 0.0)	('>10k+', 0.0)
TS047_RoL_RNA_477_2	(1.0, 18.9004474110882)	(2.0, 10.854303502803655)	(3.0, 7.810971577065576)	(4.0, 5.8993228613474935)	(5.0, 4.262754916052442)	(6.0, 3.306828624414631)	(7.0, 2.5633074831103606)	(8.0, 2.1163444013665345)	(9.0, 1.7037993268111322)	('>10', 17.886480605429924)	('>50', 6.148814235292384)	('>100', 11.986750910558706)	('>500', 3.526096992315126)	('>1k', 2.694924576225276)	('>5k', 0.2718468295408617)	('>10k+', 0.06700574657782804)
TS047_RoL_RNA_478_1	(1.0, 15.603403631569943)	(2.0, 9.6510820980742)	(3.0, 7.0810120203697675)	(4.0, 5.320753505408229)	(5.0, 4.106366888276556)	(6.0, 3.1126546208603494)	(7.0, 2.559187235655236)	(8.0, 2.0243493789958342)	(9.0, 1.6893795979751614)	('>10', 19.88441358529383)	('>50', 6.79676818150209)	('>100', 14.084080965270934)	('>500', 4.061979538759692)	('>1k', 3.996460721355178)	('>5k', 0.028108030633115576)	('>10k+', 0.0)
TS047_RoL_RNA_478_2	(1.0, 16.23950183464565)	(2.0, 8.937996812443524)	(3.0, 6.691072611800325)	(4.0, 5.085125897006478)	(5.0, 3.9251653284978683)	(6.0, 3.091364473619879)	(7.0, 2.4877522784910915)	(8.0, 2.0307090306515176)	(9.0, 1.6696414608243806)	('>10', 19.993850486615163)	('>50', 7.026776487555033)	('>100', 14.291973816602683)	('>500', 4.429212474512599)	('>1k', 3.613705016082057)	('>5k', 0.3522438011567251)	('>10k+', 0.1339081894949593)
TS047_RoL_RNA_498_1	(1.0, 17.666267176285707)	(2.0, 10.348157728924631)	(3.0, 7.476986939490125)	(4.0, 5.315590187096133)	(5.0, 4.003751622010018)	(6.0, 3.0537458716540153)	(7.0, 2.4587536148892593)	(8.0, 1.8986900561192703)	(9.0, 1.5939753863574375)	('>10', 18.284778098363667)	('>50', 6.372943739465454)	('>100', 13.233781041154879)	('>500', 4.053311512447568)	('>1k', 4.152621581597389)	('>5k', 0.08664544414465725)	('>10k+', 0.0)
TS047_RoL_RNA_498_2	(1.0, 17.929024684078513)	(2.0, 9.868435751764684)	(3.0, 7.099876924772206)	(4.0, 5.224663565287909)	(5.0, 3.8599602686460033)	(6.0, 2.9224487749759316)	(7.0, 2.3226282428692318)	(8.0, 1.893921318423315)	(9.0, 1.5429584018332225)	('>10', 18.443676644626343)	('>50', 6.2490714451551765)	('>100', 13.72306156204766)	('>500', 4.34328750106164)	('>1k', 4.121079178832055)	('>5k', 0.21477068626995338)	('>10k+', 0.24113504935627056)
TS047_RoL_RNA_500_1	(1.0, 15.628115701669575)	(2.0, 9.300015753409022)	(3.0, 6.689039880151318)	(4.0, 4.919679765875058)	(5.0, 3.733342195550286)	(6.0, 2.8728087657767123)	(7.0, 2.238713729793139)	(8.0, 1.8472327532515556)	(9.0, 1.576965578508116)	('>10', 18.39565682713608)	('>50', 6.540974308058899)	('>100', 14.260222575252518)	('>500', 4.853971785927482)	('>1k', 6.570959346209889)	('>5k', 0.5165449891070462)	('>10k+', 0.05575604432345282)
TS047_RoL_RNA_500_2	(1.0, 16.339118993913342)	(2.0, 8.836292626310799)	(3.0, 6.357142253655487)	(4.0, 4.617898965489926)	(5.0, 3.6017348322029212)	(6.0, 2.769778000966195)	(7.0, 2.1214395185052473)	(8.0, 1.8303480804654253)	(9.0, 1.5553032479944675)	('>10', 18.015730872950485)	('>50', 6.7312103677520465)	('>100', 15.119693941883385)	('>500', 5.815334376421151)	('>1k', 5.819694713189749)	('>5k', 0.3952794076289677)	('>10k+', 0.07399980067021575)
TS047_RoL_RNA_502_1	(1.0, 18.443842567556697)	(2.0, 10.803519165600983)	(3.0, 7.748035996862831)	(4.0, 5.745998939940787)	(5.0, 4.127840651238928)	(6.0, 3.1900806178750454)	(7.0, 2.493975020387527)	(8.0, 2.0193436107685305)	(9.0, 1.6492577435120523)	('>10', 18.52103674562168)	('>50', 6.3693570415405185)	('>100', 12.008145587574855)	('>500', 3.2926528909034776)	('>1k', 3.5217651174078592)	('>5k', 0.06514830320819229)	('>10k+', 0.0)
TS047_RoL_RNA_502_2	(1.0, 18.75235857617399)	(2.0, 10.194783323853024)	(3.0, 7.313993527943236)	(4.0, 5.477453875943001)	(5.0, 4.148791449026615)	(6.0, 3.1701217919220546)	(7.0, 2.480114891784447)	(8.0, 1.9748506460436719)	(9.0, 1.6710721901045777)	('>10', 18.918153382688143)	('>50', 6.379858301597538)	('>100', 12.155286335325483)	('>500', 3.5984537563967063)	('>1k', 3.430612663004595)	('>5k', 0.26489256843642944)	('>10k+', 0.06920271975652342)
TS047_RoL_RNA_506_1	(1.0, 15.316184351674053)	(2.0, 8.959751555588829)	(3.0, 6.449588902941317)	(4.0, 4.804308057447108)	(5.0, 3.5061188923654973)	(6.0, 2.7679004364160917)	(7.0, 2.245506404285391)	(8.0, 1.8385165964125898)	(9.0, 1.5742000759644295)	('>10', 18.325180473228812)	('>50', 6.981690479379458)	('>100', 15.220681653839932)	('>500', 5.257685088073146)	('>1k', 6.282610990307466)	('>5k', 0.41373304487972373)	('>10k+', 0.05634299719617235)
TS047_RoL_RNA_506_2	(1.0, 16.01443030641209)	(2.0, 8.387215225310166)	(3.0, 6.1790908775233415)	(4.0, 4.567900317286726)	(5.0, 3.459025102958896)	(6.0, 2.799314618497042)	(7.0, 2.1765805109679857)	(8.0, 1.7981186092947798)	(9.0, 1.5507064715520456)	('>10', 18.12930795905448)	('>50', 7.002789740189208)	('>100', 15.80878360107485)	('>500', 6.0041959896914205)	('>1k', 5.633457945923481)	('>5k', 0.41052890629026545)	('>10k+', 0.07855381797309047)
TS047_RoL_RNA_51_1	(1.0, 17.157319468713457)	(2.0, 10.114396397507248)	(3.0, 7.172849685648583)	(4.0, 5.01723652323933)	(5.0, 3.8333688751739916)	(6.0, 2.88071903862349)	(7.0, 2.2006950695602803)	(8.0, 1.759095509122451)	(9.0, 1.4588414162537284)	('>10', 17.38516664086899)	('>50', 6.578101943068326)	('>100', 14.123740675296737)	('>500', 5.081213630466833)	('>1k', 5.049975011121437)	('>5k', 0.18728011533505465)	('>10k+', 0.0)
TS047_RoL_RNA_51_2	(1.0, 17.39662634703249)	(2.0, 9.67731408366649)	(3.0, 6.880966764973387)	(4.0, 4.755077729713207)	(5.0, 3.5725051759471556)	(6.0, 2.740304758327877)	(7.0, 2.182291228136117)	(8.0, 1.728429479886302)	(9.0, 1.4712802327230552)	('>10', 17.333457773413556)	('>50', 6.663996542142356)	('>100', 14.782849132149165)	('>500', 5.535965520185038)	('>1k', 4.715623977237583)	('>5k', 0.39810600892532555)	('>10k+', 0.16520524554081956)
TS047_RoL_RNA_526_1	(1.0, 12.166198158436982)	(2.0, 7.360864078051247)	(3.0, 5.50574656064196)	(4.0, 4.0726813543796245)	(5.0, 3.162743221323213)	(6.0, 2.4812255201762365)	(7.0, 1.9524701650964364)	(8.0, 1.5174768898920654)	(9.0, 1.2797880859997854)	('>10', 14.874350751799081)	('>50', 5.709062313216882)	('>100', 14.43108532288212)	('>500', 6.6167772912091545)	('>1k', 12.452377668880787)	('>5k', 4.24834327756988)	('>10k+', 2.1688093404445725)
TS047_RoL_RNA_526_2	(1.0, 12.722433472485262)	(2.0, 6.913426929141625)	(3.0, 5.117703974240639)	(4.0, 3.842253447841167)	(5.0, 2.9611187998912305)	(6.0, 2.2852220616975263)	(7.0, 1.8369537470967792)	(8.0, 1.4818713336567422)	(9.0, 1.230456004354022)	('>10', 14.316887207320706)	('>50', 5.577765034689536)	('>100', 14.771488964813539)	('>500', 7.156966775631692)	('>1k', 15.111115512643893)	('>5k', 3.2635681287265412)	('>10k+', 1.4107686057691093)
TS047_RoL_RNA_528_1	(1.0, 14.65979375062515)	(2.0, 8.874162882031857)	(3.0, 6.817268001699739)	(4.0, 5.0794448305967865)	(5.0, 3.8920307995564403)	(6.0, 2.9657970257998434)	(7.0, 2.31643845404391)	(8.0, 1.9361657744343532)	(9.0, 1.6638271669218236)	('>10', 19.22151759876144)	('>50', 7.288335286327293)	('>100', 15.92183412249882)	('>500', 4.800248571365056)	('>1k', 4.449662805701435)	('>5k', 0.1134729296357931)	('>10k+', 0.0)
TS047_RoL_RNA_528_2	(1.0, 15.349648605019675)	(2.0, 8.299614192985842)	(3.0, 6.357823623349254)	(4.0, 4.782984344263251)	(5.0, 3.5590441204773784)	(6.0, 2.9343887133543736)	(7.0, 2.3497879964606128)	(8.0, 1.9046431146265461)	(9.0, 1.6194812436059476)	('>10', 19.081773388977695)	('>50', 7.544309301073699)	('>100', 16.430292202014186)	('>500', 5.168787916066551)	('>1k', 4.082146104778102)	('>5k', 0.3139686680834635)	('>10k+', 0.22130646486363365)
TS047_RoL_RNA_530_1	(1.0, 16.48071487842397)	(2.0, 9.937082597175866)	(3.0, 6.98058470591193)	(4.0, 4.998511924397615)	(5.0, 3.6866724189558853)	(6.0, 2.82198888057318)	(7.0, 2.2367519872615946)	(8.0, 1.8055596416456858)	(9.0, 1.570834680754333)	('>10', 17.913254109513826)	('>50', 6.577661646059986)	('>100', 15.053434371772328)	('>500', 4.78322115877482)	('>1k', 5.045341220163038)	('>5k', 0.10838577861580555)	('>10k+', 0.0)
TS047_RoL_RNA_530_2	(1.0, 16.817775020281882)	(2.0, 9.436611326568906)	(3.0, 6.755300629217325)	(4.0, 4.965138943688241)	(5.0, 3.7163690581243856)	(6.0, 2.8045265143578892)	(7.0, 2.1986204973927173)	(8.0, 1.8456792220191531)	(9.0, 1.463647630073082)	('>10', 17.786400828568098)	('>50', 6.7576250748640545)	('>100', 15.575906377810709)	('>500', 5.254506343406155)	('>1k', 4.276731910802379)	('>5k', 0.27043754276275406)	('>10k+', 0.07472308006219246)
TS047_RoL_RNA_532_1	(1.0, 15.655518925674707)	(2.0, 9.721583905098042)	(3.0, 7.242884372389599)	(4.0, 5.10321330539188)	(5.0, 3.9026618847825767)	(6.0, 3.0466168185193965)	(7.0, 2.4971871719359884)	(8.0, 2.029779517359855)	(9.0, 1.6196780602281307)	('>10', 19.629823872709945)	('>50', 7.028085307868734)	('>100', 14.60729375928741)	('>500', 4.522397886220698)	('>1k', 3.393275212532997)	('>5k', 0.0)	('>10k+', 0.0)
TS047_RoL_RNA_532_2	(1.0, 16.137832566112383)	(2.0, 9.182175875170454)	(3.0, 6.706165518228044)	(4.0, 4.984916846574308)	(5.0, 3.766735760416868)	(6.0, 3.0233713400998705)	(7.0, 2.3588996081458244)	(8.0, 1.9301625334936026)	(9.0, 1.5957656316544846)	('>10', 19.714801406939902)	('>50', 7.013098657453554)	('>100', 15.173676206057287)	('>500', 4.697036224452011)	('>1k', 3.2461650193627234)	('>5k', 0.33365770978450926)	('>10k+', 0.13553909605425912)
TS047_RoL_RNA_559_1	(1.0, 12.499684860798235)	(2.0, 7.2143167022051)	(3.0, 5.179936585066809)	(4.0, 3.9261792994794105)	(5.0, 2.8032183056783415)	(6.0, 2.1561558356722834)	(7.0, 1.738132900093576)	(8.0, 1.4825840845069806)	(9.0, 1.1888227099696878)	('>10', 17.39015493374968)	('>50', 7.858274190211359)	('>100', 20.553060206855164)	('>500', 7.865758543339038)	('>1k', 7.8781576665501145)	('>5k', 0.26556317582417377)	('>10k+', 0.0)
TS047_RoL_RNA_559_2	(1.0, 12.690279610967863)	(2.0, 6.6922513088989914)	(3.0, 4.8608906670637895)	(4.0, 3.558860671534051)	(5.0, 2.6808044076845663)	(6.0, 2.0342696716338446)	(7.0, 1.6414182051692614)	(8.0, 1.3699357726179544)	(9.0, 1.1508058521319584)	('>10', 16.50160358480526)	('>50', 8.099559602001857)	('>100', 21.996539234100506)	('>500', 8.640056805950696)	('>1k', 7.499714421212827)	('>5k', 0.36440835235573815)	('>10k+', 0.21860183187083984)
TS047_RoL_RNA_561_1	(1.0, 13.977484273985185)	(2.0, 8.364046618440849)	(3.0, 6.047153413403093)	(4.0, 4.635083662246228)	(5.0, 3.475655405818495)	(6.0, 2.684188788001466)	(7.0, 2.1691065403505205)	(8.0, 1.6499321683048618)	(9.0, 1.431254048631025)	('>10', 17.587064107799392)	('>50', 6.914767470358404)	('>100', 16.898741304978156)	('>500', 6.343201761855423)	('>1k', 7.243830118651716)	('>5k', 0.5243085442501454)	('>10k+', 0.054181772924953936)
TS047_RoL_RNA_561_2	(1.0, 14.793635471750118)	(2.0, 7.948814435838737)	(3.0, 5.860461735014225)	(4.0, 4.306570619565468)	(5.0, 3.2509393454299693)	(6.0, 2.5536918575859167)	(7.0, 2.0449387740947778)	(8.0, 1.6486024515126902)	(9.0, 1.396524132404916)	('>10', 17.14302909415203)	('>50', 7.1389784874666375)	('>100', 17.72922928916083)	('>500', 6.7270638829945995)	('>1k', 6.709877973218363)	('>5k', 0.6111402972974848)	('>10k+', 0.13650215251325265)
