Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28
TS047_RoL_RNA_286_1	(15.0, 1.0)	(16.0, 51.0)	(17.0, 313.0)	(18.0, 655.0)	(19.0, 784.0)	(20.0, 1073.0)	(21.0, 1860.0)	(22.0, 3498.0)	(23.0, 6122.0)	(24.0, 8961.0)	(25.0, 11329.0)	(26.0, 13612.0)	(27.0, 16368.0)	(28.0, 20422.0)	(29.0, 23877.0)	(30.0, 29528.0)	(31.0, 36842.0)	(32.0, 49510.0)	(33.0, 62882.0)	(34.0, 84439.0)	(35.0, 117397.0)	(36.0, 185455.0)	(37.0, 313589.0)	(38.0, 998968.0)	(39.0, 14593551.0)	(40.0, 8595412.0)			
TS047_RoL_RNA_286_2	(12.0, 2.0)	(13.0, 54.0)	(14.0, 353.0)	(15.0, 1395.0)	(16.0, 5108.0)	(17.0, 8320.0)	(18.0, 9255.0)	(19.0, 9185.0)	(20.0, 10546.0)	(21.0, 11618.0)	(22.0, 13197.0)	(23.0, 15132.0)	(24.0, 18004.0)	(25.0, 20079.0)	(26.0, 23397.0)	(27.0, 26913.0)	(28.0, 32658.0)	(29.0, 36664.0)	(30.0, 43556.0)	(31.0, 52619.0)	(32.0, 68140.0)	(33.0, 83047.0)	(34.0, 110314.0)	(35.0, 151786.0)	(36.0, 238655.0)	(37.0, 401805.0)	(38.0, 1284993.0)	(39.0, 15572693.0)	(40.0, 6927011.0)
TS047_RoL_RNA_288_1	(15.0, 4.0)	(16.0, 55.0)	(17.0, 334.0)	(18.0, 687.0)	(19.0, 867.0)	(20.0, 1358.0)	(21.0, 2164.0)	(22.0, 3899.0)	(23.0, 6464.0)	(24.0, 9590.0)	(25.0, 12181.0)	(26.0, 15057.0)	(27.0, 18016.0)	(28.0, 22607.0)	(29.0, 26453.0)	(30.0, 33062.0)	(31.0, 41745.0)	(32.0, 55417.0)	(33.0, 69555.0)	(34.0, 92946.0)	(35.0, 128108.0)	(36.0, 196756.0)	(37.0, 328853.0)	(38.0, 1021476.0)	(39.0, 14835751.0)	(40.0, 8783369.0)			
TS047_RoL_RNA_288_2	(12.0, 6.0)	(13.0, 38.0)	(14.0, 257.0)	(15.0, 1332.0)	(16.0, 4960.0)	(17.0, 8195.0)	(18.0, 9556.0)	(19.0, 9468.0)	(20.0, 10866.0)	(21.0, 11992.0)	(22.0, 13482.0)	(23.0, 15442.0)	(24.0, 18795.0)	(25.0, 21795.0)	(26.0, 25149.0)	(27.0, 29293.0)	(28.0, 35327.0)	(29.0, 40209.0)	(30.0, 47710.0)	(31.0, 58406.0)	(32.0, 75377.0)	(33.0, 92011.0)	(34.0, 121572.0)	(35.0, 168712.0)	(36.0, 262678.0)	(37.0, 441347.0)	(38.0, 1394151.0)	(39.0, 16030580.0)	(40.0, 6758068.0)
TS047_RoL_RNA_289_1	(15.0, 1.0)	(16.0, 79.0)	(17.0, 468.0)	(18.0, 958.0)	(19.0, 1257.0)	(20.0, 1807.0)	(21.0, 2871.0)	(22.0, 4922.0)	(23.0, 8155.0)	(24.0, 11764.0)	(25.0, 15346.0)	(26.0, 18648.0)	(27.0, 22476.0)	(28.0, 28298.0)	(29.0, 32970.0)	(30.0, 41006.0)	(31.0, 50950.0)	(32.0, 67034.0)	(33.0, 83431.0)	(34.0, 110130.0)	(35.0, 150704.0)	(36.0, 229709.0)	(37.0, 376915.0)	(38.0, 1165765.0)	(39.0, 17349165.0)	(40.0, 10577958.0)			
TS047_RoL_RNA_289_2	(12.0, 5.0)	(13.0, 74.0)	(14.0, 341.0)	(15.0, 1653.0)	(16.0, 6223.0)	(17.0, 10809.0)	(18.0, 11972.0)	(19.0, 11707.0)	(20.0, 13512.0)	(21.0, 14890.0)	(22.0, 16767.0)	(23.0, 19034.0)	(24.0, 23526.0)	(25.0, 26452.0)	(26.0, 30988.0)	(27.0, 35540.0)	(28.0, 42512.0)	(29.0, 47534.0)	(30.0, 56578.0)	(31.0, 68311.0)	(32.0, 87965.0)	(33.0, 106127.0)	(34.0, 138681.0)	(35.0, 190975.0)	(36.0, 292962.0)	(37.0, 481754.0)	(38.0, 1466480.0)	(39.0, 18538918.0)	(40.0, 8610497.0)
TS047_RoL_RNA_291_1	(15.0, 2.0)	(16.0, 68.0)	(17.0, 392.0)	(18.0, 789.0)	(19.0, 1013.0)	(20.0, 1498.0)	(21.0, 2433.0)	(22.0, 4160.0)	(23.0, 7212.0)	(24.0, 10380.0)	(25.0, 13223.0)	(26.0, 16313.0)	(27.0, 19398.0)	(28.0, 24581.0)	(29.0, 29301.0)	(30.0, 35740.0)	(31.0, 43946.0)	(32.0, 57910.0)	(33.0, 71125.0)	(34.0, 94197.0)	(35.0, 127947.0)	(36.0, 194515.0)	(37.0, 314542.0)	(38.0, 961494.0)	(39.0, 14213737.0)	(40.0, 8850935.0)			
TS047_RoL_RNA_291_2	(12.0, 2.0)	(13.0, 43.0)	(14.0, 294.0)	(15.0, 1286.0)	(16.0, 4638.0)	(17.0, 8378.0)	(18.0, 9695.0)	(19.0, 9819.0)	(20.0, 11116.0)	(21.0, 12254.0)	(22.0, 14187.0)	(23.0, 16077.0)	(24.0, 19408.0)	(25.0, 22151.0)	(26.0, 25971.0)	(27.0, 29882.0)	(28.0, 35506.0)	(29.0, 40199.0)	(30.0, 47730.0)	(31.0, 57599.0)	(32.0, 73901.0)	(33.0, 89392.0)	(34.0, 116786.0)	(35.0, 159893.0)	(36.0, 246752.0)	(37.0, 407564.0)	(38.0, 1254480.0)	(39.0, 15440525.0)	(40.0, 6941323.0)
TS047_RoL_RNA_317_1	(15.0, 3.0)	(16.0, 61.0)	(17.0, 368.0)	(18.0, 809.0)	(19.0, 969.0)	(20.0, 1458.0)	(21.0, 2499.0)	(22.0, 4399.0)	(23.0, 7340.0)	(24.0, 10247.0)	(25.0, 13222.0)	(26.0, 16012.0)	(27.0, 19282.0)	(28.0, 24052.0)	(29.0, 28504.0)	(30.0, 35399.0)	(31.0, 43629.0)	(32.0, 56736.0)	(33.0, 70931.0)	(34.0, 93614.0)	(35.0, 127400.0)	(36.0, 192487.0)	(37.0, 312312.0)	(38.0, 940802.0)	(39.0, 14237136.0)	(40.0, 9096018.0)			
TS047_RoL_RNA_317_2	(12.0, 3.0)	(13.0, 29.0)	(14.0, 239.0)	(15.0, 1294.0)	(16.0, 4892.0)	(17.0, 8462.0)	(18.0, 9359.0)	(19.0, 8886.0)	(20.0, 10118.0)	(21.0, 10925.0)	(22.0, 12339.0)	(23.0, 13914.0)	(24.0, 16706.0)	(25.0, 19235.0)	(26.0, 22936.0)	(27.0, 26459.0)	(28.0, 31934.0)	(29.0, 36039.0)	(30.0, 43062.0)	(31.0, 52269.0)	(32.0, 67857.0)	(33.0, 83164.0)	(34.0, 108794.0)	(35.0, 149651.0)	(36.0, 231333.0)	(37.0, 384668.0)	(38.0, 1171805.0)	(39.0, 15337128.0)	(40.0, 7472189.0)
TS047_RoL_RNA_318_1	(15.0, 3.0)	(16.0, 66.0)	(17.0, 380.0)	(18.0, 788.0)	(19.0, 971.0)	(20.0, 1560.0)	(21.0, 2736.0)	(22.0, 4808.0)	(23.0, 7698.0)	(24.0, 10661.0)	(25.0, 13926.0)	(26.0, 16664.0)	(27.0, 20090.0)	(28.0, 25420.0)	(29.0, 29640.0)	(30.0, 36603.0)	(31.0, 46278.0)	(32.0, 59975.0)	(33.0, 73945.0)	(34.0, 98082.0)	(35.0, 133979.0)	(36.0, 204016.0)	(37.0, 334530.0)	(38.0, 1016465.0)	(39.0, 15010138.0)	(40.0, 9624592.0)			
TS047_RoL_RNA_318_2	(12.0, 4.0)	(13.0, 46.0)	(14.0, 265.0)	(15.0, 1341.0)	(16.0, 5007.0)	(17.0, 8666.0)	(18.0, 10078.0)	(19.0, 9852.0)	(20.0, 11372.0)	(21.0, 12261.0)	(22.0, 14105.0)	(23.0, 15951.0)	(24.0, 19468.0)	(25.0, 22306.0)	(26.0, 26157.0)	(27.0, 30124.0)	(28.0, 36272.0)	(29.0, 41287.0)	(30.0, 49551.0)	(31.0, 59033.0)	(32.0, 76933.0)	(33.0, 93534.0)	(34.0, 122949.0)	(35.0, 168693.0)	(36.0, 259864.0)	(37.0, 426592.0)	(38.0, 1292624.0)	(39.0, 16343078.0)	(40.0, 7616601.0)
TS047_RoL_RNA_319_1	(15.0, 2.0)	(16.0, 67.0)	(17.0, 406.0)	(18.0, 825.0)	(19.0, 966.0)	(20.0, 1474.0)	(21.0, 2453.0)	(22.0, 4430.0)	(23.0, 7539.0)	(24.0, 10560.0)	(25.0, 13526.0)	(26.0, 15956.0)	(27.0, 19402.0)	(28.0, 24234.0)	(29.0, 28692.0)	(30.0, 35651.0)	(31.0, 44386.0)	(32.0, 58072.0)	(33.0, 73145.0)	(34.0, 96666.0)	(35.0, 132378.0)	(36.0, 202805.0)	(37.0, 335314.0)	(38.0, 1029974.0)	(39.0, 15555400.0)	(40.0, 9865039.0)			
TS047_RoL_RNA_319_2	(12.0, 4.0)	(13.0, 38.0)	(14.0, 263.0)	(15.0, 1294.0)	(16.0, 4835.0)	(17.0, 8604.0)	(18.0, 9670.0)	(19.0, 9917.0)	(20.0, 11591.0)	(21.0, 12731.0)	(22.0, 14267.0)	(23.0, 16306.0)	(24.0, 19826.0)	(25.0, 23013.0)	(26.0, 26881.0)	(27.0, 30951.0)	(28.0, 37334.0)	(29.0, 42720.0)	(30.0, 50263.0)	(31.0, 61448.0)	(32.0, 79544.0)	(33.0, 96624.0)	(34.0, 127009.0)	(35.0, 175349.0)	(36.0, 270905.0)	(37.0, 446839.0)	(38.0, 1419704.0)	(39.0, 17139489.0)	(40.0, 7421943.0)
TS047_RoL_RNA_322_1	(15.0, 4.0)	(16.0, 53.0)	(17.0, 454.0)	(18.0, 900.0)	(19.0, 1220.0)	(20.0, 1882.0)	(21.0, 2952.0)	(22.0, 4845.0)	(23.0, 8040.0)	(24.0, 12022.0)	(25.0, 15207.0)	(26.0, 18755.0)	(27.0, 22293.0)	(28.0, 27999.0)	(29.0, 33832.0)	(30.0, 41525.0)	(31.0, 50728.0)	(32.0, 66292.0)	(33.0, 82632.0)	(34.0, 109801.0)	(35.0, 148882.0)	(36.0, 225482.0)	(37.0, 367855.0)	(38.0, 1108072.0)	(39.0, 16273808.0)	(40.0, 10303954.0)			
TS047_RoL_RNA_322_2	(12.0, 7.0)	(13.0, 48.0)	(14.0, 278.0)	(15.0, 1418.0)	(16.0, 5459.0)	(17.0, 9533.0)	(18.0, 10777.0)	(19.0, 10858.0)	(20.0, 12315.0)	(21.0, 13541.0)	(22.0, 15489.0)	(23.0, 17682.0)	(24.0, 21376.0)	(25.0, 24675.0)	(26.0, 28912.0)	(27.0, 33059.0)	(28.0, 39765.0)	(29.0, 44930.0)	(30.0, 53175.0)	(31.0, 64375.0)	(32.0, 82490.0)	(33.0, 100070.0)	(34.0, 130814.0)	(35.0, 178933.0)	(36.0, 276658.0)	(37.0, 450790.0)	(38.0, 1401316.0)	(39.0, 17775756.0)	(40.0, 8124990.0)
TS047_RoL_RNA_326_1	(15.0, 4.0)	(16.0, 58.0)	(17.0, 311.0)	(18.0, 665.0)	(19.0, 932.0)	(20.0, 1437.0)	(21.0, 2471.0)	(22.0, 4349.0)	(23.0, 7025.0)	(24.0, 10103.0)	(25.0, 13073.0)	(26.0, 15682.0)	(27.0, 19072.0)	(28.0, 23994.0)	(29.0, 28561.0)	(30.0, 34831.0)	(31.0, 42954.0)	(32.0, 56322.0)	(33.0, 69806.0)	(34.0, 91658.0)	(35.0, 124063.0)	(36.0, 190089.0)	(37.0, 313203.0)	(38.0, 952810.0)	(39.0, 13742320.0)	(40.0, 8406210.0)			
TS047_RoL_RNA_326_2	(12.0, 5.0)	(13.0, 34.0)	(14.0, 247.0)	(15.0, 1204.0)	(16.0, 4423.0)	(17.0, 7716.0)	(18.0, 8869.0)	(19.0, 8917.0)	(20.0, 10266.0)	(21.0, 11588.0)	(22.0, 13054.0)	(23.0, 14881.0)	(24.0, 18119.0)	(25.0, 20716.0)	(26.0, 24505.0)	(27.0, 27983.0)	(28.0, 33864.0)	(29.0, 37569.0)	(30.0, 44888.0)	(31.0, 54376.0)	(32.0, 69502.0)	(33.0, 84105.0)	(34.0, 110537.0)	(35.0, 151423.0)	(36.0, 234421.0)	(37.0, 387457.0)	(38.0, 1189284.0)	(39.0, 14825461.0)	(40.0, 6756589.0)
TS047_RoL_RNA_328_1	(14.0, 1.0)	(15.0, 4.0)	(16.0, 73.0)	(17.0, 470.0)	(18.0, 975.0)	(19.0, 1122.0)	(20.0, 1599.0)	(21.0, 2660.0)	(22.0, 4666.0)	(23.0, 7954.0)	(24.0, 11734.0)	(25.0, 14851.0)	(26.0, 18127.0)	(27.0, 21282.0)	(28.0, 26932.0)	(29.0, 31564.0)	(30.0, 39649.0)	(31.0, 49454.0)	(32.0, 65054.0)	(33.0, 81175.0)	(34.0, 108144.0)	(35.0, 148079.0)	(36.0, 228801.0)	(37.0, 378918.0)	(38.0, 1163539.0)	(39.0, 16891300.0)	(40.0, 10572934.0)		
TS047_RoL_RNA_328_2	(12.0, 2.0)	(13.0, 58.0)	(14.0, 310.0)	(15.0, 1629.0)	(16.0, 6287.0)	(17.0, 10967.0)	(18.0, 12245.0)	(19.0, 12574.0)	(20.0, 14782.0)	(21.0, 16004.0)	(22.0, 17950.0)	(23.0, 20366.0)	(24.0, 24791.0)	(25.0, 28379.0)	(26.0, 32821.0)	(27.0, 37308.0)	(28.0, 44779.0)	(29.0, 49537.0)	(30.0, 58968.0)	(31.0, 71532.0)	(32.0, 90696.0)	(33.0, 110406.0)	(34.0, 142709.0)	(35.0, 196104.0)	(36.0, 299719.0)	(37.0, 487663.0)	(38.0, 1487424.0)	(39.0, 18257999.0)	(40.0, 8337052.0)
TS047_RoL_RNA_347_1	(15.0, 8.0)	(16.0, 75.0)	(17.0, 342.0)	(18.0, 763.0)	(19.0, 900.0)	(20.0, 1212.0)	(21.0, 2108.0)	(22.0, 3857.0)	(23.0, 6317.0)	(24.0, 8764.0)	(25.0, 11370.0)	(26.0, 14035.0)	(27.0, 16707.0)	(28.0, 20626.0)	(29.0, 23728.0)	(30.0, 29041.0)	(31.0, 36356.0)	(32.0, 48108.0)	(33.0, 60413.0)	(34.0, 79832.0)	(35.0, 108168.0)	(36.0, 164345.0)	(37.0, 266165.0)	(38.0, 824142.0)	(39.0, 13082308.0)	(40.0, 8303300.0)			
TS047_RoL_RNA_347_2	(12.0, 3.0)	(13.0, 45.0)	(14.0, 228.0)	(15.0, 1262.0)	(16.0, 4775.0)	(17.0, 8288.0)	(18.0, 9212.0)	(19.0, 9308.0)	(20.0, 10639.0)	(21.0, 11770.0)	(22.0, 13025.0)	(23.0, 14908.0)	(24.0, 17978.0)	(25.0, 20300.0)	(26.0, 23476.0)	(27.0, 27035.0)	(28.0, 32605.0)	(29.0, 36224.0)	(30.0, 43045.0)	(31.0, 52197.0)	(32.0, 66578.0)	(33.0, 81173.0)	(34.0, 106247.0)	(35.0, 146475.0)	(36.0, 224734.0)	(37.0, 368597.0)	(38.0, 1141480.0)	(39.0, 14142898.0)	(40.0, 6498485.0)
TS047_RoL_RNA_355_1	(16.0, 37.0)	(17.0, 254.0)	(18.0, 624.0)	(19.0, 835.0)	(20.0, 1364.0)	(21.0, 2348.0)	(22.0, 4596.0)	(23.0, 7481.0)	(24.0, 9766.0)	(25.0, 12759.0)	(26.0, 15122.0)	(27.0, 18317.0)	(28.0, 22248.0)	(29.0, 25659.0)	(30.0, 31215.0)	(31.0, 38035.0)	(32.0, 49078.0)	(33.0, 60890.0)	(34.0, 79532.0)	(35.0, 106763.0)	(36.0, 160397.0)	(37.0, 255753.0)	(38.0, 739533.0)	(39.0, 10949182.0)	(40.0, 7240142.0)				
TS047_RoL_RNA_355_2	(12.0, 2.0)	(13.0, 17.0)	(14.0, 170.0)	(15.0, 972.0)	(16.0, 3746.0)	(17.0, 6765.0)	(18.0, 8106.0)	(19.0, 8272.0)	(20.0, 9180.0)	(21.0, 10507.0)	(22.0, 12081.0)	(23.0, 13512.0)	(24.0, 16453.0)	(25.0, 18828.0)	(26.0, 21694.0)	(27.0, 25012.0)	(28.0, 30256.0)	(29.0, 33942.0)	(30.0, 39950.0)	(31.0, 48607.0)	(32.0, 61872.0)	(33.0, 76370.0)	(34.0, 98889.0)	(35.0, 136399.0)	(36.0, 210300.0)	(37.0, 339253.0)	(38.0, 972266.0)	(39.0, 11732280.0)	(40.0, 5896229.0)
TS047_RoL_RNA_377_1	(15.0, 1.0)	(16.0, 46.0)	(17.0, 287.0)	(18.0, 646.0)	(19.0, 848.0)	(20.0, 1359.0)	(21.0, 2298.0)	(22.0, 4375.0)	(23.0, 7208.0)	(24.0, 9414.0)	(25.0, 12527.0)	(26.0, 14877.0)	(27.0, 17984.0)	(28.0, 22441.0)	(29.0, 25728.0)	(30.0, 32101.0)	(31.0, 39687.0)	(32.0, 52358.0)	(33.0, 65710.0)	(34.0, 87180.0)	(35.0, 119062.0)	(36.0, 180309.0)	(37.0, 296533.0)	(38.0, 920769.0)	(39.0, 13840391.0)	(40.0, 8333702.0)			
TS047_RoL_RNA_377_2	(12.0, 4.0)	(13.0, 27.0)	(14.0, 257.0)	(15.0, 1219.0)	(16.0, 4588.0)	(17.0, 7828.0)	(18.0, 8964.0)	(19.0, 8877.0)	(20.0, 10303.0)	(21.0, 11266.0)	(22.0, 13030.0)	(23.0, 14407.0)	(24.0, 17678.0)	(25.0, 20465.0)	(26.0, 24114.0)	(27.0, 28109.0)	(28.0, 34136.0)	(29.0, 38049.0)	(30.0, 46037.0)	(31.0, 55339.0)	(32.0, 71375.0)	(33.0, 86863.0)	(34.0, 113263.0)	(35.0, 154738.0)	(36.0, 238737.0)	(37.0, 392244.0)	(38.0, 1205755.0)	(39.0, 14781236.0)	(40.0, 6698933.0)
TS047_RoL_RNA_381_1	(15.0, 4.0)	(16.0, 65.0)	(17.0, 346.0)	(18.0, 743.0)	(19.0, 901.0)	(20.0, 1380.0)	(21.0, 2230.0)	(22.0, 4109.0)	(23.0, 7033.0)	(24.0, 10304.0)	(25.0, 12924.0)	(26.0, 15979.0)	(27.0, 19116.0)	(28.0, 23943.0)	(29.0, 28062.0)	(30.0, 34622.0)	(31.0, 42830.0)	(32.0, 57507.0)	(33.0, 71749.0)	(34.0, 94665.0)	(35.0, 130046.0)	(36.0, 195909.0)	(37.0, 317311.0)	(38.0, 957458.0)	(39.0, 14257891.0)	(40.0, 8993545.0)			
TS047_RoL_RNA_381_2	(12.0, 4.0)	(13.0, 49.0)	(14.0, 253.0)	(15.0, 1204.0)	(16.0, 4581.0)	(17.0, 7851.0)	(18.0, 9584.0)	(19.0, 9383.0)	(20.0, 10603.0)	(21.0, 11516.0)	(22.0, 13570.0)	(23.0, 15380.0)	(24.0, 18484.0)	(25.0, 21192.0)	(26.0, 24709.0)	(27.0, 28172.0)	(28.0, 34432.0)	(29.0, 38572.0)	(30.0, 46662.0)	(31.0, 56343.0)	(32.0, 72614.0)	(33.0, 88623.0)	(34.0, 115716.0)	(35.0, 160736.0)	(36.0, 247609.0)	(37.0, 408510.0)	(38.0, 1274851.0)	(39.0, 15538832.0)	(40.0, 7020637.0)
TS047_RoL_RNA_407_1	(15.0, 3.0)	(16.0, 98.0)	(17.0, 497.0)	(18.0, 1049.0)	(19.0, 1220.0)	(20.0, 1806.0)	(21.0, 2805.0)	(22.0, 4483.0)	(23.0, 7430.0)	(24.0, 10836.0)	(25.0, 13639.0)	(26.0, 16993.0)	(27.0, 20999.0)	(28.0, 26733.0)	(29.0, 31321.0)	(30.0, 38999.0)	(31.0, 49246.0)	(32.0, 65262.0)	(33.0, 81614.0)	(34.0, 109344.0)	(35.0, 150981.0)	(36.0, 232460.0)	(37.0, 377132.0)	(38.0, 1127288.0)	(39.0, 17608968.0)	(40.0, 10664096.0)			
TS047_RoL_RNA_407_2	(12.0, 4.0)	(13.0, 40.0)	(14.0, 310.0)	(15.0, 1616.0)	(16.0, 5940.0)	(17.0, 9993.0)	(18.0, 11001.0)	(19.0, 10708.0)	(20.0, 11919.0)	(21.0, 13032.0)	(22.0, 14585.0)	(23.0, 16313.0)	(24.0, 19961.0)	(25.0, 23014.0)	(26.0, 26876.0)	(27.0, 30699.0)	(28.0, 37262.0)	(29.0, 42472.0)	(30.0, 50549.0)	(31.0, 61471.0)	(32.0, 79315.0)	(33.0, 96586.0)	(34.0, 126387.0)	(35.0, 174471.0)	(36.0, 268915.0)	(37.0, 445000.0)	(38.0, 1403013.0)	(39.0, 18746228.0)	(40.0, 8917622.0)
TS047_RoL_RNA_412_1	(15.0, 2.0)	(16.0, 60.0)	(17.0, 339.0)	(18.0, 723.0)	(19.0, 928.0)	(20.0, 1329.0)	(21.0, 2102.0)	(22.0, 3710.0)	(23.0, 6676.0)	(24.0, 9973.0)	(25.0, 12542.0)	(26.0, 15427.0)	(27.0, 18204.0)	(28.0, 23538.0)	(29.0, 27931.0)	(30.0, 34463.0)	(31.0, 43595.0)	(32.0, 57075.0)	(33.0, 71526.0)	(34.0, 95438.0)	(35.0, 130890.0)	(36.0, 199012.0)	(37.0, 325843.0)	(38.0, 996036.0)	(39.0, 14893988.0)	(40.0, 9203540.0)			
TS047_RoL_RNA_412_2	(12.0, 6.0)	(13.0, 39.0)	(14.0, 246.0)	(15.0, 1289.0)	(16.0, 4708.0)	(17.0, 8249.0)	(18.0, 9460.0)	(19.0, 9590.0)	(20.0, 11021.0)	(21.0, 12327.0)	(22.0, 14085.0)	(23.0, 15896.0)	(24.0, 19257.0)	(25.0, 22314.0)	(26.0, 25814.0)	(27.0, 29993.0)	(28.0, 36213.0)	(29.0, 41063.0)	(30.0, 48804.0)	(31.0, 59193.0)	(32.0, 75818.0)	(33.0, 92453.0)	(34.0, 120627.0)	(35.0, 165305.0)	(36.0, 254004.0)	(37.0, 414545.0)	(38.0, 1280741.0)	(39.0, 16033465.0)	(40.0, 7368365.0)
TS047_RoL_RNA_439_1	(15.0, 4.0)	(16.0, 71.0)	(17.0, 365.0)	(18.0, 784.0)	(19.0, 921.0)	(20.0, 1122.0)	(21.0, 2055.0)	(22.0, 3708.0)	(23.0, 6489.0)	(24.0, 9420.0)	(25.0, 11914.0)	(26.0, 14474.0)	(27.0, 17652.0)	(28.0, 22034.0)	(29.0, 25915.0)	(30.0, 31657.0)	(31.0, 38652.0)	(32.0, 50380.0)	(33.0, 63424.0)	(34.0, 83615.0)	(35.0, 114627.0)	(36.0, 174471.0)	(37.0, 283328.0)	(38.0, 854809.0)	(39.0, 13522286.0)	(40.0, 8927272.0)			
TS047_RoL_RNA_439_2	(12.0, 4.0)	(13.0, 40.0)	(14.0, 237.0)	(15.0, 1363.0)	(16.0, 5361.0)	(17.0, 8921.0)	(18.0, 9650.0)	(19.0, 9412.0)	(20.0, 10693.0)	(21.0, 11273.0)	(22.0, 13070.0)	(23.0, 14645.0)	(24.0, 17529.0)	(25.0, 19823.0)	(26.0, 22886.0)	(27.0, 26382.0)	(28.0, 31754.0)	(29.0, 35903.0)	(30.0, 42753.0)	(31.0, 51565.0)	(32.0, 66638.0)	(33.0, 81238.0)	(34.0, 106721.0)	(35.0, 146203.0)	(36.0, 226397.0)	(37.0, 377045.0)	(38.0, 1118460.0)	(39.0, 14485944.0)	(40.0, 7319539.0)
TS047_RoL_RNA_442_1	(15.0, 5.0)	(16.0, 73.0)	(17.0, 450.0)	(18.0, 965.0)	(19.0, 1179.0)	(20.0, 1646.0)	(21.0, 2777.0)	(22.0, 4706.0)	(23.0, 8008.0)	(24.0, 11523.0)	(25.0, 14718.0)	(26.0, 17907.0)	(27.0, 21208.0)	(28.0, 26713.0)	(29.0, 31857.0)	(30.0, 39395.0)	(31.0, 49224.0)	(32.0, 65513.0)	(33.0, 80949.0)	(34.0, 107380.0)	(35.0, 146715.0)	(36.0, 223539.0)	(37.0, 368812.0)	(38.0, 1140909.0)	(39.0, 16607358.0)	(40.0, 10091855.0)			
TS047_RoL_RNA_442_2	(12.0, 7.0)	(13.0, 64.0)	(14.0, 344.0)	(15.0, 1661.0)	(16.0, 5929.0)	(17.0, 10373.0)	(18.0, 11629.0)	(19.0, 11550.0)	(20.0, 13244.0)	(21.0, 14544.0)	(22.0, 16294.0)	(23.0, 18140.0)	(24.0, 21991.0)	(25.0, 25236.0)	(26.0, 29761.0)	(27.0, 33610.0)	(28.0, 40550.0)	(29.0, 45661.0)	(30.0, 54492.0)	(31.0, 66071.0)	(32.0, 85267.0)	(33.0, 103749.0)	(34.0, 135809.0)	(35.0, 186218.0)	(36.0, 287833.0)	(37.0, 480780.0)	(38.0, 1520666.0)	(39.0, 18030293.0)	(40.0, 7813618.0)
TS047_RoL_RNA_468_1	(15.0, 4.0)	(16.0, 75.0)	(17.0, 332.0)	(18.0, 732.0)	(19.0, 1001.0)	(20.0, 1440.0)	(21.0, 2188.0)	(22.0, 4089.0)	(23.0, 7249.0)	(24.0, 10421.0)	(25.0, 13525.0)	(26.0, 15848.0)	(27.0, 19217.0)	(28.0, 24209.0)	(29.0, 28450.0)	(30.0, 35379.0)	(31.0, 43890.0)	(32.0, 57746.0)	(33.0, 71846.0)	(34.0, 95825.0)	(35.0, 132358.0)	(36.0, 203963.0)	(37.0, 334992.0)	(38.0, 1041685.0)	(39.0, 15616285.0)	(40.0, 9541343.0)			
TS047_RoL_RNA_468_2	(12.0, 4.0)	(13.0, 62.0)	(14.0, 352.0)	(15.0, 1519.0)	(16.0, 5348.0)	(17.0, 9086.0)	(18.0, 10327.0)	(19.0, 10201.0)	(20.0, 11823.0)	(21.0, 12940.0)	(22.0, 14812.0)	(23.0, 16671.0)	(24.0, 19666.0)	(25.0, 22663.0)	(26.0, 26376.0)	(27.0, 30466.0)	(28.0, 37130.0)	(29.0, 41792.0)	(30.0, 50015.0)	(31.0, 60361.0)	(32.0, 77838.0)	(33.0, 94476.0)	(34.0, 124742.0)	(35.0, 170261.0)	(36.0, 265090.0)	(37.0, 443898.0)	(38.0, 1420597.0)	(39.0, 17005936.0)	(40.0, 7319640.0)
TS047_RoL_RNA_469_1	(15.0, 8.0)	(16.0, 82.0)	(17.0, 504.0)	(18.0, 1080.0)	(19.0, 1379.0)	(20.0, 1966.0)	(21.0, 3074.0)	(22.0, 5111.0)	(23.0, 8241.0)	(24.0, 12121.0)	(25.0, 15597.0)	(26.0, 19176.0)	(27.0, 23257.0)	(28.0, 29408.0)	(29.0, 35058.0)	(30.0, 43091.0)	(31.0, 52941.0)	(32.0, 69239.0)	(33.0, 85621.0)	(34.0, 113182.0)	(35.0, 153812.0)	(36.0, 233526.0)	(37.0, 377964.0)	(38.0, 1141705.0)	(39.0, 17419006.0)	(40.0, 10949412.0)			
TS047_RoL_RNA_469_2	(12.0, 8.0)	(13.0, 56.0)	(14.0, 376.0)	(15.0, 1774.0)	(16.0, 6947.0)	(17.0, 11914.0)	(18.0, 13477.0)	(19.0, 13165.0)	(20.0, 15083.0)	(21.0, 16299.0)	(22.0, 18327.0)	(23.0, 20527.0)	(24.0, 24942.0)	(25.0, 28159.0)	(26.0, 32601.0)	(27.0, 37185.0)	(28.0, 44825.0)	(29.0, 49409.0)	(30.0, 58737.0)	(31.0, 70657.0)	(32.0, 90082.0)	(33.0, 109051.0)	(34.0, 141502.0)	(35.0, 193088.0)	(36.0, 294873.0)	(37.0, 478033.0)	(38.0, 1459370.0)	(39.0, 18831910.0)	(40.0, 8733184.0)
