gene_id	gene_name	TaxaID	correlation	abs_correlation	p_value	fdr	comparison_name	base_treatment	comparison_treatment
gpam	gpam	Rhodococcus	0.09569056849689606	0.09569056849689606	0.761131592529322	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
ifi44a1	ifi44a1	Agromyces	-0.09569056849689606	0.09569056849689606	0.761131592529322	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
mboat2a	mboat2a	Agitococcus	-0.09569056849689606	0.09569056849689606	0.761131592529322	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
tat	tat	Neochlamydia	0.09569056849689606	0.09569056849689606	0.761131592529322	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC137487211	LOC137487211	Pirellula	-0.09524179846161569	0.09524179846161569	0.7622279592373831	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
irf7	irf7	Pirellula	-0.09524179846161569	0.09524179846161569	0.7622279592373831	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
manf	manf	Pirellula	0.09524179846161569	0.09524179846161569	0.7622279592373831	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
si:dkey-3k24.8	si:dkey-3k24.8	Pirellula	-0.09524179846161569	0.09524179846161569	0.7622279592373831	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC100001589	LOC100001589	Flavobacterium	-0.09457107322567675	0.09457107322567675	0.763867197924855	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC108180198	LOC108180198	Roseomonas	-0.09457107322567675	0.09457107322567675	0.763867197924855	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC570163	LOC570163	Flavobacterium	0.09457107322567675	0.09457107322567675	0.763867197924855	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
abcg2c	abcg2c	Tundrisphaera	-0.09457107322567675	0.09457107322567675	0.763867197924855	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
cyp7a1b	cyp7a1b	Tundrisphaera	0.09457107322567675	0.09457107322567675	0.763867197924855	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
irf3	irf3	Flavobacterium	-0.09457107322567675	0.09457107322567675	0.763867197924855	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
si:ch211-217k17.11	si:ch211-217k17.11	Bosea	-0.09457107322567675	0.09457107322567675	0.763867197924855	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
zgc:56106	zgc:56106	Legionella	-0.09457107322567675	0.09457107322567675	0.763867197924855	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC101882847	LOC101882847	Longivirga	-0.09426479189556487	0.09426479189556487	0.7646159909706105	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
mboat2a	mboat2a	Caulobacter	-0.09426479189556487	0.09426479189556487	0.7646159909706105	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
reep2	reep2	Longivirga	0.09426479189556487	0.09426479189556487	0.7646159909706105	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
rnf213a	rnf213a	Caulobacter	0.09426479189556487	0.09426479189556487	0.7646159909706105	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
sp100.4	sp100.4	Longivirga	0.09426479189556487	0.09426479189556487	0.7646159909706105	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
cpdb	cpdb	Rhizobium	0.09423728587960153	0.09423728587960153	0.7646832449353369	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
abcg2c	abcg2c	Reyranella	-0.0935759634220988	0.0935759634220988	0.7663005951422768	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
adam12b	adam12b	Reyranella	-0.0935759634220988	0.0935759634220988	0.7663005951422768	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
ifit9	ifit9	Reyranella	-0.0935759634220988	0.0935759634220988	0.7663005951422768	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
manf	manf	Reyranella	-0.0935759634220988	0.0935759634220988	0.7663005951422768	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
rtn1a	rtn1a	Reyranella	-0.0935759634220988	0.0935759634220988	0.7663005951422768	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
si:ch211-217k17.11	si:ch211-217k17.11	Reyranella	-0.0935759634220988	0.0935759634220988	0.7663005951422768	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
vtg5	vtg5	Reyranella	0.0935759634220988	0.0935759634220988	0.7663005951422768	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
zgc:152658	zgc:152658	Reyranella	-0.0935759634220988	0.0935759634220988	0.7663005951422768	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC141381754	LOC141381754	Neochlamydia	0.09326243477609446	0.09326243477609446	0.767067620737137	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC101885452	LOC101885452	Agromyces	-0.09317350971654972	0.09317350971654972	0.7672851988053302	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC137491221	LOC137491221	Tundrisphaera	0.09298245614035089	0.09298245614035089	0.7677527041799526	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC108184065	LOC108184065	Fuscovulum	-0.09283659271877719	0.09283659271877719	0.768109669868499	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC108184065	LOC108184065	Pseudoduganella	-0.09283659271877719	0.09283659271877719	0.768109669868499	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
mhc2dgb	mhc2dgb	Luteolibacter	-0.09283659271877719	0.09283659271877719	0.768109669868499	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
mhc2dgb	mhc2dgb	Rubrivivax	-0.09283659271877719	0.09283659271877719	0.768109669868499	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
rergla	rergla	Aquihabitans	0.09254134140073665	0.09254134140073665	0.7688323322630075	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
si:ch211-15j1.4	si:ch211-15j1.4	Aquihabitans	0.09254134140073665	0.09254134140073665	0.7688323322630075	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
fam20cl	fam20cl	Fuscovulum	-0.09243818241476258	0.09243818241476258	0.7690848593332067	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC100147849	LOC100147849	Sediminibacterium	-0.09212013019199354	0.09212013019199354	0.7698635405369614	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
si:ch211-125e6.14	si:ch211-125e6.14	Rhizobium	0.09203047891801848	0.09203047891801848	0.770083061527056	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
vtg6	vtg6	Sediminibacterium	0.09195037857485518	0.09195037857485518	0.7702792069626982	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC101882847	LOC101882847	Fuscovulum	0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC101886660	LOC101886660	Fuscovulum	-0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC110439307	LOC110439307	Bdellovibrio	-0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC141375138	LOC141375138	Gemmobacter	0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC141380276	LOC141380276	Fuscovulum	-0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC141380276	LOC141380276	Sediminibacterium	0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC141381089	LOC141381089	Luteolibacter	-0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC560863	LOC560863	Luteolibacter	-0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC570163	LOC570163	Luteolibacter	0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC571488	LOC571488	Pseudoduganella	-0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
cxcl11.3	cxcl11.3	Rubrivivax	0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
cxcl14	cxcl14	Bdellovibrio	-0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
cxcl14	cxcl14	Fuscovulum	-0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
dhx58	dhx58	Fuscovulum	-0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
ecpas	ecpas	Pseudoduganella	-0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
ftr11	ftr11	Pseudoduganella	-0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
ftr22	ftr22	Bdellovibrio	-0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
ifi44a1	ifi44a1	Elstera	-0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
ifi44g	ifi44g	Bdellovibrio	-0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
ly6m5	ly6m5	Sediminibacterium	-0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
mboat2a	mboat2a	Fuscovulum	-0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
mthfr	mthfr	Bdellovibrio	-0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
pld4	pld4	Bdellovibrio	0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
prr5a	prr5a	Fuscovulum	-0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
rnf145a	rnf145a	Fuscovulum	-0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
si:cabz01069012.2	si:cabz01069012.2	Luteolibacter	0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
si:cabz01069012.2	si:cabz01069012.2	Pseudoduganella	-0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
si:ch211-194p6.12	si:ch211-194p6.12	Bdellovibrio	0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
si:ch211-217k17.11	si:ch211-217k17.11	Bdellovibrio	-0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
si:dkey-211g8.8	si:dkey-211g8.8	Luteolibacter	-0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
slc43a1a	slc43a1a	Rubrivivax	0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
slc7a1b	slc7a1b	Rubrivivax	0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
sp100.4	sp100.4	Elstera	-0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
vtg8	vtg8	Bdellovibrio	0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
zmp:0000000527	zmp:0000000527	Bdellovibrio	-0.09178948540071956	0.09178948540071956	0.7706732247457366	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
ecpas	ecpas	Pirellula	0.09171432444451882	0.09171432444451882	0.7708573036958775	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
pla2g3	pla2g3	Pirellula	0.09171432444451882	0.09171432444451882	0.7708573036958775	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC100536629	LOC100536629	Cloacibacterium	-0.09155156597651984	0.09155156597651984	0.7712559514017274	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC101886660	LOC101886660	Dinghuibacter	-0.09155156597651984	0.09155156597651984	0.7712559514017274	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC108181196	LOC108181196	Dinghuibacter	-0.09155156597651984	0.09155156597651984	0.7712559514017274	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
ccl35.1	ccl35.1	Dinghuibacter	0.09155156597651984	0.09155156597651984	0.7712559514017274	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
colgalt1b	colgalt1b	Dinghuibacter	-0.09155156597651984	0.09155156597651984	0.7712559514017274	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
manf	manf	Dinghuibacter	0.09155156597651984	0.09155156597651984	0.7712559514017274	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
pstpip1b	pstpip1b	Dinghuibacter	-0.09155156597651984	0.09155156597651984	0.7712559514017274	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
si:dkey-211g8.5	si:dkey-211g8.5	Cloacibacterium	0.09155156597651984	0.09155156597651984	0.7712559514017274	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
ugt5g1	ugt5g1	Rhizobium	0.09155156597651984	0.09155156597651984	0.7712559514017274	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC108183350	LOC108183350	Agitococcus	0.09153010899703103	0.09153010899703103	0.7713085095965235	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC570163	LOC570163	Rhodococcus	0.09153010899703103	0.09153010899703103	0.7713085095965235	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
ccl35.1	ccl35.1	Neochlamydia	0.09153010899703103	0.09153010899703103	0.7713085095965235	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
ccl35.1	ccl35.1	Pseudorhodoplanes	0.09153010899703103	0.09153010899703103	0.7713085095965235	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
ifit8	ifit8	Pseudorhodoplanes	0.09153010899703103	0.09153010899703103	0.7713085095965235	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
irf3	irf3	Agromyces	-0.09153010899703103	0.09153010899703103	0.7713085095965235	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
lhx8a	lhx8a	Crenobacter	-0.09153010899703103	0.09153010899703103	0.7713085095965235	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
maml3	maml3	Neochlamydia	-0.09153010899703103	0.09153010899703103	0.7713085095965235	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
maml3	maml3	Rhodococcus	0.09153010899703103	0.09153010899703103	0.7713085095965235	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
spire1a	spire1a	Neochlamydia	-0.09153010899703103	0.09153010899703103	0.7713085095965235	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
vim	vim	Neochlamydia	0.09153010899703103	0.09153010899703103	0.7713085095965235	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC108183350	LOC108183350	Pseudoxanthomonas	-0.09138464301649458	0.09138464301649458	0.7716648433680233	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC108183350	LOC108183350	Runella	-0.09138464301649458	0.09138464301649458	0.7716648433680233	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC108183350	LOC108183350	Sphaerotilus	-0.09138464301649458	0.09138464301649458	0.7716648433680233	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
irf3	irf3	Pseudoxanthomonas	-0.09138464301649458	0.09138464301649458	0.7716648433680233	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
irf3	irf3	Runella	-0.09138464301649458	0.09138464301649458	0.7716648433680233	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
irf3	irf3	Sphaerotilus	-0.09138464301649458	0.09138464301649458	0.7716648433680233	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
maml3	maml3	Pseudoxanthomonas	-0.09138464301649458	0.09138464301649458	0.7716648433680233	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
maml3	maml3	Runella	-0.09138464301649458	0.09138464301649458	0.7716648433680233	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
maml3	maml3	Sphaerotilus	-0.09138464301649458	0.09138464301649458	0.7716648433680233	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
rnf213a	rnf213a	Pseudoxanthomonas	-0.09138464301649458	0.09138464301649458	0.7716648433680233	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
rnf213a	rnf213a	Runella	-0.09138464301649458	0.09138464301649458	0.7716648433680233	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
rnf213a	rnf213a	Sphaerotilus	-0.09138464301649458	0.09138464301649458	0.7716648433680233	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
zmp:0000000912	zmp:0000000912	Pseudoxanthomonas	-0.09138464301649458	0.09138464301649458	0.7716648433680233	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
zmp:0000000912	zmp:0000000912	Runella	-0.09138464301649458	0.09138464301649458	0.7716648433680233	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
zmp:0000000912	zmp:0000000912	Sphaerotilus	-0.09138464301649458	0.09138464301649458	0.7716648433680233	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
ftr07	ftr07	Tundrisphaera	-0.09122807017543862	0.09122807017543862	0.7720484223426034	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC570185	LOC570185	Ensifer	0.09106844088398502	0.09106844088398502	0.7724395294361779	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
abcg2c	abcg2c	Ensifer	0.09106844088398502	0.09106844088398502	0.7724395294361779	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
ecpas	ecpas	Ensifer	0.09106844088398502	0.09106844088398502	0.7724395294361779	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
ftr07	ftr07	Gemmobacter	0.09106844088398502	0.09106844088398502	0.7724395294361779	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
irf3	irf3	Roseomonas	0.09106844088398502	0.09106844088398502	0.7724395294361779	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
odc1	odc1	Roseomonas	0.09106844088398502	0.09106844088398502	0.7724395294361779	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
sacs2	sacs2	Ensifer	0.09106844088398502	0.09106844088398502	0.7724395294361779	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
si:ch211-276k2.1	si:ch211-276k2.1	Tundrisphaera	-0.09106844088398502	0.09106844088398502	0.7724395294361779	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
ssuh2.2	ssuh2.2	Flavobacterium	0.09106844088398502	0.09106844088398502	0.7724395294361779	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
tmem106a	tmem106a	Legionella	0.09106844088398502	0.09106844088398502	0.7724395294361779	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
tmem106a	tmem106a	Roseomonas	-0.09106844088398502	0.09106844088398502	0.7724395294361779	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC101883092	LOC101883092	Culicoidibacter	-0.09090909090909093	0.09090909090909093	0.7728299926844475	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC141375335	LOC141375335	Culicoidibacter	0.09090909090909093	0.09090909090909093	0.7728299926844475	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC571488	LOC571488	Culicoidibacter	0.09090909090909093	0.09090909090909093	0.7728299926844475	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC793010	LOC793010	Pseudomonas	-0.09090909090909093	0.09090909090909093	0.7728299926844475	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
colgalt1b	colgalt1b	Gemmobacter	0.09090909090909093	0.09090909090909093	0.7728299926844475	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
colgalt1b	colgalt1b	Paenirhodobacter	0.09090909090909093	0.09090909090909093	0.7728299926844475	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
dspb	dspb	Gemmobacter	0.09090909090909093	0.09090909090909093	0.7728299926844475	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
herc56.2	herc56.2	Gemmobacter	-0.09090909090909093	0.09090909090909093	0.7728299926844475	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
sash1b	sash1b	Gemmobacter	-0.09090909090909093	0.09090909090909093	0.7728299926844475	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
si:ch211-15j1.4	si:ch211-15j1.4	Paenirhodobacter	0.09090909090909093	0.09090909090909093	0.7728299926844475	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
si:ch211-194p6.12	si:ch211-194p6.12	Paenirhodobacter	-0.09090909090909093	0.09090909090909093	0.7728299926844475	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
slc46a2	slc46a2	Gemmobacter	-0.09090909090909093	0.09090909090909093	0.7728299926844475	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
ythdc2	ythdc2	Crenobacter	0.09090909090909093	0.09090909090909093	0.7728299926844475	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC103909395	LOC103909395	Chitinimonas	-0.09090909090909091	0.09090909090909091	0.7728299926844475	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC103909395	LOC103909395	Piscinibacter	-0.09090909090909091	0.09090909090909091	0.7728299926844475	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC141381096	LOC141381096	Chitinimonas	-0.09090909090909091	0.09090909090909091	0.7728299926844475	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC141381096	LOC141381096	Piscinibacter	-0.09090909090909091	0.09090909090909091	0.7728299926844475	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC137495296	LOC137495296	Agitococcus	0.09059470010622672	0.09059470010622672	0.7736004786853412	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC141381754	LOC141381754	Pirellula	0.09036936300069372	0.09036936300069372	0.7741528148522097	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC110438351	LOC110438351	Caulobacter	-0.08901232746245868	0.08901232746245868	0.777480810666932	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
si:ch211-271e10.3	si:ch211-271e10.3	Aquihabitans	-0.08898205903916986	0.08898205903916986	0.7775550738714399	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC141379342	LOC141379342	Luteolibacter	0.08876566600211887	0.08876566600211887	0.7780860330791477	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
ifng1r	ifng1r	Elstera	-0.08876566600211887	0.08876566600211887	0.7780860330791477	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
mboat2a	mboat2a	Pirellula	-0.08818685042742194	0.08818685042742194	0.7795066183397144	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
nots	nots	Pirellula	0.08818685042742194	0.08818685042742194	0.7795066183397144	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
si:dkey-85k7.12	si:dkey-85k7.12	Pirellula	-0.08818685042742194	0.08818685042742194	0.7795066183397144	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC141379353	LOC141379353	Pirellula	-0.08778438349260341	0.08778438349260341	0.7804946968330484	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
LOC793010	LOC793010	Tundrisphaera	-0.08756580854229329	0.08756580854229329	0.7810314147925685	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
blnk	blnk	Legionella	0.08756580854229329	0.08756580854229329	0.7810314147925685	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
cmtr1	cmtr1	Tundrisphaera	0.08756580854229329	0.08756580854229329	0.7810314147925685	0.9937643641779507	A- T- P- vs A+ T- P-	A- T- P-	A+ T- P-
