OTU_ID,Mean_abundance,Observed_frequency,Predicted_frequency,Partition,Kingdom,Phylum,Class,Order,Family,Genus,Species
X574321,0.000188235,0.066666667,0.130280284,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,,
New.0.ReferenceOTU8577,0.000172549,0.333333333,0.119874669,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
New.0.ReferenceOTU8627,0.000172549,0.266666667,0.119874669,Neutral,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
X550289,0.000172549,0.266666667,0.119874669,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
New.0.ReferenceOTU14376,0.000172549,0.133333333,0.119874669,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.0.ReferenceOTU4693,0.000172549,0.133333333,0.119874669,Neutral,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
X140864,0.000172549,0.133333333,0.119874669,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,,
X56246,0.000172549,0.133333333,0.119874669,Neutral,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,
New.0.ReferenceOTU13526,0.000172549,0.066666667,0.119874669,Neutral,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
New.0.ReferenceOTU15440,0.000172549,0.066666667,0.119874669,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
New.0.ReferenceOTU17819,0.000172549,0.066666667,0.119874669,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.2.ReferenceOTU3163,0.000172549,0.066666667,0.119874669,Neutral,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],[Pedosphaeraceae],Pedosphaera,
X214695,0.000172549,0.066666667,0.119874669,Neutral,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
X581157,0.000172549,0.066666667,0.119874669,Neutral,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
New.0.CleanUp.ReferenceOTU22368,0.000156863,0.333333333,0.109385862,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.ReferenceOTU28404,0.000156863,0.333333333,0.109385862,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,flexus
New.0.ReferenceOTU33736,0.000156863,0.266666667,0.109385862,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,,,,
X167067,0.000156863,0.266666667,0.109385862,Neutral,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Lawsonia,
X513958,0.000156863,0.266666667,0.109385862,Neutral,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
New.0.ReferenceOTU31400,0.000156863,0.2,0.109385862,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.ReferenceOTU19872,0.000156863,0.133333333,0.109385862,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.1.CleanUp.ReferenceOTU20806,0.000156863,0.133333333,0.109385862,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.1.CleanUp.ReferenceOTU87182,0.000156863,0.133333333,0.109385862,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
X169832,0.000156863,0.133333333,0.109385862,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinomycetospora,
X244531,0.000156863,0.133333333,0.109385862,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,
X255518,0.000156863,0.133333333,0.109385862,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,
X286025,0.000156863,0.133333333,0.109385862,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
X649953,0.000156863,0.133333333,0.109385862,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,
X850572,0.000156863,0.133333333,0.109385862,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,
New.0.CleanUp.ReferenceOTU87743,0.000156863,0.066666667,0.109385862,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,
X136561,0.000156863,0.066666667,0.109385862,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,
New.1.ReferenceOTU7311,0.000141176,0.266666667,0.098814149,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
X243965,0.000141176,0.266666667,0.098814149,Neutral,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
New.0.ReferenceOTU22500,0.000141176,0.2,0.098814149,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
X207885,0.000141176,0.2,0.098814149,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,
X2419585,0.000141176,0.2,0.098814149,Neutral,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,,
X589500,0.000141176,0.2,0.098814149,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
New.0.CleanUp.ReferenceOTU52480,0.000141176,0.133333333,0.098814149,Neutral,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,
New.0.ReferenceOTU17635,0.000141176,0.133333333,0.098814149,Neutral,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,
New.0.ReferenceOTU3848,0.000141176,0.133333333,0.098814149,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
New.0.ReferenceOTU40447,0.000141176,0.133333333,0.098814149,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,
New.0.ReferenceOTU580,0.000141176,0.133333333,0.098814149,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,
X104893,0.000141176,0.133333333,0.098814149,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
X1119208,0.000141176,0.133333333,0.098814149,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,,
X216894,0.000141176,0.133333333,0.098814149,Neutral,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
New.0.ReferenceOTU18909,0.000141176,0.066666667,0.098814149,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
New.0.ReferenceOTU27006,0.000141176,0.066666667,0.098814149,Neutral,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
X1134094,0.000141176,0.066666667,0.098814149,Neutral,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium,indicum
X588739,0.000141176,0.066666667,0.098814149,Neutral,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,A17,
New.0.CleanUp.ReferenceOTU19276,0.00012549,0.266666667,0.088159841,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,
New.0.ReferenceOTU25320,0.00012549,0.266666667,0.088159841,Neutral,Bacteria,TM6,SJA-4,,,,
X91378,0.00012549,0.266666667,0.088159841,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
New.0.CleanUp.ReferenceOTU84622,0.00012549,0.2,0.088159841,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.0.ReferenceOTU28689,0.00012549,0.2,0.088159841,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
New.0.ReferenceOTU4703,0.00012549,0.2,0.088159841,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
X240333,0.00012549,0.2,0.088159841,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,
New.0.CleanUp.ReferenceOTU86506,0.00012549,0.133333333,0.088159841,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.0.ReferenceOTU13618,0.00012549,0.133333333,0.088159841,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,
New.0.ReferenceOTU14436,0.00012549,0.133333333,0.088159841,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,
New.0.ReferenceOTU19207,0.00012549,0.133333333,0.088159841,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
New.0.ReferenceOTU20614,0.00012549,0.133333333,0.088159841,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
New.0.ReferenceOTU22602,0.00012549,0.133333333,0.088159841,Neutral,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
New.0.ReferenceOTU23958,0.00012549,0.133333333,0.088159841,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
New.0.ReferenceOTU38630,0.00012549,0.133333333,0.088159841,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.0.ReferenceOTU9682,0.00012549,0.133333333,0.088159841,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.1.CleanUp.ReferenceOTU43699,0.00012549,0.133333333,0.088159841,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
X50265,0.00012549,0.133333333,0.088159841,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,
X513368,0.00012549,0.133333333,0.088159841,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
New.0.CleanUp.ReferenceOTU148715,0.00012549,0.066666667,0.088159841,Neutral,Bacteria,Chlorobi,SJA-28,,,,
New.0.ReferenceOTU22439,0.00012549,0.066666667,0.088159841,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.0.ReferenceOTU39050,0.00012549,0.066666667,0.088159841,Neutral,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,,,
X211063,0.00012549,0.066666667,0.088159841,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Methylibium,
X239747,0.00012549,0.066666667,0.088159841,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
X3543573,0.00012549,0.066666667,0.088159841,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,
X811597,0.00012549,0.066666667,0.088159841,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,
New.0.ReferenceOTU24334,0.000109804,0.266666667,0.077423285,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
New.0.ReferenceOTU38204,0.000109804,0.266666667,0.077423285,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.ReferenceOTU7530,0.000109804,0.266666667,0.077423285,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,
New.0.ReferenceOTU10964,0.000109804,0.2,0.077423285,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azoarcus,
New.0.ReferenceOTU35038,0.000109804,0.2,0.077423285,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.0.ReferenceOTU37013,0.000109804,0.2,0.077423285,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
New.0.ReferenceOTU5767,0.000109804,0.2,0.077423285,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
New.1.ReferenceOTU6213,0.000109804,0.2,0.077423285,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
X199683,0.000109804,0.2,0.077423285,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
X558514,0.000109804,0.2,0.077423285,Neutral,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
X935019,0.000109804,0.2,0.077423285,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
New.0.CleanUp.ReferenceOTU49640,0.000109804,0.133333333,0.077423285,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,,
New.0.ReferenceOTU23456,0.000109804,0.133333333,0.077423285,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,
New.0.ReferenceOTU25298,0.000109804,0.133333333,0.077423285,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.0.ReferenceOTU6594,0.000109804,0.133333333,0.077423285,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
X275582,0.000109804,0.133333333,0.077423285,Neutral,Bacteria,Firmicutes,Bacilli,,,,
X368930,0.000109804,0.133333333,0.077423285,Neutral,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
X593462,0.000109804,0.133333333,0.077423285,Neutral,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,
New.0.CleanUp.ReferenceOTU113687,0.000109804,0.066666667,0.077423285,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,
New.0.CleanUp.ReferenceOTU129134,0.000109804,0.066666667,0.077423285,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.0.ReferenceOTU11226,0.000109804,0.066666667,0.077423285,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,
New.0.ReferenceOTU16296,0.000109804,0.066666667,0.077423285,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
X1106617,0.000109804,0.066666667,0.077423285,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
X1140514,0.000109804,0.066666667,0.077423285,Neutral,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
X12163,0.000109804,0.066666667,0.077423285,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leucobacter,
X139504,0.000109804,0.066666667,0.077423285,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,europaeus
X184725,0.000109804,0.066666667,0.077423285,Neutral,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
X224790,0.000109804,0.066666667,0.077423285,Neutral,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
X318506,0.000109804,0.066666667,0.077423285,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
X495007,0.000109804,0.066666667,0.077423285,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,
X586968,0.000109804,0.066666667,0.077423285,Neutral,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
X906396,0.000109804,0.066666667,0.077423285,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,
X91144,0.000109804,0.066666667,0.077423285,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
New.0.ReferenceOTU3260,9.41E-05,0.266666667,0.066604853,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
New.0.ReferenceOTU6920,9.41E-05,0.266666667,0.066604853,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,
New.0.ReferenceOTU8094,9.41E-05,0.266666667,0.066604853,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.1.ReferenceOTU4934,9.41E-05,0.266666667,0.066604853,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
X967275,9.41E-05,0.266666667,0.066604853,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
New.0.ReferenceOTU21809,9.41E-05,0.2,0.066604853,Neutral,Bacteria,Firmicutes,CK-1C4-19,,,,
New.0.ReferenceOTU4019,9.41E-05,0.2,0.066604853,Neutral,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
X1111545,9.41E-05,0.2,0.066604853,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
New.0.ReferenceOTU22356,9.41E-05,0.133333333,0.066604853,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.ReferenceOTU32678,9.41E-05,0.133333333,0.066604853,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
New.0.ReferenceOTU36656,9.41E-05,0.133333333,0.066604853,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.1.CleanUp.ReferenceOTU74137,9.41E-05,0.133333333,0.066604853,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.1.ReferenceOTU11641,9.41E-05,0.133333333,0.066604853,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
X361292,9.41E-05,0.133333333,0.066604853,Neutral,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Alkalibacterium,
X580386,9.41E-05,0.133333333,0.066604853,Neutral,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,koll13,,
X78511,9.41E-05,0.133333333,0.066604853,Neutral,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
New.0.ReferenceOTU14115,9.41E-05,0.066666667,0.066604853,Neutral,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
New.0.ReferenceOTU3426,9.41E-05,0.066666667,0.066604853,Neutral,Bacteria,TM7,TM7-1,,,,
New.1.CleanUp.ReferenceOTU18833,9.41E-05,0.066666667,0.066604853,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,
X144206,9.41E-05,0.066666667,0.066604853,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,,
X591146,9.41E-05,0.066666667,0.066604853,Neutral,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Phormidiaceae,,
X6864,9.41E-05,0.066666667,0.066604853,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,,,,
X892717,9.41E-05,0.066666667,0.066604853,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
New.0.CleanUp.ReferenceOTU133690,7.84E-05,0.266666667,0.055704954,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.ReferenceOTU42265,7.84E-05,0.266666667,0.055704954,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,
New.1.CleanUp.ReferenceOTU8288,7.84E-05,0.266666667,0.055704954,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
X161901,7.84E-05,0.266666667,0.055704954,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,
X249227,7.84E-05,0.266666667,0.055704954,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
X553648,7.84E-05,0.266666667,0.055704954,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
New.0.ReferenceOTU34205,7.84E-05,0.2,0.055704954,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.ReferenceOTU3510,7.84E-05,0.2,0.055704954,Neutral,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
New.0.ReferenceOTU38241,7.84E-05,0.2,0.055704954,Neutral,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
New.1.CleanUp.ReferenceOTU88723,7.84E-05,0.2,0.055704954,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,HTCC2188,HTCC2188,HTCC,
X213587,7.84E-05,0.2,0.055704954,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,,
X463546,7.84E-05,0.2,0.055704954,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
X593598,7.84E-05,0.2,0.055704954,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
X74558,7.84E-05,0.2,0.055704954,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,
X819515,7.84E-05,0.2,0.055704954,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
X9314,7.84E-05,0.2,0.055704954,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
New.0.CleanUp.ReferenceOTU37276,7.84E-05,0.133333333,0.055704954,Neutral,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium,aurantiacum
New.0.ReferenceOTU10218,7.84E-05,0.133333333,0.055704954,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
New.0.ReferenceOTU17588,7.84E-05,0.133333333,0.055704954,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,,
New.0.ReferenceOTU32332,7.84E-05,0.133333333,0.055704954,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,
New.0.ReferenceOTU41379,7.84E-05,0.133333333,0.055704954,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,
New.0.ReferenceOTU542,7.84E-05,0.133333333,0.055704954,Neutral,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
New.0.ReferenceOTU6156,7.84E-05,0.133333333,0.055704954,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,
New.0.ReferenceOTU9438,7.84E-05,0.133333333,0.055704954,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,
X206278,7.84E-05,0.133333333,0.055704954,Neutral,Bacteria,Chloroflexi,Ellin6529,,,,
X228494,7.84E-05,0.133333333,0.055704954,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
X323929,7.84E-05,0.133333333,0.055704954,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
X415661,7.84E-05,0.133333333,0.055704954,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Ralstonia,
X720949,7.84E-05,0.133333333,0.055704954,Neutral,Bacteria,Firmicutes,Bacilli,,,,
New.0.CleanUp.ReferenceOTU101106,7.84E-05,0.066666667,0.055704954,Neutral,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],auto67_4W,,
New.0.CleanUp.ReferenceOTU55508,7.84E-05,0.066666667,0.055704954,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
New.0.ReferenceOTU35292,7.84E-05,0.066666667,0.055704954,Neutral,Bacteria,Planctomycetes,Planctomycetia,B97,,,
New.0.ReferenceOTU39591,7.84E-05,0.066666667,0.055704954,Neutral,Bacteria,Firmicutes,Clostridia,,,,
New.0.ReferenceOTU579,7.84E-05,0.066666667,0.055704954,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,,,
New.1.CleanUp.ReferenceOTU32210,7.84E-05,0.066666667,0.055704954,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.1.CleanUp.ReferenceOTU52367,7.84E-05,0.066666667,0.055704954,Neutral,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
New.1.ReferenceOTU7797,7.84E-05,0.066666667,0.055704954,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
X109263,7.84E-05,0.066666667,0.055704954,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
X1138158,7.84E-05,0.066666667,0.055704954,Neutral,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
X152819,7.84E-05,0.066666667,0.055704954,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,
X206948,7.84E-05,0.066666667,0.055704954,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
X224599,7.84E-05,0.066666667,0.055704954,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
X289734,7.84E-05,0.066666667,0.055704954,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
X345744,7.84E-05,0.066666667,0.055704954,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
X41951,7.84E-05,0.066666667,0.055704954,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,
X494260,7.84E-05,0.066666667,0.055704954,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,
X823551,7.84E-05,0.066666667,0.055704954,Neutral,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
New.2.ReferenceOTU1927,6.27E-05,0.266666667,0.044724027,Neutral,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,
X1025949,6.27E-05,0.266666667,0.044724027,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,,
