gene_id	gene_name	TaxaID	correlation	abs_correlation	p_value	fdr
pak2b	pak2b	Culicoidibacter	-0.7795561183416189	0.7795561183416189	6.406378418866154e-7	1.0278665032306832e-4
pdap1a	pdap1a	Culicoidibacter	-0.7795561183416189	0.7795561183416189	6.406378418866154e-7	1.0278665032306832e-4
ppp2r2ab	ppp2r2ab	Culicoidibacter	-0.7795561183416189	0.7795561183416189	6.406378418866154e-7	1.0278665032306832e-4
prorsd1	prorsd1	Culicoidibacter	-0.7795561183416189	0.7795561183416189	6.406378418866154e-7	1.0278665032306832e-4
slc30a9	slc30a9	Culicoidibacter	-0.7795561183416189	0.7795561183416189	6.406378418866154e-7	1.0278665032306832e-4
smc4	smc4	Culicoidibacter	-0.7795561183416189	0.7795561183416189	6.406378418866154e-7	1.0278665032306832e-4
sumo3a	sumo3a	Culicoidibacter	-0.7795561183416189	0.7795561183416189	6.406378418866154e-7	1.0278665032306832e-4
txnb	txnb	Culicoidibacter	-0.7795561183416189	0.7795561183416189	6.406378418866154e-7	1.0278665032306832e-4
orc1	orc1	Paucibacter	-0.7791537667698659	0.7791537667698659	6.626450930191652e-7	1.0519099445657148e-4
uchl5	uchl5	Paucibacter	-0.7791537667698659	0.7791537667698659	6.626450930191652e-7	1.0519099445657148e-4
orc1	orc1	Paenirhodobacter	-0.7790561223410245	0.7790561223410245	6.68086624910913e-7	1.0519099445657148e-4
si:ch73-142c19.1	si:ch73-142c19.1	Paenirhodobacter	-0.7790561223410245	0.7790561223410245	6.68086624910913e-7	1.0519099445657148e-4
aifm1	aifm1	Vogesella	0.7790175535076987	0.7790175535076987	6.702469554920043e-7	1.0519099445657148e-4
ccdc51	ccdc51	Vogesella	0.7790175535076987	0.7790175535076987	6.702469554920043e-7	1.0519099445657148e-4
commd9	commd9	Vogesella	0.7790175535076987	0.7790175535076987	6.702469554920043e-7	1.0519099445657148e-4
nrbp2b	nrbp2b	Vogesella	-0.7790175535076987	0.7790175535076987	6.702469554920043e-7	1.0519099445657148e-4
psmc4	psmc4	Vogesella	0.7790175535076987	0.7790175535076987	6.702469554920043e-7	1.0519099445657148e-4
psmd7	psmd7	Vogesella	0.7790175535076987	0.7790175535076987	6.702469554920043e-7	1.0519099445657148e-4
rab1ab	rab1ab	Vogesella	0.7790175535076987	0.7790175535076987	6.702469554920043e-7	1.0519099445657148e-4
sf3b4	sf3b4	Vogesella	0.7790175535076987	0.7790175535076987	6.702469554920043e-7	1.0519099445657148e-4
bub3	bub3	Culicoidibacter	-0.7785235936815638	0.7785235936815638	6.984714169266937e-7	1.0652182727507997e-4
fubp1	fubp1	Culicoidibacter	-0.7785235936815638	0.7785235936815638	6.984714169266937e-7	1.0652182727507997e-4
hdac10	hdac10	Culicoidibacter	-0.7785235936815638	0.7785235936815638	6.984714169266937e-7	1.0652182727507997e-4
irs2a	irs2a	Culicoidibacter	0.7785235936815638	0.7785235936815638	6.984714169266937e-7	1.0652182727507997e-4
isy1	isy1	Culicoidibacter	-0.7785235936815638	0.7785235936815638	6.984714169266937e-7	1.0652182727507997e-4
mrps5	mrps5	Plesiomonas	-0.7785235936815638	0.7785235936815638	6.984714169266937e-7	1.0652182727507997e-4
ncbp1	ncbp1	Plesiomonas	-0.7785235936815638	0.7785235936815638	6.984714169266937e-7	1.0652182727507997e-4
ppie	ppie	Culicoidibacter	-0.7785235936815638	0.7785235936815638	6.984714169266937e-7	1.0652182727507997e-4
ppp1r11	ppp1r11	Plesiomonas	-0.7785235936815638	0.7785235936815638	6.984714169266937e-7	1.0652182727507997e-4
qars1	qars1	Culicoidibacter	-0.7785235936815638	0.7785235936815638	6.984714169266937e-7	1.0652182727507997e-4
smc1al	smc1al	Plesiomonas	-0.7785235936815638	0.7785235936815638	6.984714169266937e-7	1.0652182727507997e-4
snrpd3l	snrpd3l	Culicoidibacter	-0.7785235936815638	0.7785235936815638	6.984714169266937e-7	1.0652182727507997e-4
srsf6a	srsf6a	Plesiomonas	-0.7785235936815638	0.7785235936815638	6.984714169266937e-7	1.0652182727507997e-4
timm22	timm22	Culicoidibacter	-0.7785235936815638	0.7785235936815638	6.984714169266937e-7	1.0652182727507997e-4
uba3	uba3	Culicoidibacter	-0.7785235936815638	0.7785235936815638	6.984714169266937e-7	1.0652182727507997e-4
vrk1	vrk1	Culicoidibacter	-0.7785235936815638	0.7785235936815638	6.984714169266937e-7	1.0652182727507997e-4
taco1	taco1	Tundrisphaera	-0.7783461297663242	0.7783461297663242	7.088676030608809e-7	1.0791665366598268e-4
LOC141379833	LOC141379833	Gemmobacter	-0.7780677865942066	0.7780677865942066	7.254517671029248e-7	1.1024695613478409e-4
LOC100535415	LOC100535415	Vogesella	0.7779370853336242	0.7779370853336242	7.333579261636913e-7	1.1125258845083247e-4
homezb	homezb	Culicoidibacter	-0.7774910690215087	0.7774910690215087	7.609195535884794e-7	1.1523125429158588e-4
mrpl9	mrpl9	Paucibacter	-0.7770897832817338	0.7770897832817338	7.865026245834628e-7	1.1848188490649202e-4
psmd4b	psmd4b	Paucibacter	-0.7770897832817338	0.7770897832817338	7.865026245834628e-7	1.1848188490649202e-4
ripor2	ripor2	Paucibacter	-0.7770897832817338	0.7770897832817338	7.865026245834628e-7	1.1848188490649202e-4
slc9a5	slc9a5	Paenirhodobacter	-0.7769814056370538	0.7769814056370538	7.935422450255913e-7	1.1870230068768084e-4
ash2l	ash2l	Vogesella	0.7768566171595498	0.7768566171595498	8.017173658281251e-7	1.1870230068768084e-4
commd6	commd6	Vogesella	0.7768566171595498	0.7768566171595498	8.017173658281251e-7	1.1870230068768084e-4
phf5a	phf5a	Vogesella	0.7768566171595498	0.7768566171595498	8.017173658281251e-7	1.1870230068768084e-4
polr2c	polr2c	Vogesella	0.7768566171595498	0.7768566171595498	8.017173658281251e-7	1.1870230068768084e-4
sec24b	sec24b	Vogesella	0.7768566171595498	0.7768566171595498	8.017173658281251e-7	1.1870230068768084e-4
ubn2b	ubn2b	Vogesella	0.7768566171595498	0.7768566171595498	8.017173658281251e-7	1.1870230068768084e-4
uqcrc2b	uqcrc2b	Vogesella	0.7768566171595498	0.7768566171595498	8.017173658281251e-7	1.1870230068768084e-4
vps25	vps25	Vogesella	0.7768566171595498	0.7768566171595498	8.017173658281251e-7	1.1870230068768084e-4
ywhaqb	ywhaqb	Vogesella	0.7768566171595498	0.7768566171595498	8.017173658281251e-7	1.1870230068768084e-4
abcf3	abcf3	Culicoidibacter	-0.7764585443614535	0.7764585443614535	8.283000250131067e-7	1.1956192284131498e-4
asf1bb	asf1bb	Culicoidibacter	-0.7764585443614535	0.7764585443614535	8.283000250131067e-7	1.1956192284131498e-4
cbwd	cbwd	Culicoidibacter	-0.7764585443614535	0.7764585443614535	8.283000250131067e-7	1.1956192284131498e-4
ccdc22	ccdc22	Plesiomonas	-0.7764585443614535	0.7764585443614535	8.283000250131067e-7	1.1956192284131498e-4
ccna2	ccna2	Culicoidibacter	-0.7764585443614535	0.7764585443614535	8.283000250131067e-7	1.1956192284131498e-4
chordc1b	chordc1b	Culicoidibacter	-0.7764585443614535	0.7764585443614535	8.283000250131067e-7	1.1956192284131498e-4
dclre1a	dclre1a	Culicoidibacter	-0.7764585443614535	0.7764585443614535	8.283000250131067e-7	1.1956192284131498e-4
entpd1	entpd1	Culicoidibacter	-0.7764585443614535	0.7764585443614535	8.283000250131067e-7	1.1956192284131498e-4
ints13	ints13	Culicoidibacter	-0.7764585443614535	0.7764585443614535	8.283000250131067e-7	1.1956192284131498e-4
mapre1a	mapre1a	Culicoidibacter	-0.7764585443614535	0.7764585443614535	8.283000250131067e-7	1.1956192284131498e-4
pola2	pola2	Culicoidibacter	-0.7764585443614535	0.7764585443614535	8.283000250131067e-7	1.1956192284131498e-4
psma2b	psma2b	Plesiomonas	-0.7764585443614535	0.7764585443614535	8.283000250131067e-7	1.1956192284131498e-4
ranbp1	ranbp1	Culicoidibacter	-0.7764585443614535	0.7764585443614535	8.283000250131067e-7	1.1956192284131498e-4
snrnp200	snrnp200	Culicoidibacter	-0.7764585443614535	0.7764585443614535	8.283000250131067e-7	1.1956192284131498e-4
tardbpa	tardbpa	Plesiomonas	-0.7764585443614535	0.7764585443614535	8.283000250131067e-7	1.1956192284131498e-4
LOC100002544	LOC100002544	Gemmobacter	-0.7759984573745412	0.7759984573745412	8.600004759440338e-7	1.2372396847168843e-4
grna	grna	Gemmobacter	-0.7759984573745412	0.7759984573745412	8.600004759440338e-7	1.2372396847168843e-4
LOC570021	LOC570021	Culicoidibacter	-0.7754260197013985	0.7754260197013985	9.009487953459683e-7	1.2707352788475266e-4
actr2a	actr2a	Culicoidibacter	-0.7754260197013985	0.7754260197013985	9.009487953459683e-7	1.2707352788475266e-4
anapc2	anapc2	Plesiomonas	-0.7754260197013985	0.7754260197013985	9.009487953459683e-7	1.2707352788475266e-4
ccdc51	ccdc51	Culicoidibacter	-0.7754260197013985	0.7754260197013985	9.009487953459683e-7	1.2707352788475266e-4
cpsf3	cpsf3	Culicoidibacter	-0.7754260197013985	0.7754260197013985	9.009487953459683e-7	1.2707352788475266e-4
gtf2h4	gtf2h4	Culicoidibacter	-0.7754260197013985	0.7754260197013985	9.009487953459683e-7	1.2707352788475266e-4
ints8	ints8	Culicoidibacter	-0.7754260197013985	0.7754260197013985	9.009487953459683e-7	1.2707352788475266e-4
mhc1zfa	mhc1zfa	Culicoidibacter	-0.7754260197013985	0.7754260197013985	9.009487953459683e-7	1.2707352788475266e-4
prmt5	prmt5	Culicoidibacter	-0.7754260197013985	0.7754260197013985	9.009487953459683e-7	1.2707352788475266e-4
rad54l	rad54l	Culicoidibacter	-0.7754260197013985	0.7754260197013985	9.009487953459683e-7	1.2707352788475266e-4
tmpob	tmpob	Plesiomonas	-0.7754260197013985	0.7754260197013985	9.009487953459683e-7	1.2707352788475266e-4
tubb2b	tubb2b	Plesiomonas	-0.7754260197013985	0.7754260197013985	9.009487953459683e-7	1.2707352788475266e-4
gmpr2	gmpr2	Tundrisphaera	-0.7752160514964864	0.7752160514964864	9.16398370076621e-7	1.2904174699289372e-4
rfc2	rfc2	Paucibacter	-0.7750257997936018	0.7750257997936018	9.306005259723804e-7	1.308281869729803e-4
zgc:165409	zgc:165409	Paenirhodobacter	-0.7749066889330828	0.7749066889330828	9.395915410159716e-7	1.318774019983051e-4
ap5s1	ap5s1	Vogesella	0.7746956808114008	0.7746956808114008	9.557094611256645e-7	1.320708792908739e-4
idh2	idh2	Vogesella	0.7746956808114008	0.7746956808114008	9.557094611256645e-7	1.320708792908739e-4
psma8	psma8	Vogesella	0.7746956808114008	0.7746956808114008	9.557094611256645e-7	1.320708792908739e-4
samm50	samm50	Vogesella	0.7746956808114008	0.7746956808114008	9.557094611256645e-7	1.320708792908739e-4
si:ch211-209f23.6	si:ch211-209f23.6	Vogesella	0.7746956808114008	0.7746956808114008	9.557094611256645e-7	1.320708792908739e-4
slc66a3	slc66a3	Vogesella	0.7746956808114008	0.7746956808114008	9.557094611256645e-7	1.320708792908739e-4
smap1	smap1	Vogesella	0.7746956808114008	0.7746956808114008	9.557094611256645e-7	1.320708792908739e-4
triobpa	triobpa	Vogesella	0.7746956808114008	0.7746956808114008	9.557094611256645e-7	1.320708792908739e-4
LOC101885445	LOC101885445	Culicoidibacter	-0.7743934950413432	0.7743934950413432	9.792208290893e-7	1.320708792908739e-4
ankrd50l	ankrd50l	Culicoidibacter	-0.7743934950413432	0.7743934950413432	9.792208290893e-7	1.320708792908739e-4
ap1s2	ap1s2	Culicoidibacter	-0.7743934950413432	0.7743934950413432	9.792208290893e-7	1.320708792908739e-4
ash2l	ash2l	Plesiomonas	-0.7743934950413432	0.7743934950413432	9.792208290893e-7	1.320708792908739e-4
atad2	atad2	Culicoidibacter	-0.7743934950413432	0.7743934950413432	9.792208290893e-7	1.320708792908739e-4
emc6	emc6	Plesiomonas	-0.7743934950413432	0.7743934950413432	9.792208290893e-7	1.320708792908739e-4
gzma	gzma	Culicoidibacter	-0.7743934950413432	0.7743934950413432	9.792208290893e-7	1.320708792908739e-4
haus5	haus5	Culicoidibacter	-0.7743934950413432	0.7743934950413432	9.792208290893e-7	1.320708792908739e-4
iah1	iah1	Culicoidibacter	-0.7743934950413432	0.7743934950413432	9.792208290893e-7	1.320708792908739e-4
krcp	krcp	Culicoidibacter	-0.7743934950413432	0.7743934950413432	9.792208290893e-7	1.320708792908739e-4
nol6	nol6	Culicoidibacter	-0.7743934950413432	0.7743934950413432	9.792208290893e-7	1.320708792908739e-4
psmd8	psmd8	Plesiomonas	-0.7743934950413432	0.7743934950413432	9.792208290893e-7	1.320708792908739e-4
skp2	skp2	Culicoidibacter	-0.7743934950413432	0.7743934950413432	9.792208290893e-7	1.320708792908739e-4
smap1	smap1	Culicoidibacter	-0.7743934950413432	0.7743934950413432	9.792208290893e-7	1.320708792908739e-4
unc45a	unc45a	Culicoidibacter	-0.7743934950413432	0.7743934950413432	9.792208290893e-7	1.320708792908739e-4
vac14	vac14	Plesiomonas	-0.7743934950413432	0.7743934950413432	9.792208290893e-7	1.320708792908739e-4
vcp	vcp	Culicoidibacter	-0.7743934950413432	0.7743934950413432	9.792208290893e-7	1.320708792908739e-4
zgc:172339	zgc:172339	Paenirhodobacter	-0.7738693305810975	0.7738693305810975	1.021226887720772e-6	1.3752150346516272e-4
mrpl14	mrpl14	Vogesella	0.7736152126373262	0.7736152126373262	1.0421630693979722e-6	1.3990431413275827e-4
tardbpb	tardbpb	Vogesella	0.7736152126373262	0.7736152126373262	1.0421630693979722e-6	1.3990431413275827e-4
cct7	cct7	Culicoidibacter	-0.7733609703812881	0.7733609703812881	1.063490922659227e-6	1.4058112243954337e-4
clic1	clic1	Plesiomonas	-0.7733609703812881	0.7733609703812881	1.063490922659227e-6	1.4058112243954337e-4
cse1l	cse1l	Culicoidibacter	-0.7733609703812881	0.7733609703812881	1.063490922659227e-6	1.4058112243954337e-4
lgals9l3	lgals9l3	Culicoidibacter	-0.7733609703812881	0.7733609703812881	1.063490922659227e-6	1.4058112243954337e-4
mrc1b	mrc1b	Culicoidibacter	-0.7733609703812881	0.7733609703812881	1.063490922659227e-6	1.4058112243954337e-4
orc1	orc1	Culicoidibacter	-0.7733609703812881	0.7733609703812881	1.063490922659227e-6	1.4058112243954337e-4
smc2	smc2	Culicoidibacter	-0.7733609703812881	0.7733609703812881	1.063490922659227e-6	1.4058112243954337e-4
smyd5	smyd5	Culicoidibacter	-0.7733609703812881	0.7733609703812881	1.063490922659227e-6	1.4058112243954337e-4
supt7l	supt7l	Culicoidibacter	-0.7733609703812881	0.7733609703812881	1.063490922659227e-6	1.4058112243954337e-4
timp4.2	timp4.2	Culicoidibacter	-0.7733609703812881	0.7733609703812881	1.063490922659227e-6	1.4058112243954337e-4
pold3	pold3	Paucibacter	-0.7729618163054696	0.7729618163054696	1.0977592939109826e-6	1.44667915253591e-4
psmd6	psmd6	Paucibacter	-0.7729618163054696	0.7729618163054696	1.0977592939109826e-6	1.44667915253591e-4
si:ch211-209n20.1	si:ch211-209n20.1	Polymorphobacter	0.7728426616839967	0.7728426616839967	1.1081776642996033e-6	1.4571968791813797e-4
cbx5	cbx5	Paenirhodobacter	-0.772831972229112	0.772831972229112	1.1091165903476252e-6	1.4571968791813797e-4
gtf2h4	gtf2h4	Vogesella	0.7725347444632519	0.7725347444632519	1.1355091500409031e-6	1.4586452063281718e-4
hnrnpl2	hnrnpl2	Vogesella	0.7725347444632519	0.7725347444632519	1.1355091500409031e-6	1.4586452063281718e-4
snrpb	snrpb	Vogesella	0.7725347444632519	0.7725347444632519	1.1355091500409031e-6	1.4586452063281718e-4
sri	sri	Vogesella	0.7725347444632519	0.7725347444632519	1.1355091500409031e-6	1.4586452063281718e-4
LOC103908936	LOC103908936	Plesiomonas	-0.772328445721233	0.772328445721233	1.154154561477938e-6	1.4586452063281718e-4
abracl	abracl	Culicoidibacter	-0.772328445721233	0.772328445721233	1.154154561477938e-6	1.4586452063281718e-4
aurkb	aurkb	Culicoidibacter	-0.772328445721233	0.772328445721233	1.154154561477938e-6	1.4586452063281718e-4
chaf1a	chaf1a	Culicoidibacter	-0.772328445721233	0.772328445721233	1.154154561477938e-6	1.4586452063281718e-4
denr	denr	Plesiomonas	-0.772328445721233	0.772328445721233	1.154154561477938e-6	1.4586452063281718e-4
drosha	drosha	Culicoidibacter	-0.772328445721233	0.772328445721233	1.154154561477938e-6	1.4586452063281718e-4
ikbkb	ikbkb	Culicoidibacter	-0.772328445721233	0.772328445721233	1.154154561477938e-6	1.4586452063281718e-4
lmnb2	lmnb2	Culicoidibacter	-0.772328445721233	0.772328445721233	1.154154561477938e-6	1.4586452063281718e-4
mis18bp1	mis18bp1	Culicoidibacter	-0.772328445721233	0.772328445721233	1.154154561477938e-6	1.4586452063281718e-4
mrpl13	mrpl13	Plesiomonas	-0.772328445721233	0.772328445721233	1.154154561477938e-6	1.4586452063281718e-4
mrpl19	mrpl19	Plesiomonas	-0.772328445721233	0.772328445721233	1.154154561477938e-6	1.4586452063281718e-4
mtrex	mtrex	Plesiomonas	-0.772328445721233	0.772328445721233	1.154154561477938e-6	1.4586452063281718e-4
nasp	nasp	Culicoidibacter	-0.772328445721233	0.772328445721233	1.154154561477938e-6	1.4586452063281718e-4
pigs	pigs	Culicoidibacter	-0.772328445721233	0.772328445721233	1.154154561477938e-6	1.4586452063281718e-4
psma5	psma5	Culicoidibacter	-0.772328445721233	0.772328445721233	1.154154561477938e-6	1.4586452063281718e-4
psmc5	psmc5	Plesiomonas	-0.772328445721233	0.772328445721233	1.154154561477938e-6	1.4586452063281718e-4
rcor1	rcor1	Plesiomonas	-0.772328445721233	0.772328445721233	1.154154561477938e-6	1.4586452063281718e-4
samhd1	samhd1	Culicoidibacter	-0.772328445721233	0.772328445721233	1.154154561477938e-6	1.4586452063281718e-4
sf3b4	sf3b4	Plesiomonas	-0.772328445721233	0.772328445721233	1.154154561477938e-6	1.4586452063281718e-4
si:ch73-362m14.2	si:ch73-362m14.2	Plesiomonas	-0.772328445721233	0.772328445721233	1.154154561477938e-6	1.4586452063281718e-4
thoc6	thoc6	Culicoidibacter	-0.772328445721233	0.772328445721233	1.154154561477938e-6	1.4586452063281718e-4
tpst1l	tpst1l	Culicoidibacter	-0.772328445721233	0.772328445721233	1.154154561477938e-6	1.4586452063281718e-4
ptrh2	ptrh2	Tundrisphaera	-0.7720859732266487	0.7720859732266487	1.1764171137240709e-6	1.4846074391746794e-4
gzm3	gzm3	Paenirhodobacter	-0.7717946138771268	0.7717946138771268	1.2036727574660233e-6	1.514574763144456e-4
tubgcp2	tubgcp2	Paenirhodobacter	-0.7717946138771268	0.7717946138771268	1.2036727574660233e-6	1.514574763144456e-4
LOC108179575	LOC108179575	Gemmobacter	-0.7715867100303743	0.7715867100303743	1.223463239163891e-6	1.5368328079784003e-4
coa7	coa7	Vogesella	0.7714542762891773	0.7714542762891773	1.2362200039195415e-6	1.5368328079784003e-4
dhx9	dhx9	Vogesella	0.7714542762891773	0.7714542762891773	1.2362200039195415e-6	1.5368328079784003e-4
dpp3	dpp3	Vogesella	0.7714542762891773	0.7714542762891773	1.2362200039195415e-6	1.5368328079784003e-4
engase	engase	Vogesella	0.7714542762891773	0.7714542762891773	1.2362200039195415e-6	1.5368328079784003e-4
LOC141380844	LOC141380844	Plesiomonas	-0.7712959210611778	0.7712959210611778	1.2516288001584996e-6	1.5368328079784003e-4
ccnd1	ccnd1	Culicoidibacter	-0.7712959210611778	0.7712959210611778	1.2516288001584996e-6	1.5368328079784003e-4
cenpl	cenpl	Culicoidibacter	-0.7712959210611778	0.7712959210611778	1.2516288001584996e-6	1.5368328079784003e-4
ifi44f4	ifi44f4	Culicoidibacter	-0.7712959210611778	0.7712959210611778	1.2516288001584996e-6	1.5368328079784003e-4
ints5	ints5	Plesiomonas	-0.7712959210611778	0.7712959210611778	1.2516288001584996e-6	1.5368328079784003e-4
mbd3b	mbd3b	Culicoidibacter	-0.7712959210611778	0.7712959210611778	1.2516288001584996e-6	1.5368328079784003e-4
pgam5	pgam5	Culicoidibacter	-0.7712959210611778	0.7712959210611778	1.2516288001584996e-6	1.5368328079784003e-4
pigu	pigu	Culicoidibacter	-0.7712959210611778	0.7712959210611778	1.2516288001584996e-6	1.5368328079784003e-4
ppil4	ppil4	Culicoidibacter	-0.7712959210611778	0.7712959210611778	1.2516288001584996e-6	1.5368328079784003e-4
prim2	prim2	Culicoidibacter	-0.7712959210611778	0.7712959210611778	1.2516288001584996e-6	1.5368328079784003e-4
ssuh2.4	ssuh2.4	Plesiomonas	-0.7712959210611778	0.7712959210611778	1.2516288001584996e-6	1.5368328079784003e-4
topbp1	topbp1	Culicoidibacter	-0.7712959210611778	0.7712959210611778	1.2516288001584996e-6	1.5368328079784003e-4
fbxo44.8	fbxo44.8	Polymorphobacter	0.7711921002273631	0.7711921002273631	1.2618235405437161e-6	1.5471498039231965e-4
rpa2	rpa2	Paucibacter	-0.7708978328173374	0.7708978328173374	1.2911215341304683e-6	1.5808272298525942e-4
myb	myb	Gemmobacter	-0.7708251343253775	0.7708251343253775	1.2984520514347508e-6	1.5869686669284312e-4
e2f5	e2f5	Paenirhodobacter	-0.7707572555251413	0.7707572555251413	1.305329943024347e-6	1.5869686669284312e-4
ppef2b	ppef2b	Aurantisolimonas	0.7707572555251413	0.7707572555251413	1.305329943024347e-6	1.5869686669284312e-4
psmc1b	psmc1b	Paenirhodobacter	-0.7707572555251413	0.7707572555251413	1.305329943024347e-6	1.5869686669284312e-4
teni.1	teni.1	Paenirhodobacter	-0.7707572555251413	0.7707572555251413	1.305329943024347e-6	1.5869686669284312e-4
erap2	erap2	Vogesella	0.7703738081151028	0.7703738081151028	1.3447946602962446e-6	1.5994405589776385e-4
h3f3a	h3f3a	Vogesella	0.7703738081151028	0.7703738081151028	1.3447946602962446e-6	1.5994405589776385e-4
hibadhb	hibadhb	Vogesella	0.7703738081151028	0.7703738081151028	1.3447946602962446e-6	1.5994405589776385e-4
ipo9	ipo9	Vogesella	0.7703738081151028	0.7703738081151028	1.3447946602962446e-6	1.5994405589776385e-4
psmd2	psmd2	Vogesella	0.7703738081151028	0.7703738081151028	1.3447946602962446e-6	1.5994405589776385e-4
rspry1	rspry1	Vogesella	0.7703738081151028	0.7703738081151028	1.3447946602962446e-6	1.5994405589776385e-4
sult1st4	sult1st4	Vogesella	-0.7703738081151028	0.7703738081151028	1.3447946602962446e-6	1.5994405589776385e-4
atg16l1	atg16l1	Culicoidibacter	-0.7702633964011227	0.7702633964011227	1.3563531657823091e-6	1.5994405589776385e-4
cbx3a	cbx3a	Culicoidibacter	-0.7702633964011227	0.7702633964011227	1.3563531657823091e-6	1.5994405589776385e-4
cdc6	cdc6	Culicoidibacter	-0.7702633964011227	0.7702633964011227	1.3563531657823091e-6	1.5994405589776385e-4
ciao1	ciao1	Plesiomonas	-0.7702633964011227	0.7702633964011227	1.3563531657823091e-6	1.5994405589776385e-4
eed	eed	Plesiomonas	-0.7702633964011227	0.7702633964011227	1.3563531657823091e-6	1.5994405589776385e-4
hibadhb	hibadhb	Plesiomonas	-0.7702633964011227	0.7702633964011227	1.3563531657823091e-6	1.5994405589776385e-4
hmga1a	hmga1a	Culicoidibacter	-0.7702633964011227	0.7702633964011227	1.3563531657823091e-6	1.5994405589776385e-4
hnrnpa1a	hnrnpa1a	Culicoidibacter	-0.7702633964011227	0.7702633964011227	1.3563531657823091e-6	1.5994405589776385e-4
hspbp1	hspbp1	Culicoidibacter	-0.7702633964011227	0.7702633964011227	1.3563531657823091e-6	1.5994405589776385e-4
pdk2a	pdk2a	Culicoidibacter	0.7702633964011227	0.7702633964011227	1.3563531657823091e-6	1.5994405589776385e-4
pfdn6	pfdn6	Culicoidibacter	-0.7702633964011227	0.7702633964011227	1.3563531657823091e-6	1.5994405589776385e-4
polr2c	polr2c	Plesiomonas	-0.7702633964011227	0.7702633964011227	1.3563531657823091e-6	1.5994405589776385e-4
si:ch211-132b12.7	si:ch211-132b12.7	Chitinilyticum	0.7702633964011227	0.7702633964011227	1.3563531657823091e-6	1.5994405589776385e-4
stx2a	stx2a	Culicoidibacter	-0.7702633964011227	0.7702633964011227	1.3563531657823091e-6	1.5994405589776385e-4
tfec	tfec	Culicoidibacter	-0.7702633964011227	0.7702633964011227	1.3563531657823091e-6	1.5994405589776385e-4
recql4	recql4	Paenirhodobacter	-0.769719897173156	0.769719897173156	1.4145460833780987e-6	1.6657872219797286e-4
LOC137496284	LOC137496284	Culicoidibacter	-0.7696280991735537	0.7696280991735537	1.4245908768195648e-6	1.6753305162968394e-4
arpc4	arpc4	Vogesella	0.7692933399410283	0.7692933399410283	1.4617600365696148e-6	1.6792653609297824e-4
gtdc1	gtdc1	Vogesella	0.7692933399410283	0.7692933399410283	1.4617600365696148e-6	1.6792653609297824e-4
h2ax	h2ax	Vogesella	0.7692933399410283	0.7692933399410283	1.4617600365696148e-6	1.6792653609297824e-4
ikbkb	ikbkb	Vogesella	0.7692933399410283	0.7692933399410283	1.4617600365696148e-6	1.6792653609297824e-4
mrps23	mrps23	Vogesella	0.7692933399410283	0.7692933399410283	1.4617600365696148e-6	1.6792653609297824e-4
msna	msna	Vogesella	0.7692933399410283	0.7692933399410283	1.4617600365696148e-6	1.6792653609297824e-4
psmb10	psmb10	Vogesella	0.7692933399410283	0.7692933399410283	1.4617600365696148e-6	1.6792653609297824e-4
smarca4a	smarca4a	Vogesella	0.7692933399410283	0.7692933399410283	1.4617600365696148e-6	1.6792653609297824e-4
cd22	cd22	Culicoidibacter	-0.7692308717410676	0.7692308717410676	1.4687905878218999e-6	1.6792653609297824e-4
chia.3	chia.3	Culicoidibacter	0.7692308717410676	0.7692308717410676	1.4687905878218999e-6	1.6792653609297824e-4
e2f7	e2f7	Culicoidibacter	-0.7692308717410676	0.7692308717410676	1.4687905878218999e-6	1.6792653609297824e-4
ilf3a	ilf3a	Culicoidibacter	-0.7692308717410676	0.7692308717410676	1.4687905878218999e-6	1.6792653609297824e-4
lasp1	lasp1	Culicoidibacter	-0.7692308717410676	0.7692308717410676	1.4687905878218999e-6	1.6792653609297824e-4
nup93	nup93	Culicoidibacter	-0.7692308717410676	0.7692308717410676	1.4687905878218999e-6	1.6792653609297824e-4
pigrl2.6	pigrl2.6	Culicoidibacter	-0.7692308717410676	0.7692308717410676	1.4687905878218999e-6	1.6792653609297824e-4
psmc1b	psmc1b	Plesiomonas	-0.7692308717410676	0.7692308717410676	1.4687905878218999e-6	1.6792653609297824e-4
psmc3ip	psmc3ip	Culicoidibacter	-0.7692308717410676	0.7692308717410676	1.4687905878218999e-6	1.6792653609297824e-4
psmd14	psmd14	Culicoidibacter	-0.7692308717410676	0.7692308717410676	1.4687905878218999e-6	1.6792653609297824e-4
snapin	snapin	Plesiomonas	-0.7692308717410676	0.7692308717410676	1.4687905878218999e-6	1.6792653609297824e-4
tdp1	tdp1	Culicoidibacter	-0.7692308717410676	0.7692308717410676	1.4687905878218999e-6	1.6792653609297824e-4
tut1	tut1	Culicoidibacter	-0.7692308717410676	0.7692308717410676	1.4687905878218999e-6	1.6792653609297824e-4
mrpl21	mrpl21	Tundrisphaera	-0.7689558949568109	0.7689558949568109	1.5000964150857499e-6	1.7127886567961222e-4
fanci	fanci	Paucibacter	-0.7688338493292053	0.7688338493292053	1.51417997074077e-6	1.7265852165703106e-4
lgals9l3	lgals9l3	Vogesella	0.7682128717669539	0.7682128717669539	1.5876721306540276e-6	1.7499727778822456e-4
lmnb2	lmnb2	Vogesella	0.7682128717669539	0.7682128717669539	1.5876721306540276e-6	1.7499727778822456e-4
med23	med23	Vogesella	0.7682128717669539	0.7682128717669539	1.5876721306540276e-6	1.7499727778822456e-4
