gene_id	taxa_id	correlation	p_value	fdr	abs_correlation	comparison_name	base_treatment	comparison_treatment
LOC141375230	Bosea	-0.7508981616416541	0.001998001998001998	0.0105157999894842	0.7508981616416541	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
zgc:171500	Pseudoxanthomonas	0.7450494757752555	0.001998001998001998	0.0105157999894842	0.7450494757752555	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
ctnnd1	Tundrisphaera	-0.7414926093545404	0.08591408591408592	0.09653268080234374	0.7414926093545404	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
card19	Tundrisphaera	-0.7233092791571996	0.07292707292707293	0.08919651776794635	0.7233092791571996	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
nutf2	Tundrisphaera	-0.722606355904035	0.04995004995004995	0.07455231335828351	0.722606355904035	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
calm2b	Gemmobacter	-0.7221178368545054	0.04695304695304695	0.07336413586413586	0.7221178368545054	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
mrpl20	Acinetobacter	0.7168139882520336	0.007992007992007992	0.02854288568574283	0.7168139882520336	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
LOC110438754	Tundrisphaera	-0.7107179191802107	0.08591408591408592	0.09653268080234374	0.7107179191802107	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
pdcd6	Tundrisphaera	-0.7050003919279371	0.07392607392607392	0.08919651776794635	0.7050003919279371	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
mcee	Acinetobacter	0.6957297182143194	0.002997002997002997	0.01362274089546817	0.6957297182143194	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
ftr22	Gemmobacter	-0.6904102893473145	0.012987012987012988	0.031675641431738996	0.6904102893473145	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
ube2d2	Gemmobacter	-0.6883279184853128	0.029970029970029972	0.05449096358187267	0.6883279184853128	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
hnrnpdl	Tundrisphaera	-0.6810001156916664	0.057942057942057944	0.08047508047508048	0.6810001156916664	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
crocc	Vibrio	0.6752401852571627	0.011988011988011988	0.0315473999684526	0.6752401852571627	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
srcap	Tundrisphaera	-0.6716961302989622	0.05094905094905095	0.07492507492507493	0.6716961302989622	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
ugt1a2	Culicoidibacter	0.6581756166130979	0.001998001998001998	0.0105157999894842	0.6581756166130979	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
capza1b	Tundrisphaera	-0.6552561559272059	0.057942057942057944	0.08047508047508048	0.6552561559272059	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
arpc4l	Tundrisphaera	-0.6546201569119688	0.07492507492507493	0.08919651776794635	0.6546201569119688	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
ezh2	Acinetobacter	0.6545227810209213	0.01998001998001998	0.04077555097963261	0.6545227810209213	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
ube2d2	Tundrisphaera	-0.6446000141735014	0.04995004995004995	0.07455231335828351	0.6446000141735014	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
dcp1b	Tundrisphaera	-0.6432885684689493	0.06393606393606394	0.08524808524808525	0.6432885684689493	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
cbfb	Vibrio	0.6365260985247713	0.002997002997002997	0.01362274089546817	0.6365260985247713	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
ly75	Tundrisphaera	-0.6335970416114516	0.06793206793206794	0.08709239478470249	0.6335970416114516	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
ube2d2l	Acinetobacter	0.6294489854949997	0.014985014985014986	0.03567860710717854	0.6294489854949997	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
plch1	Tundrisphaera	-0.6260981947403567	0.027972027972027972	0.0518000518000518	0.6260981947403567	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
nsfl1c	Tundrisphaera	-0.6259393360254141	0.03496503496503497	0.06028454304316373	0.6259393360254141	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
cul9	Tundrisphaera	-0.6209260261069254	0.03996003996003996	0.0655082622295737	0.6209260261069254	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
marchf5l	Tundrisphaera	-0.6189193145857205	0.054945054945054944	0.0796305144131231	0.6189193145857205	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
psmd11b	Tundrisphaera	-0.6155214020026998	0.022977022977022976	0.04418658264812111	0.6155214020026998	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
psmc3	Tundrisphaera	-0.613483049894938	0.03696303696303696	0.0616050616050616	0.613483049894938	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
LOC108180184	Gemmobacter	-0.6123740268485954	0.015984015984015984	0.03717213019538601	0.6123740268485954	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
LOC100149991	Tundrisphaera	-0.6061333519728203	0.03596403596403597	0.06095599315938299	0.6061333519728203	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
cd74a	Tundrisphaera	-0.6058988662563893	0.03396603396603397	0.0595895332737438	0.6058988662563893	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
parp14rs1	Tundrisphaera	-0.5954978293363151	0.04795204795204795	0.07377238146468916	0.5954978293363151	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
uba7	Tundrisphaera	-0.5920347466007955	0.07292707292707293	0.08919651776794635	0.5920347466007955	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
sptssa	Acinetobacter	0.5900309023325824	9.99000999000999e-4	0.007684623069238454	0.5900309023325824	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
znf367	Tundrisphaera	-0.587259386792103	0.004995004995004995	0.020812520812520816	0.587259386792103	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
si:ch211-108p6.4	Tundrisphaera	-0.5866008990825236	0.06593406593406594	0.08675534991324466	0.5866008990825236	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
mfn1b	Tundrisphaera	-0.5861875061386128	0.03196803196803197	0.05708577137148566	0.5861875061386128	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
pex16	Tundrisphaera	-0.586113892307778	0.07892107892107893	0.09176869641985923	0.586113892307778	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
btr31	Tundrisphaera	-0.5851214395257478	0.07492507492507493	0.08919651776794635	0.5851214395257478	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
erap2	Tundrisphaera	-0.5849669671552254	0.055944055944055944	0.07992007992007992	0.5849669671552254	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
rnf115a	Tundrisphaera	-0.5797904430670241	0.07392607392607392	0.08919651776794635	0.5797904430670241	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
dnmt3ba	Tundrisphaera	-0.5783532413468213	0.02197802197802198	0.043094160741219564	0.5783532413468213	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
casp22	Tundrisphaera	-0.57686653416428	0.011988011988011988	0.0315473999684526	0.57686653416428	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
cs	Tundrisphaera	-0.5735657792422449	0.059940059940059943	0.081000081000081	0.5735657792422449	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
uba1	Acinetobacter	0.5689735797064087	0.001998001998001998	0.0105157999894842	0.5689735797064087	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
mfsd9	Tundrisphaera	-0.5510550779116952	0.08191808191808192	0.09415871484837002	0.5510550779116952	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
cox16	Acinetobacter	0.549074347438479	9.99000999000999e-4	0.007684623069238454	0.549074347438479	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
LOC100330485	Tundrisphaera	-0.5464442933673405	0.01998001998001998	0.04077555097963261	0.5464442933673405	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
si:ch211-226o13.1	Tundrisphaera	-0.5397065831303899	0.04295704295704296	0.06818578247149676	0.5397065831303899	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
rarres3l	Tundrisphaera	-0.5396920681481809	0.01998001998001998	0.04077555097963261	0.5396920681481809	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
eif2ak1	Bosea	-0.5365570465100407	0.001998001998001998	0.0105157999894842	0.5365570465100407	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
hspa12a.2	Gemmobacter	-0.5354082988493624	0.017982017982017984	0.03996003996003997	0.5354082988493624	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
LOC103911103	Tundrisphaera	-0.5162753467180219	0.02197802197802198	0.043094160741219564	0.5162753467180219	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
ubtf	Tundrisphaera	-0.5126967688971309	0.07592407592407592	0.08932244226361874	0.5126967688971309	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
LOC101883939	Vibrio	0.5041931947612315	9.99000999000999e-4	0.007684623069238454	0.5041931947612315	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
si:ch73-106k19.4	Tundrisphaera	-0.49160212648170243	0.008991008991008992	0.029003254809706423	0.49160212648170243	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
mhc2daa	Paenirhodobacter	-0.4859419648007512	9.99000999000999e-4	0.007684623069238454	0.4859419648007512	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
si:dkey-46k9.4	Vibrio	-0.4798486487481051	0.011988011988011988	0.0315473999684526	0.4798486487481051	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
si:dkey-58f10.6	Tundrisphaera	-0.4762749929285835	0.04295704295704296	0.06818578247149676	0.4762749929285835	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
hspa12a.2	Tundrisphaera	-0.4686462637292276	0.017982017982017984	0.03996003996003997	0.4686462637292276	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
si:ch211-209n20.1	Tundrisphaera	-0.4589319884545891	0.008991008991008992	0.029003254809706423	0.4589319884545891	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
LOC103911103	Roseomonas	-0.41665444032482063	0.011988011988011988	0.0315473999684526	0.41665444032482063	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
si:ch211-15j1.5	Tundrisphaera	-0.40705285756231946	0.012987012987012988	0.031675641431738996	0.40705285756231946	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
chia.3	Vibrio	-0.3964797577925372	0.00999000999000999	0.030272757545484818	0.3964797577925372	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
gig2l	Tundrisphaera	-0.3554840818694561	0.006993006993006993	0.02689618074233459	0.3554840818694561	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
pigrl2.6	Vibrio	0.33410112350018284	9.99000999000999e-4	0.007684623069238454	0.33410112350018284	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
pimr66	Roseomonas	-0.33401096144267145	0.00999000999000999	0.030272757545484818	0.33401096144267145	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
si:ch211-39i2.2	Acinetobacter	0.31015512572763765	9.99000999000999e-4	0.007684623069238454	0.31015512572763765	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
snupn	Acinetobacter	0.2621700735992378	9.99000999000999e-4	0.007684623069238454	0.2621700735992378	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
wdr31	Tundrisphaera	-0.2357825581325322	0.01898101898101898	0.04077555097963261	0.2357825581325322	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
zgc:162611	Vibrio	0.12600668230379256	0.007992007992007992	0.02854288568574283	0.12600668230379256	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
si:ch211-241j12.3	Acinetobacter	0.0743616121146564	9.99000999000999e-4	0.007684623069238454	0.0743616121146564	A- T- P- vs A+ T- P+	A- T- P-	A+ T- P+
LOC137490512	Mesorhizobium	1	0.001998001998001998	0.01762942939413528	1	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC141374967	Afipia	1	9.99000999000999e-4	0.01762942939413528	1	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC795984	Luteolibacter	1	0.001998001998001998	0.01762942939413528	1	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC795984	Phaselicystis	1	0.001998001998001998	0.01762942939413528	1	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC795984	Piscinibacter	1	0.003996003996003996	0.01998001998001998	1	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
zgc:173544	Vogesella	1	0.002997002997002997	0.01762942939413528	1	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC141377641	Permianibacter	0.98001294281	0.00999000999000999	0.03567860710717854	0.98001294281	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
gls2a	Chitinilyticum	0.9020493792315732	0.002997002997002997	0.01762942939413528	0.9020493792315732	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ankrd9	Chitinilyticum	0.8893451551279157	0.003996003996003996	0.01998001998001998	0.8893451551279157	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
arglu1a	Bosea	-0.8830877390420798	9.99000999000999e-4	0.01762942939413528	0.8830877390420798	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
si:ch211-168f7.5	Flavobacterium	-0.8772168417247174	0.007992007992007992	0.030738492276953817	0.8772168417247174	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ccdc85ca	Chitinilyticum	0.8448347803750333	0.002997002997002997	0.01762942939413528	0.8448347803750333	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
grm1b	Bosea	-0.8435464311118629	9.99000999000999e-4	0.01762942939413528	0.8435464311118629	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
zgc:91968	Pseudomonas	-0.8086408978186131	0.01098901098901099	0.037893141341417205	0.8086408978186131	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
rps26l	Caulobacter	0.7750644409904021	0.012987012987012988	0.043290043290043295	0.7750644409904021	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
cmss1	Cetobacterium	-0.7468634492677065	0.00999000999000999	0.03567860710717854	0.7468634492677065	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
phlpp2	Crenobacter	0.7325897648777654	0.029970029970029972	0.0881471469706764	0.7325897648777654	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ugt2b2p	Cloacibacterium	-0.7296117251871296	0.001998001998001998	0.01762942939413528	0.7296117251871296	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
rbm25b	Acinetobacter	0.6988658221368297	0.002997002997002997	0.01762942939413528	0.6988658221368297	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
anos1	Pirellula	-0.695240597370875	0.004995004995004995	0.021717413021760848	0.695240597370875	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
syt13	Gemmobacter	-0.6911282440011152	0.014985014985014986	0.04833875801617737	0.6911282440011152	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
chchd5	Cloacibacterium	-0.6834440330217054	0.004995004995004995	0.021717413021760848	0.6834440330217054	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
itgb4	Pirellula	-0.6803744309655799	9.99000999000999e-4	0.01762942939413528	0.6803744309655799	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
adnpa	Acinetobacter	0.662770688776018	0.004995004995004995	0.021717413021760848	0.662770688776018	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ccnb3	Shewanella	0.6559171202656642	0.03996003996003996	0.09746351209765844	0.6559171202656642	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
surf4	Shewanella	0.6409186580008942	0.03396603396603397	0.08938429991061571	0.6409186580008942	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC141386051	Pseudorhodoplanes	0.6370127408895471	0.001998001998001998	0.01762942939413528	0.6370127408895471	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC108180727	Fluviicola	-0.6279978035275942	0.002997002997002997	0.01762942939413528	0.6279978035275942	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
si:ch211-167j6.3	Roseicella	0.6205826104985617	0.001998001998001998	0.01762942939413528	0.6205826104985617	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
xkr9	Crenobacter	0.6136444924226351	0.003996003996003996	0.01998001998001998	0.6136444924226351	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
si:ch211-226m7.4	Fluviicola	-0.6125970486023887	0.01998001998001998	0.060545515090969636	0.6125970486023887	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
si:dkey-201l21.4	Runella	0.6106442312788324	0.007992007992007992	0.030738492276953817	0.6106442312788324	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
gpr55a	Elstera	-0.6006377343727878	0.04995004995004995	0.0999000999000999	0.6006377343727878	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
bcl2l13	Agitococcus	-0.5901291244697597	0.03296703296703297	0.0891000891000891	0.5901291244697597	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC141377641	Sphingobium	0.5878330581167919	0.001998001998001998	0.01762942939413528	0.5878330581167919	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
asb5b	Plesiomonas	-0.5329292641339501	0.006993006993006993	0.02913752913752914	0.5329292641339501	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ncaph	Agitococcus	-0.5309201953888877	0.04195804195804196	0.09772835859792381	0.5309201953888877	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
iyd	Mycobacterium	0.5143238099662594	0.002997002997002997	0.01762942939413528	0.5143238099662594	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
pdk2b	Bdellovibrio	-0.5102490238464806	0.03196803196803197	0.0888000888000888	0.5102490238464806	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
aurkb	Agitococcus	-0.48694609042803894	0.04995004995004995	0.0999000999000999	0.48694609042803894	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC101882702	Mycobacterium	-0.4440719831749451	0.030969030969030968	0.08848294562580276	0.4440719831749451	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ftr03	Chryseotalea	-0.4235881134023055	0.03996003996003996	0.09746351209765844	0.4235881134023055	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
pdk2b	Elstera	-0.4181592278466431	0.03496503496503497	0.08965393580778197	0.4181592278466431	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC553228	Chryseotalea	-0.4085792367511628	0.04695304695304695	0.09990009990009989	0.4085792367511628	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
cdca7b	Agitococcus	-0.4052777710397683	0.04495504495504495	0.09772835859792381	0.4052777710397683	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
batf	Chryseotalea	-0.40254481496893574	0.017982017982017984	0.0561938061938062	0.40254481496893574	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
zgc:162200	Chryseotalea	-0.40157410045456143	0.04395604395604396	0.09772835859792381	0.40157410045456143	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
pmaip1	Elstera	-0.39677020028762616	0.04495504495504495	0.09772835859792381	0.39677020028762616	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
elmo2	Aquihabitans	-0.36654572321957835	0.04295704295704296	0.09772835859792381	0.36654572321957835	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
slc52a3-1	Elstera	-0.36401915121497513	0.04795204795204795	0.0999000999000999	0.36401915121497513	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
zgc:171500	Piscinibacter	1	0.011988011988011988	0.03996003996003996	1	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
nkain1	Vogesella	0.9452266013172123	0.01898101898101898	0.04757147614290472	0.9452266013172123	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
zgc:158464	Vogesella	0.9352718449242622	0.005994005994005994	0.02724548179093634	0.9352718449242622	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
rabl6a	Vogesella	0.9321287431718736	0.024975024975024976	0.05429353255440212	0.9321287431718736	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
LOC141381839	Chitinilyticum	0.8942603878898211	0.002997002997002997	0.0222000222000222	0.8942603878898211	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
rh50	Chitinilyticum	0.8652599367490476	0.003996003996003996	0.0222000222000222	0.8652599367490476	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
abcc2	Culicoidibacter	0.8583804978870219	0.01998001998001998	0.04757147614290472	0.8583804978870219	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
LOC101886086	Vogesella	0.844654685752057	9.99000999000999e-4	0.016650016650016652	0.844654685752057	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
nr1d1	Chitinilyticum	0.8422211008905138	0.003996003996003996	0.0222000222000222	0.8422211008905138	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
rgs16	Aquihabitans	0.8402725113527533	0.01998001998001998	0.04757147614290472	0.8402725113527533	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
mfsd2aa	Vogesella	0.8277864677653597	0.001998001998001998	0.0222000222000222	0.8277864677653597	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
prkcdb	Devosia	0.8025109497041552	0.056943056943056944	0.08373978962214257	0.8025109497041552	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
crb2b	Vogesella	0.8005793547988412	0.03196803196803197	0.06268241562359209	0.8005793547988412	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
LOC100334101	Devosia	0.8005511551989548	0.05094905094905095	0.08087150944293801	0.8005511551989548	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
map3k8	Devosia	0.7927112596493422	0.04195804195804196	0.07111532535261349	0.7927112596493422	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
ugt5a5	Chitinilyticum	0.7787921802610002	0.015984015984015984	0.04757147614290472	0.7787921802610002	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
arid3b	Vogesella	0.7669875569540936	0.04095904095904096	0.07111532535261349	0.7669875569540936	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
ano5a	Culicoidibacter	0.7650085804188579	0.026973026973026972	0.055046993822504026	0.7650085804188579	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
cep128	Vogesella	0.7613072076640935	0.06693306693306693	0.09296259296259295	0.7613072076640935	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
atf5a	Paenirhodobacter	0.7343918445913197	0.006993006993006993	0.030404378230465184	0.7343918445913197	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
adgrg3	Devosia	0.7328684831383628	0.017982017982017984	0.04757147614290472	0.7328684831383628	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
rnaseh2c	Vogesella	0.7287316237570586	0.06593406593406594	0.09286488159727596	0.7287316237570586	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
LOC110440159	Fluviicola	0.7276646314164327	0.004995004995004995	0.02378573807145236	0.7276646314164327	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
kiaa0319l	Chitinilyticum	-0.7183712928966618	0.002997002997002997	0.0222000222000222	0.7183712928966618	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
ripk1l	Devosia	0.7041852794977187	0.060939060939060936	0.08831747962182744	0.7041852794977187	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
ptgfrnb	Devosia	0.6999347478332636	0.055944055944055944	0.08373978962214257	0.6999347478332636	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
LOC101885455	Devosia	0.6991041253759951	0.03396603396603397	0.06531929608852687	0.6991041253759951	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
ppp3ccb	Devosia	0.6930183006071031	0.028971028971028972	0.057942057942057944	0.6930183006071031	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
LOC100331609	Gemmobacter	-0.6708979770998744	0.011988011988011988	0.03996003996003996	0.6708979770998744	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
scyl2	Devosia	0.6572958986389277	0.002997002997002997	0.0222000222000222	0.6572958986389277	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
rab24	Aquihabitans	0.6544448645596476	9.99000999000999e-4	0.016650016650016652	0.6544448645596476	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
cldn5b	Culicoidibacter	-0.6431898900559352	0.052947052947052944	0.08145700453392761	0.6431898900559352	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
ptpn1	Devosia	0.6395739541154708	0.04495504495504495	0.07369679500827042	0.6395739541154708	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
itpr3	Devosia	0.6354434230937775	0.056943056943056944	0.08373978962214257	0.6354434230937775	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
acsl6	Devosia	0.6351207521401222	0.01898101898101898	0.04757147614290472	0.6351207521401222	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
grna	Devosia	0.6323818442260309	0.02097902097902098	0.04878842088144414	0.6323818442260309	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
capn7	Devosia	0.6198433251126674	0.026973026973026972	0.055046993822504026	0.6198433251126674	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
LOC101886910	Nocardia	0.6190233342377431	9.99000999000999e-4	0.016650016650016652	0.6190233342377431	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
actr3	Devosia	0.6122285208075833	0.04195804195804196	0.07111532535261349	0.6122285208075833	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
lpar5b	Devosia	0.5996096262845668	0.003996003996003996	0.0222000222000222	0.5996096262845668	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
wdr55	Devosia	0.5922732093851745	0.03896103896103896	0.07083825265643447	0.5922732093851745	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
zmp:0000001003	Legionella	0.5845645853925685	0.01898101898101898	0.04757147614290472	0.5845645853925685	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
zgc:112977	Rubrivivax	0.577146070786543	0.002997002997002997	0.0222000222000222	0.577146070786543	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
zdhhc21	Devosia	0.5676260650266445	0.024975024975024976	0.05429353255440212	0.5676260650266445	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
dcstamp	Devosia	0.560938955216738	9.99000999000999e-4	0.016650016650016652	0.560938955216738	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
prkg1	Dechloromonas	-0.5566723377297105	0.004995004995004995	0.02378573807145236	0.5566723377297105	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
aqp10b	Culicoidibacter	0.5545774145060031	0.052947052947052944	0.08145700453392761	0.5545774145060031	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
thfp5	Vogesella	0.5518655631308217	0.001998001998001998	0.0222000222000222	0.5518655631308217	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
